indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Households in hazard-prone areas,CAN-A014,CAN-A014-CCRA-017,CanCoast coastal sensitivity indices + relative sea-level change,Natural Resources Canada (GSC),Hazard,Sea-level change and coastal sensitivity for marine coasts,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Canadian marine coasts,Shoreline-attributed indices,modeled_grid,present;2030;2050,Early/late 21st century climate indices (CanCoast 2.x),Product versions,Geospatial database / open file,Open,OGL-Canada,Partial,https://open.canada.ca/data/en/dataset/a8b68ba4-c3d9-707f-a866-1aa53e7f0ae6,https://doi.org/10.4095/314669,National coastal sensitivity including relative SLR — preferred official SLR/coastal hazard context.,National-scale indices — not site engineering; Great Lakes water-level regimes differ from marine coasts.,High,Primary official
Households in hazard-prone areas,CAN-A021,CAN-A021-CCRA-017,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",NRCan / OSM,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Canada,Vector networks / buildings,facility_or_asset,present,NRN/CanVec releases; OSM continuous,Periodic / continuous,SHP / PBF,Open,OGL / ODbL,Yes,https://open.canada.ca/,https://download.geofabrik.de/north-america/canada.html,Authoritative NRN plus OSM for ports/buildings density exposure.,Building footprints: also Microsoft/Google open buildings as complement.,High,Primary official
Households in hazard-prone areas,CAN-A026,CAN-A026-CCRA-017,Microsoft / Google Open Buildings (Canada coverage),Microsoft / Google,Exposure,Building footprints ∩ flood/landslide/SLR for households in hazard-prone areas,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Canada,Building polygons,facility_or_asset,present,Model vintage,Product versions,GeoJSON / Parquet,Open,ODbL/CDLA,Yes,https://github.com/microsoft/GlobalMLBuildingFootprints,https://sites.research.google/open-buildings/,ML footprints for physical exposure overlays with NRCan flood susceptibility / CFM.,Not cadastral parcels.,Medium,International modeled
Households in hazard-prone areas,CAN-A029,CAN-A029-CCRA-017,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Pipeline-ready for Canadian cities (Toronto, Vancouver, Montréal, Calgary, Ottawa, …). Published MN examples already in catalog.",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — MN cities already demonstrate US/Canada-style pipeline; calibrate vs NRCan FS/CFM.,Not a substitute for regulatory FHIMP maps.,High,OEF derived screening
Households in hazard-prone areas,CAN-A032,CAN-A032-CCRA-017,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) — StatCan DA E/V ready,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready; MN ACS path analogous to StatCan DA,~250 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk with Canadian DA E/V analogue to ACS block groups.,Wire NRCan H optionally.,High,OEF derived screening
Households in hazard-prone areas,CAN-A034,CAN-A034-CCRA-017,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate applies.,High,OEF derived screening
Households in hazard-prone areas,CAN-A035,CAN-A035-CCRA-017,OEF shared city Exposure score (population density screening),Open Earth Foundation,Exposure,Shared E across hazards — StatCan DA / WorldPop,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,City AOI,DA polygons burned to H grid,neighborhood_or_small_area,present,Census-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared E — Canada can mirror MN ACS path using StatCan DA.,Choose DA vs raster explicitly.,High,OEF derived screening
Inadequate Sanitation,CAN-A001,CAN-A001-CCRA-018,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,Hybrid,"Population density, age distribution, income/LIM, housing quality proxies for E/V",CCRA-018,Public Health,Diseases,Vulnerability,Canada,Dissemination Area (DA; ~400–700 people) — finest standard census unit,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / Beyond 20/20 / Census Profile API (SDMX),Open,Statistics Canada Open Licence,Yes (Census Profile WDS / SDMX),https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E,https://www.statcan.gc.ca/en/developers,"National gold-standard E/V backbone at DA: age, LIM-AT/LICO, shelter cost burden, dwelling characteristics. Same grain used in OEF MN ACS-style CCRA.",Piped water/sanitation nearly universal in urban Canada — use housing/plumbing fields carefully; Indigenous/remote gaps remain.,High,Primary official
Inadequate water access,CAN-A001,CAN-A001-CCRA-019,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,Hybrid,"Population density, age distribution, income/LIM, housing quality proxies for E/V",CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Canada,Dissemination Area (DA; ~400–700 people) — finest standard census unit,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / Beyond 20/20 / Census Profile API (SDMX),Open,Statistics Canada Open Licence,Yes (Census Profile WDS / SDMX),https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E,https://www.statcan.gc.ca/en/developers,"National gold-standard E/V backbone at DA: age, LIM-AT/LICO, shelter cost burden, dwelling characteristics. Same grain used in OEF MN ACS-style CCRA.",Piped water/sanitation nearly universal in urban Canada — use housing/plumbing fields carefully; Indigenous/remote gaps remain.,High,Primary official
Inadequate water access,CAN-A027,CAN-A027-CCRA-019,WRI Aqueduct Water Risk + StatCan water use / municipal water surveys,WRI / Statistics Canada,Vulnerability,Water security / water access proxies,CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Canada,Basin (Aqueduct); municipal survey stats,modeled_grid,present;2030;2050,Aqueduct + StatCan survey cycles,Periodic,SHP / tables,Open,See WRI / StatCan,Yes,https://www.wri.org/aqueduct,https://www.statcan.gc.ca/,Water-risk composite plus Canadian municipal water/wastewater statistics.,Urban piped-water access nearly universal — indicator less discriminating than in Global South.,Medium,International modeled
Income,CAN-A001,CAN-A001-CCRA-020,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,Hybrid,"Population density, age distribution, income/LIM, housing quality proxies for E/V",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,Canada,Dissemination Area (DA; ~400–700 people) — finest standard census unit,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / Beyond 20/20 / Census Profile API (SDMX),Open,Statistics Canada Open Licence,Yes (Census Profile WDS / SDMX),https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E,https://www.statcan.gc.ca/en/developers,"National gold-standard E/V backbone at DA: age, LIM-AT/LICO, shelter cost burden, dwelling characteristics. Same grain used in OEF MN ACS-style CCRA.",Piped water/sanitation nearly universal in urban Canada — use housing/plumbing fields carefully; Indigenous/remote gaps remain.,High,Primary official
Income,CAN-A003,CAN-A003-CCRA-020,Canadian Area-Level Social Determinants of Health Indicators (CASDOHI) / DA socioeconomic compilations,Research compilations from StatCan Census Profiles,Vulnerability,"Harmonized DA SDOH indicators (income, housing, labour, ethnocultural)",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,Canada,Dissemination Area,neighborhood_or_small_area,present,2011/2016/2021 harmonized,Research releases,Tabular (research datasets),Open (research),See publications,No,https://doi.org/10.1101/2025.07.11.25331136,https://data.mendeley.com/datasets/fmvtcn9g4v/1,User-friendly DA SDOH packs derived from Census Profiles — accelerates V layer builds.,Secondary to raw StatCan profiles for authoritative citation.,High,Research/NGO
Income,CAN-A036,CAN-A036-CCRA-020,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,Vulnerability,"Shared V — age, LIM, housing from Census",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,City AOI,DA,neighborhood_or_small_area,present,Census-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared V from StatCan DA SDOH fields (closest analogue to Plymouth ACS V).,Composition site-specific.,High,OEF derived screening
Industrial GDP share,CAN-A020,CAN-A020-CCRA-021,StatCan National Accounts / provincial GDP by industry,Statistics Canada,Vulnerability,Agricultural and industrial GDP shares,CCRA-021,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Vulnerability,Canada,National / provincial,national,present,Annual/quarterly,Quarterly,Tables / CANSIM,Open,StatCan Open Licence,Yes,https://www.statcan.gc.ca/,https://www.statcan.gc.ca/,Official sectoral GDP for economic dependence indicators.,Needs downscaling for city CCRA.,High,Primary official
Landslide Susceptibility,CAN-A009,CAN-A009-CCRA-022,GSC / provincial landslide inventories & susceptibility products,Geological Survey of Canada / provinces,Hazard,Landslide threat/susceptibility and inventories,CCRA-022,Infrastructures,Landslides,Vulnerability,"Canada (stronger in Cordillera, some eastern corridors)",Inventory points/polygons; regional susceptibility maps,other_or_mixed,present,Study vintages,Ad hoc / program releases,SHP / open.canada.ca layers,Partially open,OGL / provincial,Partial,https://open.canada.ca/,https://natural-resources.canada.ca/,National/provincial landslide information — coverage uneven; OEF landslide_hazard fills consistent city screens.,No single seamless national open susceptibility COG equivalent to NOAH-PHL.,Medium,Primary official
Landslide Susceptibility,CAN-A010,CAN-A010-CCRA-022,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,Hazard,Global landslide hazard and terrain drivers for OEF landslide_hazard,CCRA-022,Infrastructures,Landslides,Vulnerability,Canada,~1 km LHASA; 30 m DEM,modeled_grid,present,Model/DEM vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Drivers and global landslide hazard complementary to GSC inventories.,Prefer local inventories where they exist.,Medium,International modeled
Landslide Susceptibility,CAN-A031,CAN-A031-CCRA-022,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility,CCRA-022,Infrastructures,Landslides,Vulnerability,"Pipeline-ready (esp. Vancouver, Calgary foothills, Québec valleys)",~90 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard for consistent city screens where GSC coverage is patchy.,Validate against local inventories.,High,OEF derived screening
Landslide Susceptibility,CAN-A034,CAN-A034-CCRA-022,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-022,Infrastructures,Landslides,Vulnerability,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate applies.,High,OEF derived screening
Landslide Threat Index,CAN-A009,CAN-A009-CCRA-023,GSC / provincial landslide inventories & susceptibility products,Geological Survey of Canada / provinces,Hazard,Landslide threat/susceptibility and inventories,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,"Canada (stronger in Cordillera, some eastern corridors)",Inventory points/polygons; regional susceptibility maps,other_or_mixed,present,Study vintages,Ad hoc / program releases,SHP / open.canada.ca layers,Partially open,OGL / provincial,Partial,https://open.canada.ca/,https://natural-resources.canada.ca/,National/provincial landslide information — coverage uneven; OEF landslide_hazard fills consistent city screens.,No single seamless national open susceptibility COG equivalent to NOAH-PHL.,Medium,Primary official
Landslide Threat Index,CAN-A010,CAN-A010-CCRA-023,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,Hazard,Global landslide hazard and terrain drivers for OEF landslide_hazard,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Canada,~1 km LHASA; 30 m DEM,modeled_grid,present,Model/DEM vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Drivers and global landslide hazard complementary to GSC inventories.,Prefer local inventories where they exist.,Medium,International modeled
Landslide Threat Index,CAN-A031,CAN-A031-CCRA-023,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,"Pipeline-ready (esp. Vancouver, Calgary foothills, Québec valleys)",~90 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard for consistent city screens where GSC coverage is patchy.,Validate against local inventories.,High,OEF derived screening
Landslide Threat Index,CAN-A034,CAN-A034-CCRA-023,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate applies.,High,OEF derived screening
Landslide Threat Index,CAN-A037,CAN-A037-CCRA-023,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal drainage GIS opens.,Screening only.,Medium,OEF derived screening
Maximum Consecutive Dry Days (CDD),CAN-A011,CAN-A011-CCRA-024,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",Environment and Climate Change Canada / PCIC partners,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Canada,Grid / station / municipal summaries on portal,modeled_grid,present;2030;2050,Historical + CMIP scenarios,Portal updates,NetCDF / CSV / portal tools,Open,OGL-Canada / see portal,Yes,https://climatedata.ca/,https://www.canada.ca/en/environment-climate-change.html,"Primary official climate information portal for Canadian adaptation — temperature, precipitation, extremes, and projections.",SPEI/CDD may need derivation from portal variables or AAFC/ECCC drought products.,High,Primary official
Maximum Consecutive Dry Days (CDD),CAN-A012,CAN-A012-CCRA-024,"AAFC / ECCC drought monitoring (CGMS, SPEI/SPI products)",Agriculture and Agri-Food Canada / ECCC,Hazard,Drought indices including SPEI/SPI-style monitoring for agriculture,CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Canada (esp. agricultural regions),Gridded drought maps,modeled_grid,present,Operational seasonal products,Seasonal/weekly during season,Maps / rasters / open data,Open,OGL-Canada,Partial,https://open.canada.ca/,https://agriculture.canada.ca/,Federal drought monitoring supporting SPEI/CDD agricultural drought context.,City urban drought heat may need ClimateData.ca + OEF heat_hazard.,High,Primary official
Maximum Consecutive Dry Days (CDD),CAN-A013,CAN-A013-CCRA-024,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. Canada),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer ClimateData.ca for Canadian official climate citation.,High,International modeled
Maximum Precipitation 5 days (Rx5day),CAN-A011,CAN-A011-CCRA-025,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",Environment and Climate Change Canada / PCIC partners,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Canada,Grid / station / municipal summaries on portal,modeled_grid,present;2030;2050,Historical + CMIP scenarios,Portal updates,NetCDF / CSV / portal tools,Open,OGL-Canada / see portal,Yes,https://climatedata.ca/,https://www.canada.ca/en/environment-climate-change.html,"Primary official climate information portal for Canadian adaptation — temperature, precipitation, extremes, and projections.",SPEI/CDD may need derivation from portal variables or AAFC/ECCC drought products.,High,Primary official
Maximum Precipitation 5 days (Rx5day),CAN-A013,CAN-A013-CCRA-025,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Global (incl. Canada),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer ClimateData.ca for Canadian official climate citation.,High,International modeled
Maximum temperature,CAN-A011,CAN-A011-CCRA-026,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",Environment and Climate Change Canada / PCIC partners,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Canada,Grid / station / municipal summaries on portal,modeled_grid,present;2030;2050,Historical + CMIP scenarios,Portal updates,NetCDF / CSV / portal tools,Open,OGL-Canada / see portal,Yes,https://climatedata.ca/,https://www.canada.ca/en/environment-climate-change.html,"Primary official climate information portal for Canadian adaptation — temperature, precipitation, extremes, and projections.",SPEI/CDD may need derivation from portal variables or AAFC/ECCC drought products.,High,Primary official
Maximum temperature,CAN-A013,CAN-A013-CCRA-026,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures",CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Global (incl. Canada),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer ClimateData.ca for Canadian official climate citation.,High,International modeled
Maximum temperature,CAN-A030,CAN-A030-CCRA-026,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),Hazard,City LST heat hazard,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready for Canadian cities (published Plymouth etc.),~250 m,modeled_grid,present,Multi-year LST season (configure JJA for most CAN cities),Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF heat_hazard for urban heat islands beyond ClimateData.ca grid averages.,LST ≠ air temperature / humidex.,High,OEF derived screening
Maximum temperature,CAN-A033,CAN-A033-CCRA-026,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,Heat risk composite,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready for Canadian cities,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk with StatCan age/income V.,Season config for CAN cities.,High,OEF derived screening
Maximum temperature,CAN-A037,CAN-A037-CCRA-026,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal drainage GIS opens.,Screening only.,Medium,OEF derived screening
Natural vegetation cover,CAN-A017,CAN-A017-CCRA-027,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",NRCan CFS / UMD / ESA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-027,Biodiversity; Hydrogeological Disasters,Droughts; Heatwaves; Landslides,Exposure; Vulnerability,Canada,National forest inventory / 30 m EO,modeled_grid,present,NFI cycles + annual Hansen,Periodic/annual,GeoTIFF / tables,Open,OGL / CC BY,Yes,https://open.canada.ca/,https://natural-resources.canada.ca/forest-forestry,Forest and natural vegetation products for biodiversity/erosion/landslide context.,Combine NFI with Hansen for loss dynamics.,High,Primary official
Population density,CAN-A001,CAN-A001-CCRA-028,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,Hybrid,"Population density, age distribution, income/LIM, housing quality proxies for E/V",CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Canada,Dissemination Area (DA; ~400–700 people) — finest standard census unit,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / Beyond 20/20 / Census Profile API (SDMX),Open,Statistics Canada Open Licence,Yes (Census Profile WDS / SDMX),https://www12.statcan.gc.ca/census-recensement/2021/dp-pd/prof/index.cfm?Lang=E,https://www.statcan.gc.ca/en/developers,"National gold-standard E/V backbone at DA: age, LIM-AT/LICO, shelter cost burden, dwelling characteristics. Same grain used in OEF MN ACS-style CCRA.",Piped water/sanitation nearly universal in urban Canada — use housing/plumbing fields carefully; Indigenous/remote gaps remain.,High,Primary official
Population density,CAN-A002,CAN-A002-CCRA-028,Statistics Canada Census Boundary Files + Cartographic Boundary Files (DA/CSD/CT),Statistics Canada,Boundary,Official census geographies for city AOI clipping and E/V joins,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Canada,DA / CT / CSD / CMA,neighborhood_or_small_area,n/a,2021 (and prior) vintages,Census cycle,SHP / GPKG,Open,StatCan Open Licence,Yes (downloads),https://www12.statcan.gc.ca/census-recensement/2021/geo/sip-pis/boundary-limites/index2021-eng.cfm,https://www.statcan.gc.ca/en/subjects-start/geography,Official DA polygons for joining Census Profile attributes — preferred over COD for domestic CCRA.,PCCF+ needed for postal→DA health linkages (licensed separately sometimes).,High,Primary official
Population density,CAN-A004,CAN-A004-CCRA-028,WorldPop / GHSL population grids (Canada),WorldPop / JRC,Exposure,Alternate gridded population density,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Canada,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer StatCan DA for official counts when intersecting hazards.,Modeled vs census; use for raster CCRA grids / OEF E.,High,International modeled
Population density,CAN-A032,CAN-A032-CCRA-028,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) — StatCan DA E/V ready,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready; MN ACS path analogous to StatCan DA,~250 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk with Canadian DA E/V analogue to ACS block groups.,Wire NRCan H optionally.,High,OEF derived screening
Population density,CAN-A033,CAN-A033-CCRA-028,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,Heat risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready for Canadian cities,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk with StatCan age/income V.,Season config for CAN cities.,High,OEF derived screening
