sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Energy industries,MEX-014,MEX-014-I.4,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),Hybrid,"Inventario metropolitano con GEI (y criterios) por categoría — energía, transporte, residuos, área, puntos",I.4,Zona Metropolitana del Valle de México (CDMX + municipios conurbados),ZMVM; entidad/alcaldía según tablas,city_or_municipality,Series plurianuales (p.ej. inventario 2020 publicado),Periódica,PDF / datos SEDEMA,Open,Como indique SEDEMA,No,https://proyectos.sedema.cdmx.gob.mx/datos/storage/app/media/docpub/sedema/inventario-emisiones-cdmx-2020bis.pdf,https://www.sedema.cdmx.gob.mx/,Inventario metropolitano de referencia con GEI — principal producto urbano mexicano.,Metodología aire+GEI (no siempre tablas GPC puras); cobertura ZMVM no nacional.,High,City / metro official
Energy industries,MEX-017,MEX-017-I.4,Factores de emisión y calculadora RENE / CONUEE,SEMARNAT / INECC / CONUEE,Hybrid,Factores de emisión de combustibles y herramientas de cálculo para actividad→emisiones (incl. electricidad),I.4,México,Nacional (factor eléctrico del SEN),national,Ediciones periódicas de calculadoras/listas de combustibles,Periódica,XLSX / PDF,Open,Como se indique,No,https://cambioclimatico.gob.mx/registro-nacional-de-emisiones/,https://www.gob.mx/conuee,Factores y calculadoras oficiales usadas en reporte RENE e inventarios locales.,No son datos de actividad; factor eléctrico es promedio del SEN.,High,Primary official
Energy industries,MEX-018,MEX-018-I.4,INEGyCEI desagregación por sectores económicos,INECC,Emissions,"Emisiones reagrupadas en sectores productivos (transporte, electricidad, industria, agro, petróleo y gas, residuos, residencial/comercial)",I.4,México,Nacional por sector económico,national,Publicaciones recientes (p.ej. 1990–2021),Periódica,PDF / tablas,Open,Como indique INECC,No,https://www.gob.mx/cms/uploads/attachment/file/921220/03_2024_EmisionesPorSectoresEcon_micos_290524.pdf,https://www.gob.mx/inecc,Reagrupación económica del INEGyCEI útil para narrar inventarios urbanos/nacionales.,No es GPC ni municipal; complementa el formato IPCC.,High,Primary official
Energy industries,MEX-020,MEX-020-I.4,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,I.4,Global incluyendo México,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INEGyCEI/ZMVM.,Preferir fuentes oficiales mexicanas cuando existan.,High,International modeled
Energy industries,MEX-021,MEX-021-I.4,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,I.4,Global incluyendo México,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INEGyCEI/RENE.,No oficial; calibrar con INEGyCEI/CNH/CENACE.,Medium,International modeled
Energy industries,MEX-022,MEX-022-I.4,Global Power Plant Database (México),WRI / Global Energy Monitor ecosystem (GPPD),Activity,"Ubicación, combustible y capacidad de centrales — mapeo I.4",I.4,Global incluyendo México,Central,modeled_grid,Versiones periódicas,Periódica,CSV,Open,CC BY / como se indique,No,https://datasets.wri.org/dataset/globalpowerplantdatabase,https://www.wri.org/research/global-power-plant-database,Base global de centrales útil junto a CENACE/PRODESEN para localizar generación.,Preferir CENACE/SENER para generación oficial.,Medium,International compiled
Energy industries,MEX-024,MEX-024-I.4,INEGI — cuentas económicas y ambientales / energía (productos SEEA parciales),INEGI,Hybrid,Cuentas ambientales y de energía complementarias al inventario territorial — proxies Scope 3/industria,I.4,México,Nacional; industria,national,Series de cuentas según publicación INEGI,Anual / periódica,Tablas / PDF,Open,Términos INEGI,Partial,https://www.inegi.org.mx/temas/ee/,https://www.inegi.org.mx/,Cuentas ambientales/energéticas del INEGI complementarias al INEGyCEI.,No es inventario GPC de ciudad.,High,Primary official
Energy industries,MEX-025,MEX-025-I.4,PRODESEN / capacidad instalada y prospectiva eléctrica,SENER / CENACE,Activity,"Capacidad, generación y demanda regional del SEN — contexto I.4 y planeación Scope 2",I.4,México,Nacional; Gerencia de Control Regional,state_or_province,Anual (PRODESEN),Anual,PDF / anexos,Open,Como indique SENER,No,https://www.gob.mx/sener/documentos/programa-de-desarrollo-del-sistema-electrico-nacional,https://base.energia.gob.mx/prodesen22/,Programa oficial de desarrollo del SEN con demanda/generación regional.,Prospectiva ≠ inventario histórico GPC; usar con CENACE/BNE.,High,Primary official
"Agriculture, forestry & fishing energy",MEX-001,MEX-001-I.5,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones nacionales,I.5,México,Nacional (productos por sector económico también publicados),national,1990–2024 (actualización reciente en datos.gob.mx / BTR1),Según LGCC (anual combustibles fósiles; bienal/cuatrienal otras categorías),XLSX / PDF / datos.gob.mx,Open,Datos Abiertos México (como se indique),No,https://www.datos.gob.mx/dataset/inventario_nacional_emisiones_gases_compuestos_efecto_invernadero_inegycei,https://www.gob.mx/inecc/acciones-y-programas/inventario-nacional-de-emisiones-de-gases-y-compuestos-de-efecto-invernadero,Inventario oficial UNFCCC/Paris de México (INEGyCEI) con tablas descargables.,No es inventario municipal; requiere downscaling o datos locales para ciudades.,High,Primary official
"Agriculture, forestry & fishing energy",MEX-003,MEX-003-I.5,Balance Nacional de Energía (BNE),Secretaría de Energía (SENER),Activity,Oferta/demanda de energía por fuente y sector de consumo final; generación eléctrica,I.5,México,Nacional,national,Serie anual (p.ej. BNE 2022 publicado),Anual,PDF / tablas,Open,Como indique SENER,No,https://base.energia.gob.mx/BNE/,https://www.gob.mx/sener,Balance energético oficial — base de actividad para energía estacionaria y transporte.,No es consumo por municipio; inventarios urbanos requieren CFE/SIE regionales o medidores.,High,Primary official
"Agriculture, forestry & fishing energy",MEX-011,MEX-011-I.5,Censo Agropecuario / SIAP — estadísticas agropecuarias,INEGI / SIAP (SADER),Activity,"Existencias ganaderas, cultivos y uso del suelo — AFOLU y energía agropecuaria de apoyo",I.5,México,Nacional; estatal; municipal (censo/productos SIAP),city_or_municipality,Censo Agropecuario (p.ej. 2022) + series SIAP anuales,Censo periódico / anual SIAP,Tablas / microdatos / portal SIAP,Open (agregados),Términos INEGI / SIAP,Partial,https://www.inegi.org.mx/programas/ca/2022/,https://nube.siap.gob.mx/,Estructura agropecuaria oficial para ganadería y tierra.,Energía agropecuaria no viene medidor por medidor.,High,Primary official
Non-specified sources,NO-COVERAGE,NO-COVERAGE-I.6,No suitable dataset identified (I.6),,,,I.6,,,unknown,,,,,,,,,No suitable dataset identified for this GPC subsector in the current research pass.,,,
"Fugitive emissions from mining, processing, storage & transport of coal",MEX-001,MEX-001-I.7,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones nacionales,I.7,México,Nacional (productos por sector económico también publicados),national,1990–2024 (actualización reciente en datos.gob.mx / BTR1),Según LGCC (anual combustibles fósiles; bienal/cuatrienal otras categorías),XLSX / PDF / datos.gob.mx,Open,Datos Abiertos México (como se indique),No,https://www.datos.gob.mx/dataset/inventario_nacional_emisiones_gases_compuestos_efecto_invernadero_inegycei,https://www.gob.mx/inecc/acciones-y-programas/inventario-nacional-de-emisiones-de-gases-y-compuestos-de-efecto-invernadero,Inventario oficial UNFCCC/Paris de México (INEGyCEI) con tablas descargables.,No es inventario municipal; requiere downscaling o datos locales para ciudades.,High,Primary official
Fugitive emissions from oil & natural gas systems,MEX-001,MEX-001-I.8,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones nacionales,I.8,México,Nacional (productos por sector económico también publicados),national,1990–2024 (actualización reciente en datos.gob.mx / BTR1),Según LGCC (anual combustibles fósiles; bienal/cuatrienal otras categorías),XLSX / PDF / datos.gob.mx,Open,Datos Abiertos México (como se indique),No,https://www.datos.gob.mx/dataset/inventario_nacional_emisiones_gases_compuestos_efecto_invernadero_inegycei,https://www.gob.mx/inecc/acciones-y-programas/inventario-nacional-de-emisiones-de-gases-y-compuestos-de-efecto-invernadero,Inventario oficial UNFCCC/Paris de México (INEGyCEI) con tablas descargables.,No es inventario municipal; requiere downscaling o datos locales para ciudades.,High,Primary official
Fugitive emissions from oil & natural gas systems,MEX-002,MEX-002-I.8,Registro Nacional de Emisiones (RENE),SEMARNAT,Emissions,"Reporte obligatorio de CyGEI por establecimientos ≥25,000 tCO2e (directas e indirectas) — capa de instalaciones",I.8,México (establecimientos sujetos a reporte),Establecimiento,facility_or_asset,Ciclos anuales vía COA Web,Anual (reporte 1 mar–30 jun),COA Web / reportes agregados parciales,Restricted / Partial Open,Régimen RENE/LGCC (microdatos no plenamente abiertos),No,https://www.gob.mx/semarnat/acciones-y-programas/registro-nacional-de-emisiones-rene,https://cambioclimatico.gob.mx/registro-nacional-de-emisiones/,Registro obligatorio de emisiones de grandes establecimientos — análogo mexicano a GHGRP/NGER.,Umbral 25 kt; microdatos instalación a instalación no se publican como CSV abierto completo (a diferencia de Canadá/Australia).,High,Primary official
Fugitive emissions from oil & natural gas systems,MEX-004,MEX-004-I.8,Sistema de Información Energética (SIE),SENER,Activity,"Estadísticas energéticas oficiales (electricidad, petrolíferos, gas, precios) en series consultables",I.8,México,Nacional; algunas series regionales/estatales,state_or_province,Series largas según indicador,Mensual / anual según serie,Portal / tablas descargables,Open (registro puede requerirse),Como indique SENER,Partial,https://sie.energia.gob.mx/,https://www.gob.mx/sener,Portal estadístico energético oficial de México.,Granularidad municipal limitada; calidad/actualización varía por serie.,High,Primary official
Fugitive emissions from oil & natural gas systems,MEX-007,MEX-007-I.8,CNH Tablero de Producción / PEMEX BDI — hidrocarburos,Comisión Nacional de Hidrocarburos (CNH) / PEMEX,Activity,Producción de petróleo y gas por campo/asignación/contrato — fugitivas e I.4,I.8,México,Campo / región / operador,other_or_mixed,Series mensuales (tablero CNH; BDI PEMEX),Mensual,Dashboard / tablas / BDI,Open,Como indiquen CNH/PEMEX,Partial,https://produccion.hidrocarburos.gob.mx/,https://ebdi.pemex.com/,Producción oficial de hidrocarburos para emisiones fugitivas e industrias energéticas.,Emisiones se estiman vía INEGyCEI/RENE; relevancia urbana cerca de complejos/refinerías.,High,Primary official
Fugitive emissions from oil & natural gas systems,MEX-008,MEX-008-I.8,CRE / SENER — estadísticas de gas natural y petrolíferos,CRE / SENER,Activity,Consumo/ventas de gas natural y petrolíferos por sector — residencial/comercial/industrial/transporte,I.8,México,Nacional; estatal/regional según producto,state_or_province,Series periódicas SIE/CRE,Mensual / anual,Tablas / portal,Open,Como se indique,Partial,https://sie.energia.gob.mx/,https://www.gob.mx/cre,Estadísticas de gas y combustibles líquidos para energía estacionaria y on-road.,Granularidad municipal incompleta; GLP y no conectados requieren otras fuentes.,High,Primary official
Fugitive emissions from oil & natural gas systems,MEX-018,MEX-018-I.8,INEGyCEI desagregación por sectores económicos,INECC,Emissions,"Emisiones reagrupadas en sectores productivos (transporte, electricidad, industria, agro, petróleo y gas, residuos, residencial/comercial)",I.8,México,Nacional por sector económico,national,Publicaciones recientes (p.ej. 1990–2021),Periódica,PDF / tablas,Open,Como indique INECC,No,https://www.gob.mx/cms/uploads/attachment/file/921220/03_2024_EmisionesPorSectoresEcon_micos_290524.pdf,https://www.gob.mx/inecc,Reagrupación económica del INEGyCEI útil para narrar inventarios urbanos/nacionales.,No es GPC ni municipal; complementa el formato IPCC.,High,Primary official
Fugitive emissions from oil & natural gas systems,MEX-021,MEX-021-I.8,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,I.8,Global incluyendo México,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INEGyCEI/RENE.,No oficial; calibrar con INEGyCEI/CNH/CENACE.,Medium,International modeled
On-road transportation,MEX-001,MEX-001-II.1,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones nacionales,II.1,México,Nacional (productos por sector económico también publicados),national,1990–2024 (actualización reciente en datos.gob.mx / BTR1),Según LGCC (anual combustibles fósiles; bienal/cuatrienal otras categorías),XLSX / PDF / datos.gob.mx,Open,Datos Abiertos México (como se indique),No,https://www.datos.gob.mx/dataset/inventario_nacional_emisiones_gases_compuestos_efecto_invernadero_inegycei,https://www.gob.mx/inecc/acciones-y-programas/inventario-nacional-de-emisiones-de-gases-y-compuestos-de-efecto-invernadero,Inventario oficial UNFCCC/Paris de México (INEGyCEI) con tablas descargables.,No es inventario municipal; requiere downscaling o datos locales para ciudades.,High,Primary official
On-road transportation,MEX-003,MEX-003-II.1,Balance Nacional de Energía (BNE),Secretaría de Energía (SENER),Activity,Oferta/demanda de energía por fuente y sector de consumo final; generación eléctrica,II.1,México,Nacional,national,Serie anual (p.ej. BNE 2022 publicado),Anual,PDF / tablas,Open,Como indique SENER,No,https://base.energia.gob.mx/BNE/,https://www.gob.mx/sener,Balance energético oficial — base de actividad para energía estacionaria y transporte.,No es consumo por municipio; inventarios urbanos requieren CFE/SIE regionales o medidores.,High,Primary official
On-road transportation,MEX-004,MEX-004-II.1,Sistema de Información Energética (SIE),SENER,Activity,"Estadísticas energéticas oficiales (electricidad, petrolíferos, gas, precios) en series consultables",II.1,México,Nacional; algunas series regionales/estatales,state_or_province,Series largas según indicador,Mensual / anual según serie,Portal / tablas descargables,Open (registro puede requerirse),Como indique SENER,Partial,https://sie.energia.gob.mx/,https://www.gob.mx/sener,Portal estadístico energético oficial de México.,Granularidad municipal limitada; calidad/actualización varía por serie.,High,Primary official
On-road transportation,MEX-008,MEX-008-II.1,CRE / SENER — estadísticas de gas natural y petrolíferos,CRE / SENER,Activity,Consumo/ventas de gas natural y petrolíferos por sector — residencial/comercial/industrial/transporte,II.1,México,Nacional; estatal/regional según producto,state_or_province,Series periódicas SIE/CRE,Mensual / anual,Tablas / portal,Open,Como se indique,Partial,https://sie.energia.gob.mx/,https://www.gob.mx/cre,Estadísticas de gas y combustibles líquidos para energía estacionaria y on-road.,Granularidad municipal incompleta; GLP y no conectados requieren otras fuentes.,High,Primary official
On-road transportation,MEX-009,MEX-009-II.1,"INEGI — parque vehicular, transporte y estadísticas de movilidad",Instituto Nacional de Estadística y Geografía (INEGI),Activity,Vehículos de motor registrados; encuestas de transporte — base on-road,II.1,México,Nacional; estatal; municipal (según producto),city_or_municipality,Series anuales / censos/encuestas,Anual / periódica,Tablas / microdatos,Open (agregados),Términos de uso INEGI,Yes (API INEGI parcial),https://www.inegi.org.mx/temas/vehiculos/,https://www.inegi.org.mx/,Estadísticas oficiales de parque vehicular y transporte para II.1/II.2.,Registro ≠ VKT; VKT municipal abierto nacional incompleto (estudios locales/MOVES).,High,Primary official
On-road transportation,MEX-014,MEX-014-II.1,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),Hybrid,"Inventario metropolitano con GEI (y criterios) por categoría — energía, transporte, residuos, área, puntos",II.1,Zona Metropolitana del Valle de México (CDMX + municipios conurbados),ZMVM; entidad/alcaldía según tablas,city_or_municipality,Series plurianuales (p.ej. inventario 2020 publicado),Periódica,PDF / datos SEDEMA,Open,Como indique SEDEMA,No,https://proyectos.sedema.cdmx.gob.mx/datos/storage/app/media/docpub/sedema/inventario-emisiones-cdmx-2020bis.pdf,https://www.sedema.cdmx.gob.mx/,Inventario metropolitano de referencia con GEI — principal producto urbano mexicano.,Metodología aire+GEI (no siempre tablas GPC puras); cobertura ZMVM no nacional.,High,City / metro official
On-road transportation,MEX-015,MEX-015-II.1,Inventarios estatales / municipales de GEI (seleccionados; GCoM y programas estatales),Gobiernos estatales y municipales / programas GCoM,Emissions,Inventarios comunitarios GPC o asimilables publicados por estados/ciudades,II.1,Entidades/municipios seleccionados (cobertura incompleta),Estado / municipio,state_or_province,Años puntuales según jurisdicción,Irregular,PDF / reportes,Partial Open,Varía,No,https://www.globalcovenantofmayors.org/,https://cambioclimatico.gob.mx/,Inventarios locales/estatales adicionales a ZMVM — práctica GPC dispersa sin catálogo nacional único.,Frecuencias y aperturas irregulares; a menudo solo PDF.,Medium,Subnational official
On-road transportation,MEX-017,MEX-017-II.1,Factores de emisión y calculadora RENE / CONUEE,SEMARNAT / INECC / CONUEE,Hybrid,Factores de emisión de combustibles y herramientas de cálculo para actividad→emisiones (incl. electricidad),II.1,México,Nacional (factor eléctrico del SEN),national,Ediciones periódicas de calculadoras/listas de combustibles,Periódica,XLSX / PDF,Open,Como se indique,No,https://cambioclimatico.gob.mx/registro-nacional-de-emisiones/,https://www.gob.mx/conuee,Factores y calculadoras oficiales usadas en reporte RENE e inventarios locales.,No son datos de actividad; factor eléctrico es promedio del SEN.,High,Primary official
On-road transportation,MEX-018,MEX-018-II.1,INEGyCEI desagregación por sectores económicos,INECC,Emissions,"Emisiones reagrupadas en sectores productivos (transporte, electricidad, industria, agro, petróleo y gas, residuos, residencial/comercial)",II.1,México,Nacional por sector económico,national,Publicaciones recientes (p.ej. 1990–2021),Periódica,PDF / tablas,Open,Como indique INECC,No,https://www.gob.mx/cms/uploads/attachment/file/921220/03_2024_EmisionesPorSectoresEcon_micos_290524.pdf,https://www.gob.mx/inecc,Reagrupación económica del INEGyCEI útil para narrar inventarios urbanos/nacionales.,No es GPC ni municipal; complementa el formato IPCC.,High,Primary official
On-road transportation,MEX-020,MEX-020-II.1,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,II.1,Global incluyendo México,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INEGyCEI/ZMVM.,Preferir fuentes oficiales mexicanas cuando existan.,High,International modeled
On-road transportation,MEX-021,MEX-021-II.1,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,II.1,Global incluyendo México,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INEGyCEI/RENE.,No oficial; calibrar con INEGyCEI/CNH/CENACE.,Medium,International modeled
On-road transportation,MEX-024,MEX-024-II.1,INEGI — cuentas económicas y ambientales / energía (productos SEEA parciales),INEGI,Hybrid,Cuentas ambientales y de energía complementarias al inventario territorial — proxies Scope 3/industria,II.1,México,Nacional; industria,national,Series de cuentas según publicación INEGI,Anual / periódica,Tablas / PDF,Open,Términos INEGI,Partial,https://www.inegi.org.mx/temas/ee/,https://www.inegi.org.mx/,Cuentas ambientales/energéticas del INEGI complementarias al INEGyCEI.,No es inventario GPC de ciudad.,High,Primary official
Railways,MEX-001,MEX-001-II.2,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones nacionales,II.2,México,Nacional (productos por sector económico también publicados),national,1990–2024 (actualización reciente en datos.gob.mx / BTR1),Según LGCC (anual combustibles fósiles; bienal/cuatrienal otras categorías),XLSX / PDF / datos.gob.mx,Open,Datos Abiertos México (como se indique),No,https://www.datos.gob.mx/dataset/inventario_nacional_emisiones_gases_compuestos_efecto_invernadero_inegycei,https://www.gob.mx/inecc/acciones-y-programas/inventario-nacional-de-emisiones-de-gases-y-compuestos-de-efecto-invernadero,Inventario oficial UNFCCC/Paris de México (INEGyCEI) con tablas descargables.,No es inventario municipal; requiere downscaling o datos locales para ciudades.,High,Primary official
Railways,MEX-009,MEX-009-II.2,"INEGI — parque vehicular, transporte y estadísticas de movilidad",Instituto Nacional de Estadística y Geografía (INEGI),Activity,Vehículos de motor registrados; encuestas de transporte — base on-road,II.2,México,Nacional; estatal; municipal (según producto),city_or_municipality,Series anuales / censos/encuestas,Anual / periódica,Tablas / microdatos,Open (agregados),Términos de uso INEGI,Yes (API INEGI parcial),https://www.inegi.org.mx/temas/vehiculos/,https://www.inegi.org.mx/,Estadísticas oficiales de parque vehicular y transporte para II.1/II.2.,Registro ≠ VKT; VKT municipal abierto nacional incompleto (estudios locales/MOVES).,High,Primary official
Railways,MEX-010,MEX-010-II.2,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas",SICT / Agencia Federal de Aviación Civil / autoridades portuarias,Activity,"Movimientos aéreos, carga ferroviaria y actividad portuaria",II.2,México,Aeropuerto / puerto / red,facility_or_asset,Series mensuales/anuales,Mensual / anual,Tablas / anuarios,Open,Como se indique,No,https://www.gob.mx/sct,https://www.gob.mx/afac,"Actividad oficial de aviación, ferrocarril y puertos para II.2–II.4.",Fuel uplift/bunker abiertos por ciudad limitados.,High,Primary official
Railways,MEX-014,MEX-014-II.2,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Secretaría del Medio Ambiente de la Ciudad de México (SEDEMA),Hybrid,"Inventario metropolitano con GEI (y criterios) por categoría — energía, transporte, residuos, área, puntos",II.2,Zona Metropolitana del Valle de México (CDMX + municipios conurbados),ZMVM; entidad/alcaldía según tablas,city_or_municipality,Series plurianuales (p.ej. inventario 2020 publicado),Periódica,PDF / datos SEDEMA,Open,Como indique SEDEMA,No,https://proyectos.sedema.cdmx.gob.mx/datos/storage/app/media/docpub/sedema/inventario-emisiones-cdmx-2020bis.pdf,https://www.sedema.cdmx.gob.mx/,Inventario metropolitano de referencia con GEI — principal producto urbano mexicano.,Metodología aire+GEI (no siempre tablas GPC puras); cobertura ZMVM no nacional.,High,City / metro official
Waterborne navigation,MEX-001,MEX-001-II.3,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones nacionales,II.3,México,Nacional (productos por sector económico también publicados),national,1990–2024 (actualización reciente en datos.gob.mx / BTR1),Según LGCC (anual combustibles fósiles; bienal/cuatrienal otras categorías),XLSX / PDF / datos.gob.mx,Open,Datos Abiertos México (como se indique),No,https://www.datos.gob.mx/dataset/inventario_nacional_emisiones_gases_compuestos_efecto_invernadero_inegycei,https://www.gob.mx/inecc/acciones-y-programas/inventario-nacional-de-emisiones-de-gases-y-compuestos-de-efecto-invernadero,Inventario oficial UNFCCC/Paris de México (INEGyCEI) con tablas descargables.,No es inventario municipal; requiere downscaling o datos locales para ciudades.,High,Primary official
Waterborne navigation,MEX-010,MEX-010-II.3,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas",SICT / Agencia Federal de Aviación Civil / autoridades portuarias,Activity,"Movimientos aéreos, carga ferroviaria y actividad portuaria",II.3,México,Aeropuerto / puerto / red,facility_or_asset,Series mensuales/anuales,Mensual / anual,Tablas / anuarios,Open,Como se indique,No,https://www.gob.mx/sct,https://www.gob.mx/afac,"Actividad oficial de aviación, ferrocarril y puertos para II.2–II.4.",Fuel uplift/bunker abiertos por ciudad limitados.,High,Primary official
Waterborne navigation,MEX-020,MEX-020-II.3,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,II.3,Global incluyendo México,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INEGyCEI/ZMVM.,Preferir fuentes oficiales mexicanas cuando existan.,High,International modeled
Waterborne navigation,MEX-021,MEX-021-II.3,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,II.3,Global incluyendo México,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INEGyCEI/RENE.,No oficial; calibrar con INEGyCEI/CNH/CENACE.,Medium,International modeled
Aviation,MEX-001,MEX-001-II.4,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Instituto Nacional de Ecología y Cambio Climático (INECC) / SEMARNAT,Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones nacionales,II.4,México,Nacional (productos por sector económico también publicados),national,1990–2024 (actualización reciente en datos.gob.mx / BTR1),Según LGCC (anual combustibles fósiles; bienal/cuatrienal otras categorías),XLSX / PDF / datos.gob.mx,Open,Datos Abiertos México (como se indique),No,https://www.datos.gob.mx/dataset/inventario_nacional_emisiones_gases_compuestos_efecto_invernadero_inegycei,https://www.gob.mx/inecc/acciones-y-programas/inventario-nacional-de-emisiones-de-gases-y-compuestos-de-efecto-invernadero,Inventario oficial UNFCCC/Paris de México (INEGyCEI) con tablas descargables.,No es inventario municipal; requiere downscaling o datos locales para ciudades.,High,Primary official
Aviation,MEX-010,MEX-010-II.4,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas",SICT / Agencia Federal de Aviación Civil / autoridades portuarias,Activity,"Movimientos aéreos, carga ferroviaria y actividad portuaria",II.4,México,Aeropuerto / puerto / red,facility_or_asset,Series mensuales/anuales,Mensual / anual,Tablas / anuarios,Open,Como se indique,No,https://www.gob.mx/sct,https://www.gob.mx/afac,"Actividad oficial de aviación, ferrocarril y puertos para II.2–II.4.",Fuel uplift/bunker abiertos por ciudad limitados.,High,Primary official
Aviation,MEX-020,MEX-020-II.4,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,II.4,Global incluyendo México,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INEGyCEI/ZMVM.,Preferir fuentes oficiales mexicanas cuando existan.,High,International modeled
Aviation,MEX-021,MEX-021-II.4,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,II.4,Global incluyendo México,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INEGyCEI/RENE.,No oficial; calibrar con INEGyCEI/CNH/CENACE.,Medium,International modeled
