indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Households in hazard-prone areas,ETH-A002,ETH-A002-CCRA-017,Ethiopia COD-AB — subnational administrative boundaries (ADM0–3),OCHA / HDX (source: Ethiopian authorities / CSA lineage),Boundary,Admin boundaries for city AOI clipping and woreda aggregation,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Ethiopia,ADM1–3 (woreda),city_or_municipality,n/a,COD maintained versions,As COD updates,SHP / GeoJSON,Open,CC BY (HDX typical),Yes (HDX),https://data.humdata.org/dataset/cod-ab-eth,https://data.humdata.org/group/eth,Common Operational Dataset admin boundaries used for humanitarian and risk analysis in Ethiopia.,Woreda splits/renames frequent; always match population COD vintage to boundary vintage.,High,Secondary official
Households in hazard-prone areas,ETH-A005,ETH-A005-CCRA-017,"WorldPop constrained population & age-sex (ETH, ~100 m)",WorldPop / University of Southampton (via HDX),Exposure,Gridded population density and age structures,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Ethiopia,~100 m raster,modeled_grid,present;2030,2015–2030 grids (R2025A family),Product releases,GeoTIFF,Open,CC BY 4.0 typical,Yes,https://data.humdata.org/group/eth,https://hub.worldpop.org/,Dasymetric population grids for city AOI density and sensitive-age vulnerability.,Modeled; validate against COD-PS woreda totals.,High,International modeled
Households in hazard-prone areas,ETH-A007,ETH-A007-CCRA-017,"Ethiopia — Risk Assessment Indicators (HeiGIT GAIA / HDX, ADM2)",HeiGIT (via HDX),Hybrid,"ADM2 demographics, vulnerability, facilities, flood exposure",CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Ethiopia,Admin level 2,state_or_province,present,GAIA pipeline build,Publisher refresh,CSV,Open,See HDX,Yes (HDX),https://data.humdata.org/dataset/ethiopia---risk-assessment-indicators,https://data.humdata.org/dataset/ethiopia---risk-assessment-indicators,Pre-aggregated risk indicators including flood exposure at 30 cm depth for multiple return periods.,"Zone-level screening, not intra-city hotspots.",Medium,Research/NGO
Households in hazard-prone areas,ETH-A008,ETH-A008-CCRA-017,CLIMADA / Floodbase historical flood footprint grids (Ethiopia),ETH Zurich Climada / Floodbase (via HDX),Hazard,Historical flood extent footprints as Flood Threat proxy,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Ethiopia,~200 m flood footprint grids,modeled_grid,present,Events ~2000–2018,Dataset vintage,CSV/gridded extract,Open,See HDX,Yes (HDX),https://data.humdata.org/dataset/climada-flood-dataset,https://data.humdata.org/dataset/climada-flood-dataset,"Country flood hazard footprints from historical satellite-mapped events (Floodbase), packaged for DRA.",Historical footprint ≠ probabilistic return-period depth; incomplete event catalog.,Medium,Research/NGO
Households in hazard-prone areas,ETH-A009,ETH-A009-CCRA-017,JRC Global River Flood Hazard Maps v2.1,European Commission JRC,Hazard,Modeled river flood hazard depths / return periods,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Global (incl. Ethiopia),Raster return-period maps,modeled_grid,present,Model v2.1,Product versions,GeoTIFF,Open,See JRC/CDS,Yes,https://data.jrc.ec.europa.eu/,https://data.jrc.ec.europa.eu/collection/id-0054,Global fluvial flood hazard (OEF catalog jrc_gloflor_v2) — key input to OEF flood_hazard.,Fluvial focus; urban pluvial / flash floods in highlands may need local models.,High,International modeled
Households in hazard-prone areas,ETH-A026,ETH-A026-CCRA-017,"OpenStreetMap — roads, rail, health facilities, buildings",OpenStreetMap contributors,Exposure,Road/rail density; health POIs; buildings for hazard-prone households,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Ethiopia,Vector features,facility_or_asset,present,Continuous,Continuous,PBF / GeoJSON,Open,ODbL,Yes,https://download.geofabrik.de/africa/ethiopia.html,https://wiki.openstreetmap.org/wiki/Ethiopia,Primary open infrastructure layer; Ethio-Djibouti rail/corridor and dry-port nodes can proxy logistics exposure (no seaport).,Health POI completeness uneven vs MoH master list. Port infrastructures indicator: landlocked — use dry ports/logistics nodes as partial proxy only.,Medium,Research/NGO
Households in hazard-prone areas,ETH-A030,ETH-A030-CCRA-017,Microsoft Building Footprints / Google Open Buildings (ETH),Microsoft / Google,Exposure,Building footprints ∩ hazard for households in hazard-prone areas,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Ethiopia (model coverage),Building polygons,facility_or_asset,present,Model vintage,Product versions,GeoJSON / Parquet,Open,ODbL/CDLA product-dependent,Yes,https://github.com/microsoft/GlobalMLBuildingFootprints,https://sites.research.google/open-buildings/,ML building footprints for physical exposure overlays.,Not official cadastre.,Medium,International modeled
Households in hazard-prone areas,ETH-A033,ETH-A033-CCRA-017,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City-AOI flood hazard screening index (0–1),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Pipeline-ready for Ethiopian cities (Addis Ababa, Dire Dawa, Hawassa, Bahir Dar, Mekelle, Adama, …). Published examples: POA/MN.",~250 m city grid,modeled_grid,present,Static ensemble of global fluvial inputs,Per city run,COG + XYZ tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard: JRC GLOFLO + GFD + Aqueduct + GFPLAIN ensemble. Not yet published for ETH cities.,Requires site YAML + boundary. Screening only.,High,OEF derived screening
Households in hazard-prone areas,ETH-A036,ETH-A036-CCRA-017,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) flood risk composite,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready for ETH cities,~250 m,modeled_grid,present,Static composite,Per city run,COG + tiles + zonal vector,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk screening. ETH E/V via WorldPop/COD-PS/DHS analogues.,Local E/V adaptation required.,High,OEF derived screening
Households in hazard-prone areas,ETH-A038,ETH-A038-CCRA-017,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,R=(H×E×V)^(1/3) landslide risk composite,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready for ETH cities,~90 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Non-zero mainly on slopes ≥15° with populated E.,High,OEF derived screening
Households in hazard-prone areas,ETH-A039,ETH-A039-CCRA-017,OEF shared city Exposure score (population density screening),Open Earth Foundation (CCRA E layer),Exposure,Shared people-exposure score across flood/heat/landslide risk,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,City AOI (ETH → WorldPop/GHSL/COD-PS),City grid / burned polygons,modeled_grid,present,Aligned to pop source,Per city run,COG / GPKG,Internal when published,CC BY 4.0 (product),When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared exposure_score feeding all hazard risk composites.,Choose ETH E source explicitly (WorldPop vs COD-PS dasymetric).,High,OEF derived screening
Inadequate Sanitation,ETH-A001,ETH-A001-CCRA-018,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),Ethiopian Statistical Service (ESS; formerly CSA),Hybrid,"Population counts, age/sex structure, housing & basic services proxies for E/V",CCRA-018,Public Health,Diseases,Vulnerability,Ethiopia,Woreda / town (ADM3) for COD-PS projections; census microgeography varies,city_or_municipality,present,2007 census + CSA/ESS projections (e.g. 2021/2022 COD-PS),Projection & survey releases,Tables / CSV (HDX); IMIS interactive,Open (aggregates); microdata restricted,See ESS/HDX,Partial (IMIS/StatBank),https://data.humdata.org/dataset/cod-ps-eth,http://imisethiopia.gov.et/,Official population statistics and projections; HDX COD-PS provides ADM0–3 sex/age disaggregated 2022 estimates based on CSA projections.,Last full census 2007; finer kebele/city-block extracts uneven. Urban service indicators often from surveys (DHS/HCES) not census grids.,High,Primary official
Inadequate Sanitation,ETH-A003,ETH-A003-CCRA-018,"DHS Ethiopia — water, sanitation, health & nutrition indicators",The DHS Program / ESS,Vulnerability,"Water access, sanitation, health service / malnutrition proxies",CCRA-018,Public Health,Diseases,Vulnerability,Ethiopia (survey-representative domains),Region / survey cluster (GPS displaced),state_or_province,present,DHS rounds (2000–2016+) + mini-DHS,Survey rounds,CSV / API aggregates; restricted microdata,Open aggregates (HDX/API); microdata registration,DHS terms,Yes (DHS API),https://data.humdata.org/dataset/dhs-data-for-ethiopia,https://dhsprogram.com/countries/Country-Main.cfm?ctry_id=65,"Standard DHS indicators for WASH, health, and nutrition; useful V/E proxies where census service fields are thin.","Not city-block continuous surfaces; cluster GPS displaced. Disease cases are survey prevalence, not surveillance case counts — weak for CCRA-007.",High,Secondary official
Inadequate water access,ETH-A001,ETH-A001-CCRA-019,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),Ethiopian Statistical Service (ESS; formerly CSA),Hybrid,"Population counts, age/sex structure, housing & basic services proxies for E/V",CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Ethiopia,Woreda / town (ADM3) for COD-PS projections; census microgeography varies,city_or_municipality,present,2007 census + CSA/ESS projections (e.g. 2021/2022 COD-PS),Projection & survey releases,Tables / CSV (HDX); IMIS interactive,Open (aggregates); microdata restricted,See ESS/HDX,Partial (IMIS/StatBank),https://data.humdata.org/dataset/cod-ps-eth,http://imisethiopia.gov.et/,Official population statistics and projections; HDX COD-PS provides ADM0–3 sex/age disaggregated 2022 estimates based on CSA projections.,Last full census 2007; finer kebele/city-block extracts uneven. Urban service indicators often from surveys (DHS/HCES) not census grids.,High,Primary official
Inadequate water access,ETH-A003,ETH-A003-CCRA-019,"DHS Ethiopia — water, sanitation, health & nutrition indicators",The DHS Program / ESS,Vulnerability,"Water access, sanitation, health service / malnutrition proxies",CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Ethiopia (survey-representative domains),Region / survey cluster (GPS displaced),state_or_province,present,DHS rounds (2000–2016+) + mini-DHS,Survey rounds,CSV / API aggregates; restricted microdata,Open aggregates (HDX/API); microdata registration,DHS terms,Yes (DHS API),https://data.humdata.org/dataset/dhs-data-for-ethiopia,https://dhsprogram.com/countries/Country-Main.cfm?ctry_id=65,"Standard DHS indicators for WASH, health, and nutrition; useful V/E proxies where census service fields are thin.","Not city-block continuous surfaces; cluster GPS displaced. Disease cases are survey prevalence, not surveillance case counts — weak for CCRA-007.",High,Secondary official
Inadequate water access,ETH-A031,ETH-A031-CCRA-019,WRI Aqueduct Water Risk / water security composites,World Resources Institute,Vulnerability,Water security / water risk proxy,CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Global (incl. Ethiopia),Basin / sub-basin,modeled_grid,present;2030;2050,Aqueduct versions,Product versions,SHP / tools,Open,See WRI,Yes,https://www.wri.org/aqueduct,https://www.wri.org/aqueduct,Global water-risk proxy when no national open water-security index exists.,Not Ethiopia’s official water-security index.,Medium,International modeled
Income,ETH-A004,ETH-A004-CCRA-020,"HCES / LSMS-ISA Ethiopia — poverty, consumption, energy access",ESS / World Bank LSMS,Vulnerability,"Income/poverty, consumption, energy poverty proxies",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,Ethiopia,Survey strata (region/urban-rural); SAE poverty sometimes woreda,state_or_province,present,HCES / LSMS rounds,Survey rounds,Microdata (restricted) + published tables,Restricted microdata; open reports/tables,See World Bank/ESS,No,https://microdata.worldbank.org/,https://www.statsethiopia.gov.et/,Household consumption/expenditure and living-standards surveys underpinning poverty and energy-access vulnerability.,Direct open woreda poverty GIS not always published; small-area estimates exist in research/PSIA lineages.,High,Primary official
Income,ETH-A040,ETH-A040-CCRA-020,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation (CCRA V layer),Vulnerability,Shared vulnerability score for risk screening,CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,City AOI (ETH → WorldPop age + DHS/HCES poverty proxies),Neighborhood/woreda polygons burned to hazard grid,neighborhood_or_small_area,present,Aligned to socioecon source,Per city run,COG / GPKG,Internal when published,CC BY 4.0 (product),When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared vulnerability score; for ETH map to age + poverty/WASH proxies.,Composition is site-specific.,High,OEF derived screening
Industrial GDP share,ETH-A025,ETH-A025-CCRA-021,"National Accounts / MoF — sectoral GDP (agriculture, industry)",Ministry of Finance / ESS National Accounts,Vulnerability,Agricultural and industrial GDP share,CCRA-021,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Vulnerability,Ethiopia,National (sometimes regional),national,present,Annual accounts,Annual,PDF/tables,Open reports,Not identified,No,https://www.statsethiopia.gov.et/,https://www.mofed.gov.et/,Official sectoral GDP shares for economic dependence indicators.,Needs downscaling for city CCRA.,High,Primary official
Landslide Susceptibility,ETH-A015,ETH-A015-CCRA-022,NASA LHASA / global rainfall-triggered landslide hazard,NASA GSFC,Hazard,Landslide threat/susceptibility proxy,CCRA-022,Infrastructures,Landslides,Vulnerability,Global (incl. Ethiopia),~1 km,modeled_grid,present,Model product,Model versions,GeoTIFF / viewer,Open,See NASA,Yes,https://gpm.nasa.gov/landslides/,https://gpm.nasa.gov/landslides/,Global landslide hazard nowcasting/susceptibility — useful national gap-fill alongside OEF landslide_hazard.,National academic susceptibility maps exist but open bulk GIS uneven; GSE inventories not fully open.,Medium,International modeled
Landslide Susceptibility,ETH-A016,ETH-A016-CCRA-022,National / regional landslide susceptibility studies (Ethiopia),Geological Survey of Ethiopia / academic consortia,Hazard,National-scale and highland regional landslide susceptibility mapping,CCRA-022,Infrastructures,Landslides,Vulnerability,Ethiopia (national MCDA studies) + highland regional maps,Study-specific rasters (often 30 m drivers),other_or_mixed,present,Study vintages (2021–2026 literature),Ad hoc publications,Paper figures; GIS sometimes on request,Partially open (papers); GIS download inconsistent,Varies,No,https://doi.org/10.1007/s43621-026-03451-y,https://doi.org/10.5772/intechopen.101023,Peer-reviewed national and regional landslide susceptibility products (AHP/FR/MCDA) supporting DRR early warning.,Not a single maintained open national COG portal; reproducibility depends on author data sharing.,Medium,Research/NGO
Landslide Susceptibility,ETH-A017,ETH-A017-CCRA-022,Copernicus DEM GLO-30 (+ slope/HAND derivatives),ESA / Copernicus,Hazard,Elevation/slope/HAND inputs for landslide & flood mechanisms,CCRA-022,Infrastructures,Landslides,Vulnerability,Global (incl. Ethiopia),30 m,modeled_grid,n/a,DEM mosaic,Product versions,GeoTIFF COG,Open,Copernicus,Yes,https://spacedata.copernicus.eu/,https://spacedata.copernicus.eu/,DEM foundation for OEF landslide_hazard and flood mechanism layers.,Terrain driver only.,High,International modeled
Landslide Susceptibility,ETH-A035,ETH-A035-CCRA-022,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility screening (0–1),CCRA-022,Infrastructures,Landslides,Vulnerability,Pipeline-ready for highland ETH cities; published POA/MN.,~90 m,modeled_grid,present,Static terrain + CHIRPS R90p + NDVI window,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard ensemble — particularly relevant for Ethiopian highlands.,Validate against national/regional susceptibility studies where GIS available.,High,OEF derived screening
Landslide Susceptibility,ETH-A038,ETH-A038-CCRA-022,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,R=(H×E×V)^(1/3) landslide risk composite,CCRA-022,Infrastructures,Landslides,Vulnerability,Pipeline-ready for ETH cities,~90 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Non-zero mainly on slopes ≥15° with populated E.,High,OEF derived screening
Landslide Threat Index,ETH-A011,ETH-A011-CCRA-023,"CHIRPS extreme precipitation (Rx5day, R90p…) + drought monitoring",UCSB Climate Hazards Center / CHIRPS,Hazard,"Rx5day, CDD drivers, total precip; widely used for Ethiopia drought/flood early warning",CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Global land (incl. Ethiopia),~0.05°,modeled_grid,present,1981–present,Near real-time,GeoTIFF / NetCDF,Open,Open,Yes,https://www.chc.ucsb.edu/data/chirps,https://www.chc.ucsb.edu/data/chirps,Satellite-station blended precip foundational for Ethiopia FEWS NET / NMA workflows and OEF FRI/landslide precip inputs.,Mountain bias; not NMA station truth.,High,International modeled
Landslide Threat Index,ETH-A015,ETH-A015-CCRA-023,NASA LHASA / global rainfall-triggered landslide hazard,NASA GSFC,Hazard,Landslide threat/susceptibility proxy,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Global (incl. Ethiopia),~1 km,modeled_grid,present,Model product,Model versions,GeoTIFF / viewer,Open,See NASA,Yes,https://gpm.nasa.gov/landslides/,https://gpm.nasa.gov/landslides/,Global landslide hazard nowcasting/susceptibility — useful national gap-fill alongside OEF landslide_hazard.,National academic susceptibility maps exist but open bulk GIS uneven; GSE inventories not fully open.,Medium,International modeled
Landslide Threat Index,ETH-A016,ETH-A016-CCRA-023,National / regional landslide susceptibility studies (Ethiopia),Geological Survey of Ethiopia / academic consortia,Hazard,National-scale and highland regional landslide susceptibility mapping,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Ethiopia (national MCDA studies) + highland regional maps,Study-specific rasters (often 30 m drivers),other_or_mixed,present,Study vintages (2021–2026 literature),Ad hoc publications,Paper figures; GIS sometimes on request,Partially open (papers); GIS download inconsistent,Varies,No,https://doi.org/10.1007/s43621-026-03451-y,https://doi.org/10.5772/intechopen.101023,Peer-reviewed national and regional landslide susceptibility products (AHP/FR/MCDA) supporting DRR early warning.,Not a single maintained open national COG portal; reproducibility depends on author data sharing.,Medium,Research/NGO
Landslide Threat Index,ETH-A017,ETH-A017-CCRA-023,Copernicus DEM GLO-30 (+ slope/HAND derivatives),ESA / Copernicus,Hazard,Elevation/slope/HAND inputs for landslide & flood mechanisms,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Global (incl. Ethiopia),30 m,modeled_grid,n/a,DEM mosaic,Product versions,GeoTIFF COG,Open,Copernicus,Yes,https://spacedata.copernicus.eu/,https://spacedata.copernicus.eu/,DEM foundation for OEF landslide_hazard and flood mechanism layers.,Terrain driver only.,High,International modeled
Landslide Threat Index,ETH-A035,ETH-A035-CCRA-023,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility screening (0–1),CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready for highland ETH cities; published POA/MN.,~90 m,modeled_grid,present,Static terrain + CHIRPS R90p + NDVI window,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard ensemble — particularly relevant for Ethiopian highlands.,Validate against national/regional susceptibility studies where GIS available.,High,OEF derived screening
Landslide Threat Index,ETH-A038,ETH-A038-CCRA-023,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,R=(H×E×V)^(1/3) landslide risk composite,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready for ETH cities,~90 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Non-zero mainly on slopes ≥15° with populated E.,High,OEF derived screening
Landslide Threat Index,ETH-A041,ETH-A041-CCRA-023,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (models/nbs_*_mechanism_type),Hazard,Dominant mechanism class per cell; drainage_constrained proxies stormwater gap,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready for ETH cities,~250 m / ~90 m,modeled_grid,present,Static classification,Per NbS screening run,Categorical COG + GeoJSON,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type rasters. Flood drainage_constrained remains proxy until municipal drainage GIS exists.,Screening classification only.,Medium,OEF derived screening
Maximum Consecutive Dry Days (CDD),ETH-A011,ETH-A011-CCRA-024,"CHIRPS extreme precipitation (Rx5day, R90p…) + drought monitoring",UCSB Climate Hazards Center / CHIRPS,Hazard,"Rx5day, CDD drivers, total precip; widely used for Ethiopia drought/flood early warning",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global land (incl. Ethiopia),~0.05°,modeled_grid,present,1981–present,Near real-time,GeoTIFF / NetCDF,Open,Open,Yes,https://www.chc.ucsb.edu/data/chirps,https://www.chc.ucsb.edu/data/chirps,Satellite-station blended precip foundational for Ethiopia FEWS NET / NMA workflows and OEF FRI/landslide precip inputs.,Mountain bias; not NMA station truth.,High,International modeled
Maximum Consecutive Dry Days (CDD),ETH-A012,ETH-A012-CCRA-024,SPEIbase / Global Drought Hazard (SPEI-6 extremes),CSIC SPEI / HDX Global Drought Hazard,Hazard,SPEI drought index and extreme-value drought hazard rasters,CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. Ethiopia),~0.5° (SPEIbase/HDX extremes),modeled_grid,present,1902–2018 extremes product; SPEIbase ongoing,Product releases,NetCDF / GeoTIFF,Open,See products,Yes,https://data.humdata.org/dataset/global-drought-hazard,https://spei.csic.es/,SPEI-based drought hazard including HDX Global Drought Hazard extreme-value layers; recomputable finer from CHIRPS/ERA5.,0.5° coarse for city AOI — prefer recomputed SPEI for city screens.,High,International modeled
Maximum Consecutive Dry Days (CDD),ETH-A013,ETH-A013-CCRA-024,NMA Ethiopia — meteorological station & climate bulletins,National Meteorology Agency (Ethiopia),Hazard,Official station precip/temp and drought monitoring products,CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Ethiopia (station network),Station points / national bulletins,facility_or_asset,present,Multi-decade (variable),Operational,Bulletins / request-based data,Restricted / partial public bulletins,Not identified,No public bulk,http://www.ethiomet.gov.et/,http://www.ethiomet.gov.et/,National meteorological authority for climate monitoring and early warning inputs.,Not a city-ready open national raster portal; critical for validation.,High,Primary official
Maximum Precipitation 5 days (Rx5day),ETH-A011,ETH-A011-CCRA-025,"CHIRPS extreme precipitation (Rx5day, R90p…) + drought monitoring",UCSB Climate Hazards Center / CHIRPS,Hazard,"Rx5day, CDD drivers, total precip; widely used for Ethiopia drought/flood early warning",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Global land (incl. Ethiopia),~0.05°,modeled_grid,present,1981–present,Near real-time,GeoTIFF / NetCDF,Open,Open,Yes,https://www.chc.ucsb.edu/data/chirps,https://www.chc.ucsb.edu/data/chirps,Satellite-station blended precip foundational for Ethiopia FEWS NET / NMA workflows and OEF FRI/landslide precip inputs.,Mountain bias; not NMA station truth.,High,International modeled
Maximum temperature,ETH-A013,ETH-A013-CCRA-026,NMA Ethiopia — meteorological station & climate bulletins,National Meteorology Agency (Ethiopia),Hazard,Official station precip/temp and drought monitoring products,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Ethiopia (station network),Station points / national bulletins,facility_or_asset,present,Multi-decade (variable),Operational,Bulletins / request-based data,Restricted / partial public bulletins,Not identified,No public bulk,http://www.ethiomet.gov.et/,http://www.ethiomet.gov.et/,National meteorological authority for climate monitoring and early warning inputs.,Not a city-ready open national raster portal; critical for validation.,High,Primary official
Maximum temperature,ETH-A014,ETH-A014-CCRA-026,"ERA5-Land extreme temperature / heatwave indices (TXx, HWM, …)",ECMWF / Copernicus (OEF transformations available),Hazard,Maximum temperature and heatwave magnitude proxies,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Global (incl. Ethiopia),~0.1°,modeled_grid,present;2030;2050,1950–present; OEF HWM futures,CDS,NetCDF / GeoTIFF,Open (CDS),Copernicus,Yes,https://cds.climate.copernicus.eu/,https://cds.climate.copernicus.eu/,Reanalysis heat indices used in OEF heat stacks; complementary to city LST heat_hazard.,Coarse vs urban LST; configure heat season for Ethiopian cities (typically MAM/JJAS context).,High,International modeled
Maximum temperature,ETH-A034,ETH-A034-CCRA-026,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),Hazard,City LST ensemble heat hazard (0–1),CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready for ETH cities; published POA/MN.,~250 m,modeled_grid,present,Multi-year LST season (configure for ETH),Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF heat_hazard from Landsat/MODIS LST percentiles.,Configure season for Ethiopian cities; LST ≠ air temperature.,High,OEF derived screening
Maximum temperature,ETH-A037,ETH-A037-CCRA-026,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,R=(H×E×V)^(1/3) heat risk composite,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready for ETH cities,~250 m,modeled_grid,present,Static composite,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk screening.,Season + local E/V configuration.,High,OEF derived screening
