indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Households in hazard-prone areas,GBR-A012,GBR-A012-CCRA-017,BGS GeoSure / landslide susceptibility & mass-movement datasets,British Geological Survey,Hazard,Landslide Threat / Susceptibility,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Great Britain (BGS); NI Geological Survey parallels,National GeoSure landslide layers,modeled_grid,present,Product vintages,Periodic,SHP / WMS (licence tiers),Partially open / licensed products,BGS terms (some open samples; full often licensed),Partial,https://www.bgs.ac.uk/datasets/geosure/,https://www.bgs.ac.uk/,Authoritative GB landslide susceptibility family (GeoSure) — preferred national landslide H.,Full commercial/licensed access for some layers; open subsets/viewers vary. OEF landslide_hazard as open ensemble complement.,High,Primary official
Households in hazard-prone areas,GBR-A021,GBR-A021-CCRA-017,"OS Open Roads / OpenMap / OSM — roads, rail, ports, buildings",Ordnance Survey / OSM,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,GB (+ NI OSM),Vector networks / buildings,facility_or_asset,present,OS OpenData releases; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,Open,OGL / ODbL,Yes,https://www.ordnancesurvey.co.uk/products/os-open-roads,https://download.geofabrik.de/europe/great-britain.html,Authoritative OS Open Roads plus OSM ports/buildings for exposure overlays with EA hazards.,OS Open Buildings products expanding; Microsoft footprints as complement.,High,Primary official
Households in hazard-prone areas,GBR-A025,GBR-A025-CCRA-017,Microsoft / OS Open Buildings footprints,Microsoft / Ordnance Survey,Exposure,Building footprints ∩ EA flood/landslide/coastal for households in hazard-prone areas,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,UK,Building polygons,facility_or_asset,present,Product vintages,Product versions,GeoJSON / GPKG,Open,ODbL / OGL,Yes,https://github.com/microsoft/GlobalMLBuildingFootprints,https://www.ordnancesurvey.co.uk/,Building footprints for physical exposure with EA NaFRA/NCERM masks.,Not Land Registry titles.,Medium,International modeled
Households in hazard-prone areas,GBR-A029,GBR-A029-CCRA-017,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Pipeline-ready for UK cities (London, Manchester, Birmingham, Glasgow, Cardiff, Belfast, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — cross-check only; EA RoFRS/RoFSW preferred as primary H.,Not a substitute for NaFRA/planning zones.,High,OEF derived screening
Households in hazard-prone areas,GBR-A032,GBR-A032-CCRA-017,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with ONS/IMD E/V; optional EA H,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging; UK can feed LSOA E/V and optionally EA hazard.,EA H adapter optional.,High,OEF derived screening
Households in hazard-prone areas,GBR-A034,GBR-A034-CCRA-017,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate.,High,OEF derived screening
Households in hazard-prone areas,GBR-A035,GBR-A035-CCRA-017,OEF shared city Exposure score (population density screening),Open Earth Foundation,Exposure,Shared E — ONS LSOA / WorldPop,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,City AOI,LSOA burned to H grid,neighborhood_or_small_area,present,Census-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared E — UK LSOA is natural grain (like ACS BG / StatCan DA).,Choose LSOA vs raster.,High,OEF derived screening
Inadequate Sanitation,GBR-A001,GBR-A001-CCRA-018,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",Office for National Statistics (ONS),Hybrid,"Population density, age distribution, housing/WASH proxies, household deprivation for E/V",CCRA-018,Public Health,Diseases,Vulnerability,England & Wales (Census 2021); Scotland/NI via NRS/NISRA parallels,LSOA / MSOA (OA available for some themes),neighborhood_or_small_area,present,2021 Census,Census cycle (10 years),CSV / Nomis / ONS API,Open,OGL / ONS terms,Yes,https://www.ons.gov.uk/census,https://www.ons.gov.uk/,"UK gold-standard neighbourhood E/V: age, housing (central heating/overcrowding), deprivation dimensions at LSOA — city CCRA ready.",Piped water nearly universal in urban UK; use housing deprivation carefully. Devolved stats for Scotland/NI.,High,Primary official
Inadequate water access,GBR-A001,GBR-A001-CCRA-019,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",Office for National Statistics (ONS),Hybrid,"Population density, age distribution, housing/WASH proxies, household deprivation for E/V",CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,England & Wales (Census 2021); Scotland/NI via NRS/NISRA parallels,LSOA / MSOA (OA available for some themes),neighborhood_or_small_area,present,2021 Census,Census cycle (10 years),CSV / Nomis / ONS API,Open,OGL / ONS terms,Yes,https://www.ons.gov.uk/census,https://www.ons.gov.uk/,"UK gold-standard neighbourhood E/V: age, housing (central heating/overcrowding), deprivation dimensions at LSOA — city CCRA ready.",Piped water nearly universal in urban UK; use housing deprivation carefully. Devolved stats for Scotland/NI.,High,Primary official
Inadequate water access,GBR-A026,GBR-A026-CCRA-019,WRI Aqueduct + water company / EA water resources plans,WRI / water companies / EA,Vulnerability,Water security index proxies,CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,UK,Basin / water resource zone,other_or_mixed,present;2030;2050,WRMP cycles + Aqueduct,Periodic,Reports / SHP,Partially open,Varies,Partial,https://www.wri.org/aqueduct,https://www.gov.uk/government/collections/water-resources-management-plans,Water-resource planning products plus Aqueduct; urban piped access nearly universal.,Water access indicator less discriminating in urban UK.,Medium,Secondary official
Income,GBR-A001,GBR-A001-CCRA-020,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",Office for National Statistics (ONS),Hybrid,"Population density, age distribution, housing/WASH proxies, household deprivation for E/V",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,England & Wales (Census 2021); Scotland/NI via NRS/NISRA parallels,LSOA / MSOA (OA available for some themes),neighborhood_or_small_area,present,2021 Census,Census cycle (10 years),CSV / Nomis / ONS API,Open,OGL / ONS terms,Yes,https://www.ons.gov.uk/census,https://www.ons.gov.uk/,"UK gold-standard neighbourhood E/V: age, housing (central heating/overcrowding), deprivation dimensions at LSOA — city CCRA ready.",Piped water nearly universal in urban UK; use housing deprivation carefully. Devolved stats for Scotland/NI.,High,Primary official
Income,GBR-A002,GBR-A002-CCRA-020,English Indices of Deprivation (IoD/IMD) + Welsh/Scottish/NI IMD,MHCLG / Welsh Government / Scottish Government / NISRA,Vulnerability,"Income and multi-domain deprivation (income, health, barriers to services, living environment)",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,UK (nation-specific IMD products),LSOA (E/W); Data Zones (Scotland); SOA (NI),neighborhood_or_small_area,present,IoD2025 (England) and prior nation releases,Periodic national updates,CSV,Open,OGL,No bulk,https://www.gov.uk/government/statistics/english-indices-of-deprivation-2025,https://data.geods.ac.uk/dataset/index-of-multiple-deprivation-imd,Canonical small-area income/deprivation for vulnerability — preferred income proxy for English LSOAs.,Nation methodologies differ; do not naively merge ranks across UK without harmonisation.,High,Primary official
Income,GBR-A036,GBR-A036-CCRA-020,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,Vulnerability,"Shared V — age, IMD income, housing deprivation, fuel poverty",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,City AOI,LSOA,neighborhood_or_small_area,present,Census/IMD-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared V from Census + IMD + fuel poverty — among the richest V stacks in this country set.,Composition site-specific; harmonise nation IMD if multi-nation UK.,High,OEF derived screening
Industrial GDP share,GBR-A020,GBR-A020-CCRA-021,ONS / OBR National Accounts — agriculture & industry GVA shares,Office for National Statistics,Vulnerability,Agricultural and industrial GDP/GVA share,CCRA-021,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Vulnerability,UK,National / regional (ITL),national,present,Annual/quarterly,Quarterly,Tables,Open,OGL,Yes,https://www.ons.gov.uk/,https://www.ons.gov.uk/,Official sectoral GVA for economic dependence.,Needs downscaling for city CCRA.,High,Primary official
Landslide Susceptibility,GBR-A012,GBR-A012-CCRA-022,BGS GeoSure / landslide susceptibility & mass-movement datasets,British Geological Survey,Hazard,Landslide Threat / Susceptibility,CCRA-022,Infrastructures,Landslides,Vulnerability,Great Britain (BGS); NI Geological Survey parallels,National GeoSure landslide layers,modeled_grid,present,Product vintages,Periodic,SHP / WMS (licence tiers),Partially open / licensed products,BGS terms (some open samples; full often licensed),Partial,https://www.bgs.ac.uk/datasets/geosure/,https://www.bgs.ac.uk/,Authoritative GB landslide susceptibility family (GeoSure) — preferred national landslide H.,Full commercial/licensed access for some layers; open subsets/viewers vary. OEF landslide_hazard as open ensemble complement.,High,Primary official
Landslide Susceptibility,GBR-A013,GBR-A013-CCRA-022,NASA LHASA + Copernicus DEM (landslide drivers / global hazard),NASA / ESA,Hazard,Global landslide hazard and DEM drivers,CCRA-022,Infrastructures,Landslides,Vulnerability,UK,~1 km / 30 m,modeled_grid,present,Model/DEM,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Open global complement where BGS licence blocks bulk use; also feeds OEF landslide_hazard.,Prefer BGS when licence allows.,Medium,International modeled
Landslide Susceptibility,GBR-A031,GBR-A031-CCRA-022,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility,CCRA-022,Infrastructures,Landslides,Vulnerability,Pipeline-ready (esp. hillside UK cities),~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard as open complement when BGS GeoSure licence limits bulk use.,Prefer BGS when available.,High,OEF derived screening
Landslide Susceptibility,GBR-A034,GBR-A034-CCRA-022,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-022,Infrastructures,Landslides,Vulnerability,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate.,High,OEF derived screening
Landslide Threat Index,GBR-A012,GBR-A012-CCRA-023,BGS GeoSure / landslide susceptibility & mass-movement datasets,British Geological Survey,Hazard,Landslide Threat / Susceptibility,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Great Britain (BGS); NI Geological Survey parallels,National GeoSure landslide layers,modeled_grid,present,Product vintages,Periodic,SHP / WMS (licence tiers),Partially open / licensed products,BGS terms (some open samples; full often licensed),Partial,https://www.bgs.ac.uk/datasets/geosure/,https://www.bgs.ac.uk/,Authoritative GB landslide susceptibility family (GeoSure) — preferred national landslide H.,Full commercial/licensed access for some layers; open subsets/viewers vary. OEF landslide_hazard as open ensemble complement.,High,Primary official
Landslide Threat Index,GBR-A013,GBR-A013-CCRA-023,NASA LHASA + Copernicus DEM (landslide drivers / global hazard),NASA / ESA,Hazard,Global landslide hazard and DEM drivers,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,UK,~1 km / 30 m,modeled_grid,present,Model/DEM,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Open global complement where BGS licence blocks bulk use; also feeds OEF landslide_hazard.,Prefer BGS when licence allows.,Medium,International modeled
Landslide Threat Index,GBR-A031,GBR-A031-CCRA-023,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready (esp. hillside UK cities),~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard as open complement when BGS GeoSure licence limits bulk use.,Prefer BGS when available.,High,OEF derived screening
Landslide Threat Index,GBR-A034,GBR-A034-CCRA-023,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate.,High,OEF derived screening
Landslide Threat Index,GBR-A037,GBR-A037-CCRA-023,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained relates to RoFSW but ≠ pipe coverage,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,"OEF mechanism-type layers. For stormwater asset coverage, still treat as proxy; RoFSW is better flood outcome layer.",Screening only.,Medium,OEF derived screening
Maximum Consecutive Dry Days (CDD),GBR-A010,GBR-A010-CCRA-024,UKCP18 / Met Office climate projections + UK Climate Projections user tools,Met Office / Defra,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,UK,Grid / probabilistic products,modeled_grid,present;2030;2050,UKCP18 scenarios through 21st century,Product family maintained,NetCDF / portal,Open,OGL / Met Office terms,Yes,https://www.metoffice.gov.uk/research/approach/collaboration/ukcp,https://ukclimateprojections.metoffice.gov.uk/,Official UK climate projections underpinning EA flood/coastal CC layers and city heat/drought screening.,SPEI/CDD often derived; HadUK-Grid for historical observations.,High,Primary official
Maximum Consecutive Dry Days (CDD),GBR-A011,GBR-A011-CCRA-024,HadUK-Grid / Met Office drought & extreme rainfall indices,Met Office,Hazard,Observational precip/temp grids; SPI/SPEI and RX extremes derivable,CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,UK,1 km / 25 km products,modeled_grid,present,Multi-decadal monthly/daily,Ongoing,NetCDF,Open,OGL,Yes,https://www.metoffice.gov.uk/climate/uk/data/ukcp18/haduk-grid,https://www.metoffice.gov.uk/,High-quality UK observational climate grids for present-day SPEI/CDD/Rx5day/max temp.,Compute SPEI from PET+precip if not pre-packaged.,High,Primary official
Maximum Consecutive Dry Days (CDD),GBR-A014,GBR-A014-CCRA-024,CHIRPS / ERA5-Land / OEF HWM & FRI inputs,UCSB / ECMWF / OEF,Hazard,"Rx5day, CDD, heatwave, FRI futures as ensemble gap-fills",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. UK),0.05°–0.1°,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Global extremes + OEF derivatives; secondary to UKCP18/HadUK-Grid/EA for UK citation.,Prefer Met Office/EA for official UK assessments.,High,International modeled
Maximum Precipitation 5 days (Rx5day),GBR-A010,GBR-A010-CCRA-025,UKCP18 / Met Office climate projections + UK Climate Projections user tools,Met Office / Defra,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,UK,Grid / probabilistic products,modeled_grid,present;2030;2050,UKCP18 scenarios through 21st century,Product family maintained,NetCDF / portal,Open,OGL / Met Office terms,Yes,https://www.metoffice.gov.uk/research/approach/collaboration/ukcp,https://ukclimateprojections.metoffice.gov.uk/,Official UK climate projections underpinning EA flood/coastal CC layers and city heat/drought screening.,SPEI/CDD often derived; HadUK-Grid for historical observations.,High,Primary official
Maximum Precipitation 5 days (Rx5day),GBR-A011,GBR-A011-CCRA-025,HadUK-Grid / Met Office drought & extreme rainfall indices,Met Office,Hazard,Observational precip/temp grids; SPI/SPEI and RX extremes derivable,CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,UK,1 km / 25 km products,modeled_grid,present,Multi-decadal monthly/daily,Ongoing,NetCDF,Open,OGL,Yes,https://www.metoffice.gov.uk/climate/uk/data/ukcp18/haduk-grid,https://www.metoffice.gov.uk/,High-quality UK observational climate grids for present-day SPEI/CDD/Rx5day/max temp.,Compute SPEI from PET+precip if not pre-packaged.,High,Primary official
Maximum Precipitation 5 days (Rx5day),GBR-A014,GBR-A014-CCRA-025,CHIRPS / ERA5-Land / OEF HWM & FRI inputs,UCSB / ECMWF / OEF,Hazard,"Rx5day, CDD, heatwave, FRI futures as ensemble gap-fills",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Global (incl. UK),0.05°–0.1°,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Global extremes + OEF derivatives; secondary to UKCP18/HadUK-Grid/EA for UK citation.,Prefer Met Office/EA for official UK assessments.,High,International modeled
Maximum temperature,GBR-A010,GBR-A010-CCRA-026,UKCP18 / Met Office climate projections + UK Climate Projections user tools,Met Office / Defra,Hazard,"Maximum temperature, precip, extremes; drought-relevant indices; futures",CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,UK,Grid / probabilistic products,modeled_grid,present;2030;2050,UKCP18 scenarios through 21st century,Product family maintained,NetCDF / portal,Open,OGL / Met Office terms,Yes,https://www.metoffice.gov.uk/research/approach/collaboration/ukcp,https://ukclimateprojections.metoffice.gov.uk/,Official UK climate projections underpinning EA flood/coastal CC layers and city heat/drought screening.,SPEI/CDD often derived; HadUK-Grid for historical observations.,High,Primary official
Maximum temperature,GBR-A011,GBR-A011-CCRA-026,HadUK-Grid / Met Office drought & extreme rainfall indices,Met Office,Hazard,Observational precip/temp grids; SPI/SPEI and RX extremes derivable,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,UK,1 km / 25 km products,modeled_grid,present,Multi-decadal monthly/daily,Ongoing,NetCDF,Open,OGL,Yes,https://www.metoffice.gov.uk/climate/uk/data/ukcp18/haduk-grid,https://www.metoffice.gov.uk/,High-quality UK observational climate grids for present-day SPEI/CDD/Rx5day/max temp.,Compute SPEI from PET+precip if not pre-packaged.,High,Primary official
Maximum temperature,GBR-A014,GBR-A014-CCRA-026,CHIRPS / ERA5-Land / OEF HWM & FRI inputs,UCSB / ECMWF / OEF,Hazard,"Rx5day, CDD, heatwave, FRI futures as ensemble gap-fills",CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Global (incl. UK),0.05°–0.1°,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Global extremes + OEF derivatives; secondary to UKCP18/HadUK-Grid/EA for UK citation.,Prefer Met Office/EA for official UK assessments.,High,International modeled
Maximum temperature,GBR-A030,GBR-A030-CCRA-026,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),Hazard,City LST heat hazard,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready for UK cities,~250 m,modeled_grid,present,Multi-year LST (configure JJA),Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF heat_hazard for urban heat islands beyond UKCP grid averages — high value for London/Birmingham/etc.,LST ≠ air temperature / heat-health alerts.,High,OEF derived screening
Maximum temperature,GBR-A033,GBR-A033-CCRA-026,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,Heat risk composite,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk with Census/IMD V.,Season config.,High,OEF derived screening
Maximum temperature,GBR-A037,GBR-A037-CCRA-026,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained relates to RoFSW but ≠ pipe coverage,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,"OEF mechanism-type layers. For stormwater asset coverage, still treat as proxy; RoFSW is better flood outcome layer.",Screening only.,Medium,OEF derived screening
Natural vegetation cover,GBR-A017,GBR-A017-CCRA-027,National Forest Inventory / Forest Research + Hansen GFC + Living England/Wales land cover,Forest Research / JNCC / UMD / EA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-027,Biodiversity; Hydrogeological Disasters,Droughts; Heatwaves; Landslides,Exposure; Vulnerability,UK,NFI / 10–25 m land cover,modeled_grid,present,NFI cycles + annual Hansen,Periodic/annual,GeoTIFF / GPKG,Open,OGL / CC BY,Yes,https://www.forestresearch.gov.uk/,https://www.data.gov.uk/,Official forest inventory plus EO land cover for vegetation/erosion context.,Combine NFI with Hansen for loss.,High,Primary official
Population density,GBR-A001,GBR-A001-CCRA-028,"ONS Census 2021 — population, age/sex, housing & deprivation dimensions (LSOA/MSOA)",Office for National Statistics (ONS),Hybrid,"Population density, age distribution, housing/WASH proxies, household deprivation for E/V",CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,England & Wales (Census 2021); Scotland/NI via NRS/NISRA parallels,LSOA / MSOA (OA available for some themes),neighborhood_or_small_area,present,2021 Census,Census cycle (10 years),CSV / Nomis / ONS API,Open,OGL / ONS terms,Yes,https://www.ons.gov.uk/census,https://www.ons.gov.uk/,"UK gold-standard neighbourhood E/V: age, housing (central heating/overcrowding), deprivation dimensions at LSOA — city CCRA ready.",Piped water nearly universal in urban UK; use housing deprivation carefully. Devolved stats for Scotland/NI.,High,Primary official
Population density,GBR-A003,GBR-A003-CCRA-028,ONS / OS Boundary-Line & Census geographies (OA/LSOA/MSOA/LAD),ONS / Ordnance Survey,Boundary,Official statistical and admin boundaries for city AOI and joins,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,UK,OA → LAD,neighborhood_or_small_area,n/a,2021 census geographies + updates,Periodic,SHP / GPKG,Open,OGL / OS OpenData,Yes,https://geoportal.statistics.gov.uk/,https://www.ordnancesurvey.co.uk/products/boundary-line,Standard UK geography stack for census/IMD joins and hazard overlays.,Keep geography vintage matched to attribute tables (2011 vs 2021 LSOA).,High,Primary official
Population density,GBR-A004,GBR-A004-CCRA-028,WorldPop / GHSL population grids (UK),WorldPop / JRC,Exposure,Alternate gridded population,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,UK,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer ONS LSOA for official counts.,Modeled vs census.,High,International modeled
Population density,GBR-A032,GBR-A032-CCRA-028,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with ONS/IMD E/V; optional EA H,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging; UK can feed LSOA E/V and optionally EA hazard.,EA H adapter optional.,High,OEF derived screening
