indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Households in hazard-prone areas,AUS-A021,AUS-A021-CCRA-017,"Geoscape / OSM / PSMA — roads, rail, ports, buildings; Microsoft footprints",Geoscape / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Australia,Vector networks / building polygons,facility_or_asset,present,Product vintages; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,OSM open; Geoscape often licensed,ODbL / Geoscape commercial,Partial,https://download.geofabrik.de/australia-oceania/australia.html,https://geoscape.com.au/,OSM/open networks for road/rail/port exposure; Geoscape where licensed; Microsoft footprints as free buildings.,Geoscape Cadastre/Buildings often commercial — use OSM/Microsoft for open CCRA.,High,Secondary official
Households in hazard-prone areas,AUS-A029,AUS-A029-CCRA-017,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),Hazard,City flood hazard ensemble (0–1),CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,"Pipeline-ready for Australian cities (Sydney, Melbourne, Brisbane, Perth, Adelaide, Canberra, …)",~250 m,modeled_grid,present,Static ensemble,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood_hazard — calibrate vs AFRIP/state flood maps; fills gaps where studies missing.,Not a substitute for regulatory flood studies.,High,OEF derived screening
Households in hazard-prone areas,AUS-A032,AUS-A032-CCRA-017,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with ABS SA1/SEIFA E/V; optional state flood H,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging; AUS can feed SA1 E/V and optionally AFRIP/state hazard.,State H adapter optional.,High,OEF derived screening
Households in hazard-prone areas,AUS-A034,AUS-A034-CCRA-017,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate.,High,OEF derived screening
Households in hazard-prone areas,AUS-A035,AUS-A035-CCRA-017,OEF shared city Exposure score (population density screening),Open Earth Foundation,Exposure,Shared E — ABS SA1 / WorldPop,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,City AOI,SA1 burned to H grid,neighborhood_or_small_area,present,Census-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared E — ABS SA1 is natural grain (like ACS BG / StatCan DA / ONS LSOA).,Choose SA1 vs raster.,High,OEF derived screening
Inadequate Sanitation,AUS-A001,AUS-A001-CCRA-018,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),Hybrid,"Population density, age distribution, income, housing/WASH proxies for E/V",CCRA-018,Public Health,Diseases,Vulnerability,Australia,SA1 (~200–800 people) / SA2; Mesh Block for some counts,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / TableBuilder / DataPacks / API,Open,Creative Commons Attribution 4.0 (ABS),Yes (ABS.Stat / Data API),https://www.abs.gov.au/census,https://www.abs.gov.au/statistics/people/population,"National gold-standard E/V backbone at SA1: age, income, tenure, dwelling type — city CCRA ready (closest ACS/LSOA analogue).",Urban piped water/sanitation near-universal — use carefully for WASH; remote/Indigenous gaps remain.,High,Primary official
Inadequate water access,AUS-A001,AUS-A001-CCRA-019,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),Hybrid,"Population density, age distribution, income, housing/WASH proxies for E/V",CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Australia,SA1 (~200–800 people) / SA2; Mesh Block for some counts,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / TableBuilder / DataPacks / API,Open,Creative Commons Attribution 4.0 (ABS),Yes (ABS.Stat / Data API),https://www.abs.gov.au/census,https://www.abs.gov.au/statistics/people/population,"National gold-standard E/V backbone at SA1: age, income, tenure, dwelling type — city CCRA ready (closest ACS/LSOA analogue).",Urban piped water/sanitation near-universal — use carefully for WASH; remote/Indigenous gaps remain.,High,Primary official
Inadequate water access,AUS-A024,AUS-A024-CCRA-019,BOM National Performance Report (urban water) + National Water Account + Water Market Information,Bureau of Meteorology / ABARES,Vulnerability,Water security / urban water performance; drought context,CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Australia (major utilities / water regions),Utility / water region,city_or_municipality,present,Annual NPR / NWA,Annual,Tables / reports / spatial NWA,Open,BOM/ABARES terms,Partial,http://www.bom.gov.au/water/npr/,http://www.bom.gov.au/water/nwa/,Urban water utility performance and national water accounts — primary Water security index inputs.,Utility-level not SA1; combine with Census water access for neighbourhood V.,High,Primary official
Income,AUS-A001,AUS-A001-CCRA-020,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),Hybrid,"Population density, age distribution, income, housing/WASH proxies for E/V",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,Australia,SA1 (~200–800 people) / SA2; Mesh Block for some counts,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / TableBuilder / DataPacks / API,Open,Creative Commons Attribution 4.0 (ABS),Yes (ABS.Stat / Data API),https://www.abs.gov.au/census,https://www.abs.gov.au/statistics/people/population,"National gold-standard E/V backbone at SA1: age, income, tenure, dwelling type — city CCRA ready (closest ACS/LSOA analogue).",Urban piped water/sanitation near-universal — use carefully for WASH; remote/Indigenous gaps remain.,High,Primary official
Income,AUS-A002,AUS-A002-CCRA-020,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,Australian Bureau of Statistics,Vulnerability,Income and multi-domain socio-economic disadvantage for V,CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,Australia,SA1 (also SA2/LGA/SAL/POA aggregates),neighborhood_or_small_area,present,2021 (from Census),Census cycle,CSV / ArcGIS FeatureServer,Open,CC BY 4.0 (ABS),Yes (web services),https://www.abs.gov.au/statistics/people/people-and-communities/socio-economic-indexes-areas-seifa-australia/latest-release,https://www.abs.gov.au/methodologies/socio-economic-indexes-areas-seifa-australia-methodology/2021,Canonical small-area disadvantage indexes — preferred Income/V proxy at SA1 (IMD analogue).,Relative ranks; IRSD ≠ absolute poverty. Prefer Census income fields for some compositions.,High,Primary official
Income,AUS-A036,AUS-A036-CCRA-020,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,Vulnerability,"Shared V — age, SEIFA/IRSD, housing from Census",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,City AOI,SA1,neighborhood_or_small_area,present,Census/SEIFA-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared V from ABS Census + SEIFA — strong V stack for AUS cities.,Composition site-specific; energy poverty constructed not official fuel poverty.,High,OEF derived screening
Industrial GDP share,AUS-A020,AUS-A020-CCRA-021,ABS National Accounts / state GVA by industry (agriculture & industry shares),Australian Bureau of Statistics,Vulnerability,Agricultural and industrial GDP/GVA shares,CCRA-021,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Vulnerability,Australia,National / state/territory,national,present,Annual/quarterly,Quarterly,Tables / ABS.Stat,Open,CC BY 4.0,Yes,https://www.abs.gov.au/statistics/economy/national-accounts,https://www.abs.gov.au/,Official sectoral GVA for economic dependence indicators.,Needs downscaling for city CCRA.,High,Primary official
Landslide Susceptibility,AUS-A010,AUS-A010-CCRA-022,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,Hazard,Global landslide hazard and terrain drivers for OEF landslide_hazard,CCRA-022,Infrastructures,Landslides,Vulnerability,Australia,~1 km LHASA; 30 m DEM,modeled_grid,present,Model/DEM vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Drivers and global landslide hazard complementary to GA/state landslide inventories.,Prefer local inventories where they exist (esp. coastal escarpments / alpine).,Medium,International modeled
Landslide Susceptibility,AUS-A015,AUS-A015-CCRA-022,GA National Landslide Database / state landslide susceptibility inventories + DEM drivers,Geoscience Australia / state geological surveys,Hazard,Landslide Threat / Susceptibility,CCRA-022,Infrastructures,Landslides,Vulnerability,Australia (inventory density uneven),Point inventories + susceptibility rasters where published,other_or_mixed,present,Inventory vintages,Periodic,SHP / GPKG / WMS,Partially open,GA / state terms,Partial,https://www.ga.gov.au/,https://www.ga.gov.au/scientific-topics/community-safety,National landslide occurrence database and state susceptibility products — preferred national landslide H where available.,Not seamless nationwide susceptibility; OEF landslide_hazard as open city ensemble complement.,Medium,Primary official
Landslide Susceptibility,AUS-A031,AUS-A031-CCRA-022,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility,CCRA-022,Infrastructures,Landslides,Vulnerability,Pipeline-ready (esp. escarpment/coastal/alpine fringe cities),~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard as open complement when national susceptibility is incomplete.,Prefer GA/state inventories when available.,High,OEF derived screening
Landslide Susceptibility,AUS-A034,AUS-A034-CCRA-022,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-022,Infrastructures,Landslides,Vulnerability,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate.,High,OEF derived screening
Landslide Threat Index,AUS-A010,AUS-A010-CCRA-023,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,Hazard,Global landslide hazard and terrain drivers for OEF landslide_hazard,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Australia,~1 km LHASA; 30 m DEM,modeled_grid,present,Model/DEM vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Drivers and global landslide hazard complementary to GA/state landslide inventories.,Prefer local inventories where they exist (esp. coastal escarpments / alpine).,Medium,International modeled
Landslide Threat Index,AUS-A015,AUS-A015-CCRA-023,GA National Landslide Database / state landslide susceptibility inventories + DEM drivers,Geoscience Australia / state geological surveys,Hazard,Landslide Threat / Susceptibility,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Australia (inventory density uneven),Point inventories + susceptibility rasters where published,other_or_mixed,present,Inventory vintages,Periodic,SHP / GPKG / WMS,Partially open,GA / state terms,Partial,https://www.ga.gov.au/,https://www.ga.gov.au/scientific-topics/community-safety,National landslide occurrence database and state susceptibility products — preferred national landslide H where available.,Not seamless nationwide susceptibility; OEF landslide_hazard as open city ensemble complement.,Medium,Primary official
Landslide Threat Index,AUS-A031,AUS-A031-CCRA-023,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready (esp. escarpment/coastal/alpine fringe cities),~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard as open complement when national susceptibility is incomplete.,Prefer GA/state inventories when available.,High,OEF derived screening
Landslide Threat Index,AUS-A034,AUS-A034-CCRA-023,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate.,High,OEF derived screening
Landslide Threat Index,AUS-A037,AUS-A037-CCRA-023,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal drainage GIS opens.,Screening only; not pipe-network coverage.,Medium,OEF derived screening
Maximum Consecutive Dry Days (CDD),AUS-A011,AUS-A011-CCRA-024,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,Hazard,"Official Australian climate futures: extremes, temperature, precipitation, drought/SLR context",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Australia,Projection grids / cluster products,modeled_grid,present;2030;2050,Baseline + mid/late century pathways,NCRA / CCiA releases,NetCDF / portals / maps,Open,CSIRO/BoM terms,Partial,https://www.climatechangeinaustralia.gov.au/,https://www.dcceew.gov.au/,Authoritative Australian climate projection stack for 2030/2050 hazard horizons — prefer over CHIRPS alone for AUS citation.,Grid scale coarser than city LST; pair with OEF heat_hazard for urban UHI.,High,Primary official
Maximum Consecutive Dry Days (CDD),AUS-A012,AUS-A012-CCRA-024,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,Hazard,"Observed precip/temp extremes, humidity, drought indices (CDD, Rx5day, SPEI, total precip)",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Australia,~0.05° climate grids / station network,modeled_grid,present,Multi-decadal observational,Near real-time / monthly,NetCDF / grids / BOM API,Open (registration for some),BOM copyright / CC terms,Yes,http://www.bom.gov.au/climate/,http://www.bom.gov.au/climate/averages/,National observational climate backbone for drought/flood extremes and humidity — city CCRA climatology.,Grid ≠ urban microclimate; use OEF LST for heat islands.,High,Primary official
Maximum Consecutive Dry Days (CDD),AUS-A013,AUS-A013-CCRA-024,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures as ensemble gap-fills",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. Australia),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer BOM/CCiA for Australian official climate citation.,High,International modeled
Maximum Precipitation 5 days (Rx5day),AUS-A011,AUS-A011-CCRA-025,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,Hazard,"Official Australian climate futures: extremes, temperature, precipitation, drought/SLR context",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Australia,Projection grids / cluster products,modeled_grid,present;2030;2050,Baseline + mid/late century pathways,NCRA / CCiA releases,NetCDF / portals / maps,Open,CSIRO/BoM terms,Partial,https://www.climatechangeinaustralia.gov.au/,https://www.dcceew.gov.au/,Authoritative Australian climate projection stack for 2030/2050 hazard horizons — prefer over CHIRPS alone for AUS citation.,Grid scale coarser than city LST; pair with OEF heat_hazard for urban UHI.,High,Primary official
Maximum Precipitation 5 days (Rx5day),AUS-A012,AUS-A012-CCRA-025,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,Hazard,"Observed precip/temp extremes, humidity, drought indices (CDD, Rx5day, SPEI, total precip)",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Australia,~0.05° climate grids / station network,modeled_grid,present,Multi-decadal observational,Near real-time / monthly,NetCDF / grids / BOM API,Open (registration for some),BOM copyright / CC terms,Yes,http://www.bom.gov.au/climate/,http://www.bom.gov.au/climate/averages/,National observational climate backbone for drought/flood extremes and humidity — city CCRA climatology.,Grid ≠ urban microclimate; use OEF LST for heat islands.,High,Primary official
Maximum Precipitation 5 days (Rx5day),AUS-A013,AUS-A013-CCRA-025,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,Hazard,"Rx5day, CDD, heatwave magnitude, FRI futures as ensemble gap-fills",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Global (incl. Australia),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global climate extremes and OEF heat/FRI derivatives as ensemble gap-fills.,Prefer BOM/CCiA for Australian official climate citation.,High,International modeled
Maximum temperature,AUS-A011,AUS-A011-CCRA-026,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,Hazard,"Official Australian climate futures: extremes, temperature, precipitation, drought/SLR context",CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Australia,Projection grids / cluster products,modeled_grid,present;2030;2050,Baseline + mid/late century pathways,NCRA / CCiA releases,NetCDF / portals / maps,Open,CSIRO/BoM terms,Partial,https://www.climatechangeinaustralia.gov.au/,https://www.dcceew.gov.au/,Authoritative Australian climate projection stack for 2030/2050 hazard horizons — prefer over CHIRPS alone for AUS citation.,Grid scale coarser than city LST; pair with OEF heat_hazard for urban UHI.,High,Primary official
Maximum temperature,AUS-A012,AUS-A012-CCRA-026,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,Hazard,"Observed precip/temp extremes, humidity, drought indices (CDD, Rx5day, SPEI, total precip)",CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Australia,~0.05° climate grids / station network,modeled_grid,present,Multi-decadal observational,Near real-time / monthly,NetCDF / grids / BOM API,Open (registration for some),BOM copyright / CC terms,Yes,http://www.bom.gov.au/climate/,http://www.bom.gov.au/climate/averages/,National observational climate backbone for drought/flood extremes and humidity — city CCRA climatology.,Grid ≠ urban microclimate; use OEF LST for heat islands.,High,Primary official
Maximum temperature,AUS-A030,AUS-A030-CCRA-026,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),Hazard,City LST heat hazard,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready for Australian cities,~250 m,modeled_grid,present,Multi-year LST (configure DJF),Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF heat_hazard for urban heat islands beyond BOM/CCiA grid averages — high value for Sydney/Melbourne/etc.,LST ≠ air temperature / heat-health alerts.,High,OEF derived screening
Maximum temperature,AUS-A033,AUS-A033-CCRA-026,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,Heat risk composite,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk with Census/SEIFA V.,Season config (DJF).,High,OEF derived screening
Maximum temperature,AUS-A037,AUS-A037-CCRA-026,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal drainage GIS opens.,Screening only; not pipe-network coverage.,Medium,OEF derived screening
Natural vegetation cover,AUS-A017,AUS-A017-CCRA-027,Australia's State of the Forests / National Forest Inventory + Hansen GFC + DEA land cover,DAFF / ABARES / UMD / DEA,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-027,Biodiversity; Hydrogeological Disasters,Droughts; Heatwaves; Landslides,Exposure; Vulnerability,Australia,NFI / 30 m EO,modeled_grid,present,SOFR cycles + annual Hansen,Periodic/annual,GeoTIFF / tables,Open,CC BY / OGL-style,Yes,https://www.agriculture.gov.au/abares/forestsaustralia,https://knowledge.dea.ga.gov.au/,Forest and natural vegetation products for biodiversity/erosion/landslide context.,Combine SOFR/NFI with Hansen for loss dynamics.,High,Primary official
Population density,AUS-A001,AUS-A001-CCRA-028,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),Hybrid,"Population density, age distribution, income, housing/WASH proxies for E/V",CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Australia,SA1 (~200–800 people) / SA2; Mesh Block for some counts,neighborhood_or_small_area,present,2021 Census (+ 2016 comparable),Census cycle (5 years),CSV / TableBuilder / DataPacks / API,Open,Creative Commons Attribution 4.0 (ABS),Yes (ABS.Stat / Data API),https://www.abs.gov.au/census,https://www.abs.gov.au/statistics/people/population,"National gold-standard E/V backbone at SA1: age, income, tenure, dwelling type — city CCRA ready (closest ACS/LSOA analogue).",Urban piped water/sanitation near-universal — use carefully for WASH; remote/Indigenous gaps remain.,High,Primary official
Population density,AUS-A004,AUS-A004-CCRA-028,WorldPop / GHSL population grids (Australia),WorldPop / JRC,Exposure,Alternate gridded population density,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Australia,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer ABS SA1 for official counts when intersecting hazards.,Modeled vs census; use for raster CCRA grids / OEF E.,High,International modeled
Population density,AUS-A032,AUS-A032-CCRA-028,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with ABS SA1/SEIFA E/V; optional state flood H,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging; AUS can feed SA1 E/V and optionally AFRIP/state hazard.,State H adapter optional.,High,OEF derived screening
Population density,AUS-A033,AUS-A033-CCRA-028,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,Heat risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk with Census/SEIFA V.,Season config (DJF).,High,OEF derived screening
Population density,AUS-A034,AUS-A034-CCRA-028,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening.,Slope gate.,High,OEF derived screening
