sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
"Agriculture, forestry & fishing energy",MAR-001,MAR-001-I.5,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",I.5,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
"Agriculture, forestry & fishing energy",MAR-002,MAR-002-I.5,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,Activity,Energy balance indicators (ktep); livestock counts; crop areas/production; cement sales; mineral production; water; selected transport indicators,I.5,Morocco (national),National,national,~2012–2022 (series in file; 2025 refresh available),Irregular / annual batches,XLSX,Open,ODbL (stated on portal resource),Unknown (CKAN API may exist),https://www.data.gov.ma/data/dataset/indicateurs-sectoriels-2012-2022,https://www.data.gov.ma/,"National open-data workbook of sectoral indicators including energy balance, livestock, crops, cement and other activity proxies.",Mostly national aggregates; metadata fields often incomplete on portal; city allocation requires additional proxies.,High,Primary official
"Agriculture, forestry & fishing energy",MAR-004,MAR-004-I.5,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),Activity,Primary/final energy consumption; petroleum products; LPG/butane; natural gas; coal; electricity import/production context; energy bill,I.5,Morocco (national),National; some product-level,national,~2007–2021 (publication series),Annual (when published),PDF,Open,Not identified,No,https://www.mem.gov.ma/Lists/Lst_rapports/Attachments/39/Chiffres%20cl%C3%A9s%20annuels%20de%20l%27%C3%A9nergie.pdf,https://mem.gov.ma/,Official annual energy key figures including fuel imports/consumption and natural gas use by major consumers.,PDF tables; not city-level; latest year depends on publication lag; limited customer-class detail.,High,Primary official
"Agriculture, forestry & fishing energy",MAR-011,MAR-011-I.5,État des lieux de la consommation énergétique — Région Fès-Meknès,Conseil de la Région Fès-Meknès,Hybrid,"Regional final energy consumption by sector (residential, transport, industry, tertiary, agriculture); supporting building/transport context",I.5,Région Fès-Meknès,Region (subnational),state_or_province,Around 2022 baseline in report,One-off / project-based,PDF,Open,Not identified,No,https://www.region-fes-meknes.ma/wp-content/uploads/2026/04/Etat-des-lieux-de-la-consommation-energetique-FM.pdf,https://www.region-fes-meknes.ma/,Regional energy consumption diagnostic compiling sectoral energy uses — useful subnational template though not city GPC inventory.,Not municipality-complete for all cities; methods may mix sources; not annual open series.,Medium,Subnational official
"Agriculture, forestry & fishing energy",MAR-028,MAR-028-I.5,"FAOSTAT (crops, livestock, fertilizers, land)",FAO,Activity,National crop production/area; livestock; fertilizer; land-use statistics,I.5,Morocco (national in FAOSTAT),National,modeled_grid,Long time series,Annual,CSV / API,Open,CC / FAO terms,Yes,https://www.fao.org/faostat/en/#data,https://www.fao.org/faostat/en/#home,International agricultural statistics for Morocco useful as activity defaults and cross-checks.,National only; may lag or differ from MAPMDREF; city allocation needed.,High,International official
Non-specified sources,NO-COVERAGE,NO-COVERAGE-I.6,No suitable dataset identified (I.6),,,,I.6,,,unknown,,,,,,,,,No suitable dataset identified for this GPC subsector in the current research pass.,,,
"Fugitive emissions from mining, processing, storage & transport of coal",MAR-001,MAR-001-I.7,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",I.7,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Fugitive emissions from oil & natural gas systems,MAR-001,MAR-001-I.8,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",I.8,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Fugitive emissions from oil & natural gas systems,MAR-004,MAR-004-I.8,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),Activity,Primary/final energy consumption; petroleum products; LPG/butane; natural gas; coal; electricity import/production context; energy bill,I.8,Morocco (national),National; some product-level,national,~2007–2021 (publication series),Annual (when published),PDF,Open,Not identified,No,https://www.mem.gov.ma/Lists/Lst_rapports/Attachments/39/Chiffres%20cl%C3%A9s%20annuels%20de%20l%27%C3%A9nergie.pdf,https://mem.gov.ma/,Official annual energy key figures including fuel imports/consumption and natural gas use by major consumers.,PDF tables; not city-level; latest year depends on publication lag; limited customer-class detail.,High,Primary official
On-road transportation,MAR-001,MAR-001-II.1,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",II.1,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
On-road transportation,MAR-002,MAR-002-II.1,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Portail Open Data Maroc (data.gov.ma) — sources administratives consolidées,Activity,Energy balance indicators (ktep); livestock counts; crop areas/production; cement sales; mineral production; water; selected transport indicators,II.1,Morocco (national),National,national,~2012–2022 (series in file; 2025 refresh available),Irregular / annual batches,XLSX,Open,ODbL (stated on portal resource),Unknown (CKAN API may exist),https://www.data.gov.ma/data/dataset/indicateurs-sectoriels-2012-2022,https://www.data.gov.ma/,"National open-data workbook of sectoral indicators including energy balance, livestock, crops, cement and other activity proxies.",Mostly national aggregates; metadata fields often incomplete on portal; city allocation requires additional proxies.,High,Primary official
On-road transportation,MAR-004,MAR-004-II.1,Chiffres clés annuels de l’énergie,Ministère de la Transition Énergétique et du Développement Durable (MEM),Activity,Primary/final energy consumption; petroleum products; LPG/butane; natural gas; coal; electricity import/production context; energy bill,II.1,Morocco (national),National; some product-level,national,~2007–2021 (publication series),Annual (when published),PDF,Open,Not identified,No,https://www.mem.gov.ma/Lists/Lst_rapports/Attachments/39/Chiffres%20cl%C3%A9s%20annuels%20de%20l%27%C3%A9nergie.pdf,https://mem.gov.ma/,Official annual energy key figures including fuel imports/consumption and natural gas use by major consumers.,PDF tables; not city-level; latest year depends on publication lag; limited customer-class detail.,High,Primary official
On-road transportation,MAR-010,MAR-010-II.1,Annuaire statistique du Maroc (plateforme),HCP,Activity,"Cross-cutting socio-economic, demographic, industry, agriculture, transport tables for allocation proxies",II.1,Morocco,National; selected regional/provincial tables depending on indicator,state_or_province,Multi-year yearbooks,Annual,Web tables,Open,Not identified,Unknown,https://www.annuaire.hcp.ma/,https://www.hcp.ma/,Official statistical yearbook platform with thematic time series used as allocation and supporting activity data.,Variable geographic detail; energy consumption often not at city meter level.,High,Primary official
On-road transportation,MAR-011,MAR-011-II.1,État des lieux de la consommation énergétique — Région Fès-Meknès,Conseil de la Région Fès-Meknès,Hybrid,"Regional final energy consumption by sector (residential, transport, industry, tertiary, agriculture); supporting building/transport context",II.1,Région Fès-Meknès,Region (subnational),state_or_province,Around 2022 baseline in report,One-off / project-based,PDF,Open,Not identified,No,https://www.region-fes-meknes.ma/wp-content/uploads/2026/04/Etat-des-lieux-de-la-consommation-energetique-FM.pdf,https://www.region-fes-meknes.ma/,Regional energy consumption diagnostic compiling sectoral energy uses — useful subnational template though not city GPC inventory.,Not municipality-complete for all cities; methods may mix sources; not annual open series.,Medium,Subnational official
On-road transportation,MAR-012,MAR-012-II.1,Statistiques des immatriculations et effectif des véhicules (NARSA),Agence Nationale de la Sécurité Routière (NARSA) via data.gov.ma,Activity,Vehicle fleet stock; new registrations (fleet by type proxies for on-road),II.1,Morocco,National (check file for prefecture splits),national,Annual files 2021–2023+,Annual,Spreadsheet (via portal),Open,Not identified,Unknown,https://data.gov.ma/data/organization/narsa,https://data.gov.ma/data/organization/narsa,Official vehicle registration and fleet statistics published as open datasets by NARSA.,VKT and fuel economy not included; city-level fleet often incomplete; fuel type/age detail may be limited.,High,Primary official
On-road transportation,MAR-013,MAR-013-II.1,Suivi marché carburants (volumes gasoil/essence distribués),Conseil de la Concurrence,Activity,"National road-fuel distribution/import volumes (diesel, gasoline)",II.1,Morocco,National (distributor network aggregates),national,Quarterly/annual monitoring reports (e.g. 2024–2025),Quarterly reports,PDF / press summaries,Open,Not identified,No,https://conseil-concurrence.ma/,https://conseil-concurrence.ma/,Competition authority fuel-market monitoring with national diesel/gasoline volumes — proxy for on-road fuel sales.,Not municipal fuel sales; may exclude some non-road uses; not full energy-balance reconciliation.,Medium,Primary official
On-road transportation,MAR-014,MAR-014-II.1,Monographie automobile,Conseil de la Concurrence,Activity,Supporting vehicle market/fleet context; sales volumes,II.1,Morocco,National,national,Through ~2022/2023 reference years in Jan 2025 monograph,Occasional,PDF,Open,Not identified,No,https://conseil-concurrence.ma/wp-content/uploads/2025/01/MONOGRAPHIE-AUTOMOBILE-JANVIER-2025.pdf,https://conseil-concurrence.ma/,Automotive market monograph including national fleet stock figures and sales context.,Not VKT; not city registration extract.,Medium,Primary official
On-road transportation,MAR-024,MAR-024-II.1,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),Emissions,Modeled sectoral GHG emissions; 0.1° grids; EDGAR Cities / settlement-type products for urban allocation,II.1,Global including Morocco,0.1° grid; 1 km settlement/city products,modeled_grid,1970–2024 (latest GHG release),Periodic major releases,NetCDF / CSV / Excel,Open,As stated by JRC (typically open research use),No (file download),https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent global emissions database with gridded and city products usable to approximate city-scale sector emissions when local activity data are missing.,Modeled downscaling; not official Moroccan inventory; weak for GPC BASIC+ detailed scopes without local calibration.,High,International modeled
On-road transportation,MAR-025,MAR-025-II.1,"Climate TRACE inventory (countries, assets, urban areas)",Climate TRACE,Emissions,"Modeled/facility emissions; urban-area inventories; sector assets (power, transport, waste, etc.)",II.1,Global including Morocco,Asset / urban area / admin,modeled_grid,Monthly recent years (from ~2021),Periodic releases,CSV / API / web,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Global emissions inventory with asset-level and urban estimates useful as gap-fill and cross-check for Moroccan cities.,Not official; methods vary by sector; city boundaries may be Functional Urban Areas not administrative communes.,Medium,International modeled
On-road transportation,MAR-029,MAR-029-II.1,Plans Climat Territoriaux (PCT) — analyses GES régionales (ex. Casablanca-Settat),Régions / Département Environnement (project outputs; e.g. ECI references),Emissions,Regional GHG diagnostics and priority sectors (supporting city inventory scoping),II.1,Selected Moroccan regions (6-region PCT program),Region,state_or_province,Project baseline years (varies),One-off project documents,PDF reports (availability uneven),Partial / Restricted (many reports not systematically open),Not identified,No,https://eci.ma/en/projets/elaboration-dun-plan-climat-territorial-pour-la-region-de-casablanca-settat/,https://environnement.gov.ma/,Territorial climate plans include regional GHG analyses that can inform city inventory boundaries and data leads.,Underlying datasets often not published; methods/documentation incomplete publicly; not GPC city inventories.,Low,Subnational project
Railways,MAR-001,MAR-001-II.2,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",II.2,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Railways,MAR-015,MAR-015-II.2,Communiqués / indicateurs trafic ONCF (voyageurs & fret),Office National des Chemins de Fer (ONCF),Activity,Passenger trips; freight tonnes; network length/electrification share (supporting),II.2,Morocco rail network,National network; limited corridor mentions (e.g. Al Boraq),national,Annual/quarterly press releases (2024–2026),Quarterly/annual,PDF press releases / web KPIs,Open (aggregates),Not identified,No,https://www.oncf.ma/en/Home,https://www.oncf.ma/,Public passenger and freight activity KPIs from ONCF communications and website.,No open diesel/electricity consumption by route; city allocation needs station/corridor methods; energy use not published systematically.,Medium,Primary operator
Railways,MAR-024,MAR-024-II.2,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),Emissions,Modeled sectoral GHG emissions; 0.1° grids; EDGAR Cities / settlement-type products for urban allocation,II.2,Global including Morocco,0.1° grid; 1 km settlement/city products,modeled_grid,1970–2024 (latest GHG release),Periodic major releases,NetCDF / CSV / Excel,Open,As stated by JRC (typically open research use),No (file download),https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent global emissions database with gridded and city products usable to approximate city-scale sector emissions when local activity data are missing.,Modeled downscaling; not official Moroccan inventory; weak for GPC BASIC+ detailed scopes without local calibration.,High,International modeled
Waterborne navigation,MAR-001,MAR-001-II.3,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",II.3,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Waterborne navigation,MAR-016,MAR-016-II.3,Statistiques de trafic portuaire national (ANP / Ministère de l’Équipement),Agence Nationale des Ports (ANP) / Direction des Ports,Activity,Port throughput by port; containers; energy products; passengers; vessel activity proxies,II.3,Moroccan ports (ANP perimeter; Tanger Med reported separately),Port / facility,facility_or_asset,Quarterly and annual reports (2021–2025),Quarterly/annual,PDF / web tables,Open,Not identified,No,https://www.anp.org.ma/fr/services/statistiques-national,https://www.anp.org.ma/fr/agence/anp-en-chiffres,Official national port traffic statistics by port and commodity — key waterborne activity data.,Fuel bunkering/vessel emissions not included; Tanger Med often outside ANP totals; AIS-modeled emissions not provided.,High,Primary official
Waterborne navigation,MAR-017,MAR-017-II.3,Bilans d’activité portuaire Tanger Med,Tanger Med Port Authority (TMPA),Activity,Container TEU; tonnage; vessel calls; RoRo/passenger activity at Tanger Med,II.3,Tanger Med port complex,Port complex / facility,facility_or_asset,Annual (e.g. 2025 activity report),Annual,PDF press releases,Open,Not identified,No,https://www.tangermed.ma/wp-content/uploads/press-releases/2026/CP-TMPA-PORT-ACTIVITY-REPORT-IN-2025.pdf,https://www.tangermed.ma/,Facility-level activity report for Africa’s largest container hub — critical for northern Morocco waterborne inventories.,No published GHG inventory of vessel emissions; fuel use not disclosed.,High,Primary operator
Waterborne navigation,MAR-024,MAR-024-II.3,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),Emissions,Modeled sectoral GHG emissions; 0.1° grids; EDGAR Cities / settlement-type products for urban allocation,II.3,Global including Morocco,0.1° grid; 1 km settlement/city products,modeled_grid,1970–2024 (latest GHG release),Periodic major releases,NetCDF / CSV / Excel,Open,As stated by JRC (typically open research use),No (file download),https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent global emissions database with gridded and city products usable to approximate city-scale sector emissions when local activity data are missing.,Modeled downscaling; not official Moroccan inventory; weak for GPC BASIC+ detailed scopes without local calibration.,High,International modeled
Waterborne navigation,MAR-025,MAR-025-II.3,"Climate TRACE inventory (countries, assets, urban areas)",Climate TRACE,Emissions,"Modeled/facility emissions; urban-area inventories; sector assets (power, transport, waste, etc.)",II.3,Global including Morocco,Asset / urban area / admin,modeled_grid,Monthly recent years (from ~2021),Periodic releases,CSV / API / web,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Global emissions inventory with asset-level and urban estimates useful as gap-fill and cross-check for Moroccan cities.,Not official; methods vary by sector; city boundaries may be Functional Urban Areas not administrative communes.,Medium,International modeled
Aviation,MAR-001,MAR-001-II.4,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",II.4,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Aviation,MAR-018,MAR-018-II.4,"Statistiques de trafic aérien (passagers, mouvements) par aéroport",Office National Des Aéroports (ONDA),Activity,Airport passenger traffic; aircraft movements; freight; monthly/annual series usable for LTO proxies,II.4,Moroccan airports,Airport,facility_or_asset,Monthly Excel series (ongoing; annual 2025 available),Monthly,XLSX / PDF,Open,Not identified,No,https://www.onda.ma/fr/Je-suis-Professionnel/Statistiques/Statistiques,https://www.onda.ma/,"Official airport-level traffic statistics (passengers, movements) published monthly by ONDA.",Fuel uplift and detailed aircraft-type LTO cycles not in standard public files; Scope 3 flight emissions need modeling.,High,Primary official
Aviation,MAR-024,MAR-024-II.4,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),Emissions,Modeled sectoral GHG emissions; 0.1° grids; EDGAR Cities / settlement-type products for urban allocation,II.4,Global including Morocco,0.1° grid; 1 km settlement/city products,modeled_grid,1970–2024 (latest GHG release),Periodic major releases,NetCDF / CSV / Excel,Open,As stated by JRC (typically open research use),No (file download),https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent global emissions database with gridded and city products usable to approximate city-scale sector emissions when local activity data are missing.,Modeled downscaling; not official Moroccan inventory; weak for GPC BASIC+ detailed scopes without local calibration.,High,International modeled
Aviation,MAR-025,MAR-025-II.4,"Climate TRACE inventory (countries, assets, urban areas)",Climate TRACE,Emissions,"Modeled/facility emissions; urban-area inventories; sector assets (power, transport, waste, etc.)",II.4,Global including Morocco,Asset / urban area / admin,modeled_grid,Monthly recent years (from ~2021),Periodic releases,CSV / API / web,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Global emissions inventory with asset-level and urban estimates useful as gap-fill and cross-check for Moroccan cities.,Not official; methods vary by sector; city boundaries may be Functional Urban Areas not administrative communes.,Medium,International modeled
Off-road transportation,MAR-001,MAR-001-II.5,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",II.5,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Solid waste disposal,MAR-001,MAR-001-III.1,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",III.1,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Solid waste disposal,MAR-020,MAR-020-III.1,"Programme National des Déchets Ménagers — indicateurs publics (taux d’enfouissement, réhabilitation)",Ministère de la Transition Énergétique et du Développement Durable / Ministère de l’Intérieur,Activity,National municipal solid waste management progress; share landfilled/controlled; dump rehabilitation counts,III.1,Morocco,National program indicators; site lists sometimes in speeches/reports,national,Program reporting (e.g. 2023 parliamentary updates),Irregular public updates,Web / PDF / news from official statements,Partial Open,Not identified,No,https://environnement.gov.ma/fr/dechets?id=986,https://environnement.gov.ma/,National MSW program indicators and policy pages describing landfill/controlled disposal progress.,No comprehensive open facility-level annual tonnage/composition API; city inventories often require municipal contracts; methane recovery detail scarce.,Medium,Primary official
Solid waste disposal,MAR-024,MAR-024-III.1,EDGAR GHG gridded & cities emissions,European Commission JRC (EDGAR),Emissions,Modeled sectoral GHG emissions; 0.1° grids; EDGAR Cities / settlement-type products for urban allocation,III.1,Global including Morocco,0.1° grid; 1 km settlement/city products,modeled_grid,1970–2024 (latest GHG release),Periodic major releases,NetCDF / CSV / Excel,Open,As stated by JRC (typically open research use),No (file download),https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Independent global emissions database with gridded and city products usable to approximate city-scale sector emissions when local activity data are missing.,Modeled downscaling; not official Moroccan inventory; weak for GPC BASIC+ detailed scopes without local calibration.,High,International modeled
Solid waste disposal,MAR-025,MAR-025-III.1,"Climate TRACE inventory (countries, assets, urban areas)",Climate TRACE,Emissions,"Modeled/facility emissions; urban-area inventories; sector assets (power, transport, waste, etc.)",III.1,Global including Morocco,Asset / urban area / admin,modeled_grid,Monthly recent years (from ~2021),Periodic releases,CSV / API / web,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Global emissions inventory with asset-level and urban estimates useful as gap-fill and cross-check for Moroccan cities.,Not official; methods vary by sector; city boundaries may be Functional Urban Areas not administrative communes.,Medium,International modeled
Solid waste disposal,MAR-029,MAR-029-III.1,Plans Climat Territoriaux (PCT) — analyses GES régionales (ex. Casablanca-Settat),Régions / Département Environnement (project outputs; e.g. ECI references),Emissions,Regional GHG diagnostics and priority sectors (supporting city inventory scoping),III.1,Selected Moroccan regions (6-region PCT program),Region,state_or_province,Project baseline years (varies),One-off project documents,PDF reports (availability uneven),Partial / Restricted (many reports not systematically open),Not identified,No,https://eci.ma/en/projets/elaboration-dun-plan-climat-territorial-pour-la-region-de-casablanca-settat/,https://environnement.gov.ma/,Territorial climate plans include regional GHG analyses that can inform city inventory boundaries and data leads.,Underlying datasets often not published; methods/documentation incomplete publicly; not GPC city inventories.,Low,Subnational project
Biological treatment of waste,MAR-001,MAR-001-III.2,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",III.2,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Incineration & open burning,MAR-001,MAR-001-III.3,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",III.3,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
Wastewater treatment & discharge,MAR-001,MAR-001-III.4,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,Département du Développement Durable (Maroc) / UNFCCC,Emissions,"National GHG emissions by IPCC sector/category; activity data tables for energy, IPPU, AFOLU, waste; emission factors",III.4,Morocco (national),National (no city boundary),national,2010–2022,Linked to BTR/NIR cycle (multi-year),PDF (+ CRF tables referenced),Open,Not identified (UNFCCC public document),No,https://unfccc.int/sites/default/files/resource/Maroc%20-%20Rapport%20National%20d%27Inventaire%20-%20D%C3%A9cembre%202024.pdf,https://unfccc.int/documents/645214,Official national GHG inventory document with sectoral emissions and activity-data tables used for UNFCCC transparency reporting.,"National totals only; not city-level. Category structure follows IPCC CRF, not GPC. Many underlying operator datasets not published separately.",High,Primary official
