iso3,country,tier,score,related_gpc_sector,sector_name,dataset_count,coverage_status,best_granularity_class,best_granularity_label,needs_city_downscaling,top_dataset_1,top_dataset_1_id,top_dataset_2,top_dataset_3
ARG,Argentina,B,68,II.4,Aviation,5,covered,facility_or_asset,Facility / asset (point sources in cities),no,ANAC / estadísticas aeroportuarias y aviación,ARG-015,Asignación por jurisdicción del INGEI (desagregación provincial),Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI)
ARG,Argentina,B,68,II.5,Off-road transportation,3,covered,facility_or_asset,Facility / asset (point sources in cities),no,Volúmenes de combustibles — bocas de expendio y despacho (Res. S.E. 1104/2004 y afines),ARG-007,Asignación por jurisdicción del INGEI (desagregación provincial),Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI)
ARG,Argentina,B,68,III.1,Solid waste disposal,8,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,ARG-013,Asignación por jurisdicción del INGEI (desagregación provincial),Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI)
ARG,Argentina,B,68,III.2,Biological treatment of waste,5,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,ARG-013,Asignación por jurisdicción del INGEI (desagregación provincial),Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI)
ARG,Argentina,B,68,III.3,Incineration & open burning,3,covered,other_or_mixed,Mixed / other,no,Asignación por jurisdicción del INGEI (desagregación provincial),ARG-002,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),Observatorio / estadísticas de RSU (ENGIRSU y productos provinciales)
ARG,Argentina,B,68,III.4,Wastewater treatment & discharge,5,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,ARG-013,Asignación por jurisdicción del INGEI (desagregación provincial),Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI)
ARG,Argentina,B,68,IV.1,Industrial processes,4,covered,other_or_mixed,Mixed / other,no,Asignación por jurisdicción del INGEI (desagregación provincial),ARG-002,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),EDGAR GHG gridded & cities emissions
ARG,Argentina,B,68,IV.2,Product use,3,covered,other_or_mixed,Mixed / other,no,Asignación por jurisdicción del INGEI (desagregación provincial),ARG-002,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),F-gases / uso de productos (INGEI IPPU + desagregación provincial parcial)
ARG,Argentina,B,68,V.1,Livestock,5,covered,other_or_mixed,Mixed / other,no,Asignación por jurisdicción del INGEI (desagregación provincial),ARG-002,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),Censo Nacional Agropecuario (CNA 2018) y estadísticas agropecuarias
ARG,Argentina,B,68,V.2,Land,7,covered,other_or_mixed,Mixed / other,no,Asignación por jurisdicción del INGEI (desagregación provincial),ARG-002,Inventario Nacional Forestal / monitoreo de bosques (UMSEF / Dirección de Bosques),Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI)
ARG,Argentina,B,68,V.3,Aggregate sources & non-CO₂ emissions sources on land,5,covered,other_or_mixed,Mixed / other,no,Asignación por jurisdicción del INGEI (desagregación provincial),ARG-002,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),Censo Nacional Agropecuario (CNA 2018) y estadísticas agropecuarias
ARG,Argentina,B,68,VI.1,Other Scope 3,1,covered,national,National only (needs downscaling to city),yes,INDEC — Cuenta de emisiones al aire (CEA-GEI) / cuentas ambientales,ARG-008,,
MEX,Mexico,B,64,I.1,Residential buildings,11,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Sistema de Información Energética (SIE),CRE / SENER — estadísticas de gas natural y petrolíferos
MEX,Mexico,B,64,I.2,Commercial & institutional buildings,11,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Sistema de Información Energética (SIE),CRE / SENER — estadísticas de gas natural y petrolíferos
MEX,Mexico,B,64,I.3,Manufacturing industries & construction,13,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Registro Nacional de Emisiones (RENE),Sistema de Información Energética (SIE)
MEX,Mexico,B,64,I.4,Energy industries,15,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Registro Nacional de Emisiones (RENE),Sistema de Información Energética (SIE)
MEX,Mexico,B,64,I.5,"Agriculture, forestry & fishing energy",3,covered,city_or_municipality,City / municipality (city-ready),no,Censo Agropecuario / SIAP — estadísticas agropecuarias,MEX-011,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Balance Nacional de Energía (BNE)
MEX,Mexico,B,64,I.6,Non-specified sources,0,missing,unknown,Unknown,n/a,,,,
MEX,Mexico,B,64,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,covered,national,National only (needs downscaling to city),yes,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),MEX-001,,
MEX,Mexico,B,64,I.8,Fugitive emissions from oil & natural gas systems,7,covered,facility_or_asset,Facility / asset (point sources in cities),no,Registro Nacional de Emisiones (RENE),MEX-002,Sistema de Información Energética (SIE),CNH Tablero de Producción / PEMEX BDI — hidrocarburos
MEX,Mexico,B,64,II.1,On-road transportation,12,covered,city_or_municipality,City / municipality (city-ready),no,"INEGI — parque vehicular, transporte y estadísticas de movilidad",MEX-009,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Sistema de Información Energética (SIE)
MEX,Mexico,B,64,II.2,Railways,4,covered,city_or_municipality,City / municipality (city-ready),no,"INEGI — parque vehicular, transporte y estadísticas de movilidad",MEX-009,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas"
MEX,Mexico,B,64,II.3,Waterborne navigation,4,covered,facility_or_asset,Facility / asset (point sources in cities),no,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas",MEX-010,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),EDGAR GHG gridded & cities emissions
MEX,Mexico,B,64,II.4,Aviation,4,covered,facility_or_asset,Facility / asset (point sources in cities),no,"SCT / AFAC — estadísticas aeroportuarias, ferroviarias y marítimas",MEX-010,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),EDGAR GHG gridded & cities emissions
MEX,Mexico,B,64,II.5,Off-road transportation,3,covered,facility_or_asset,Facility / asset (point sources in cities),no,Registro Nacional de Emisiones (RENE),MEX-002,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Factores de emisión y calculadora RENE / CONUEE
MEX,Mexico,B,64,III.1,Solid waste disposal,9,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Registro Nacional de Emisiones (RENE),Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI)
MEX,Mexico,B,64,III.2,Biological treatment of waste,3,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),SEMARNAT — diagnósticos y estadísticas de residuos (RSU / RME)
MEX,Mexico,B,64,III.3,Incineration & open burning,3,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),SEMARNAT — diagnósticos y estadísticas de residuos (RSU / RME)
MEX,Mexico,B,64,III.4,Wastewater treatment & discharge,6,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Registro Nacional de Emisiones (RENE),Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI)
MEX,Mexico,B,64,IV.1,Industrial processes,5,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Registro Nacional de Emisiones (RENE),Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI)
MEX,Mexico,B,64,IV.2,Product use,4,covered,city_or_municipality,City / municipality (city-ready),no,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,MEX-014,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),Factores de emisión y calculadora RENE / CONUEE
MEX,Mexico,B,64,V.1,Livestock,6,covered,city_or_municipality,City / municipality (city-ready),no,Censo Agropecuario / SIAP — estadísticas agropecuarias,MEX-011,Inventario de Emisiones de la ZMVM / CDMX (SEDEMA) — GEI y contaminantes,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI)
MEX,Mexico,B,64,V.2,Land,6,covered,city_or_municipality,City / municipality (city-ready),no,Censo Agropecuario / SIAP — estadísticas agropecuarias,MEX-011,Inventario Nacional Forestal y de Suelos (INFyS) / SNMF,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI)
MEX,Mexico,B,64,V.3,Aggregate sources & non-CO₂ emissions sources on land,4,covered,city_or_municipality,City / municipality (city-ready),no,Censo Agropecuario / SIAP — estadísticas agropecuarias,MEX-011,Inventario Nacional de Emisiones de Gases y Compuestos de Efecto Invernadero (INEGyCEI),EDGAR GHG gridded & cities emissions
MEX,Mexico,B,64,VI.1,Other Scope 3,2,covered,national,National only (needs downscaling to city),yes,Factores de emisión y calculadora RENE / CONUEE,MEX-017,INEGI — cuentas económicas y ambientales / energía (productos SEEA parciales),
PHL,Philippines,B,60,I.1,Residential buildings,10,covered,city_or_municipality,City / municipality (city-ready),no,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),PHL-014,Meralco distribution sales / annual reports (franchise area),"Philippine Power Statistics (sales, generation, capacity by grid/region/sector)"
PHL,Philippines,B,60,I.2,Commercial & institutional buildings,6,covered,city_or_municipality,City / municipality (city-ready),no,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),PHL-014,Meralco distribution sales / annual reports (franchise area),"Philippine Power Statistics (sales, generation, capacity by grid/region/sector)"
PHL,Philippines,B,60,I.3,Manufacturing industries & construction,10,covered,city_or_municipality,City / municipality (city-ready),no,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),PHL-014,Meralco distribution sales / annual reports (franchise area),"Philippine Power Statistics (sales, generation, capacity by grid/region/sector)"
PHL,Philippines,B,60,I.4,Energy industries,7,covered,state_or_province,State / province (needs downscaling to city),yes,"Philippine Power Statistics (sales, generation, capacity by grid/region/sector)",PHL-003,Coal production by source (Key Energy Statistics),Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020
PHL,Philippines,B,60,I.5,"Agriculture, forestry & fishing energy",3,covered,state_or_province,State / province (needs downscaling to city),yes,PSA livestock & poultry / crops surveys (OpenSTAT Agriculture),PHL-012,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table
PHL,Philippines,B,60,I.6,Non-specified sources,0,missing,unknown,Unknown,n/a,,,,
PHL,Philippines,B,60,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",3,covered,other_or_mixed,Mixed / other,no,Coal production by source (Key Energy Statistics),PHL-016,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table
PHL,Philippines,B,60,I.8,Fugitive emissions from oil & natural gas systems,3,covered,national,National only (needs downscaling to city),yes,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,PHL-001,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table,Oil and gas production & petroleum product consumption by sector (KES)
PHL,Philippines,B,60,II.1,On-road transportation,8,covered,city_or_municipality,City / municipality (city-ready),no,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),PHL-014,LTO motor vehicle registration statistics (by classification/region/fuel),Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table
PHL,Philippines,B,60,II.2,Railways,3,covered,city_or_municipality,City / municipality (city-ready),no,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),PHL-014,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,Urban rail ridership (LRT/MRT/PNR performance disclosures)
PHL,Philippines,B,60,II.3,Waterborne navigation,4,covered,facility_or_asset,Facility / asset (point sources in cities),no,Philippine Ports Authority (PPA) annual & quarterly port statistics,PHL-008,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,EDGAR GHG gridded & cities emissions
PHL,Philippines,B,60,II.4,Aviation,4,covered,facility_or_asset,Facility / asset (point sources in cities),no,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,PHL-001,CAAP / MIAA / MCIAA / CIAC airport traffic statistics & dashboards,EDGAR GHG gridded & cities emissions
PHL,Philippines,B,60,II.5,Off-road transportation,2,covered,national,National only (needs downscaling to city),yes,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,PHL-001,Key Energy Statistics / Energy Supply and Demand Situationer / Energy Balance Table,
PHL,Philippines,B,60,III.1,Solid waste disposal,6,covered,city_or_municipality,City / municipality (city-ready),no,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),PHL-014,NSWMC / EMB solid waste generation & facility status reports,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020
PHL,Philippines,B,60,III.2,Biological treatment of waste,2,covered,state_or_province,State / province (needs downscaling to city),yes,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,PHL-001,NSWMC / EMB solid waste generation & facility status reports,
PHL,Philippines,B,60,III.3,Incineration & open burning,2,covered,state_or_province,State / province (needs downscaling to city),yes,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,PHL-001,NSWMC / EMB solid waste generation & facility status reports,
PHL,Philippines,B,60,III.4,Wastewater treatment & discharge,4,covered,city_or_municipality,City / municipality (city-ready),no,Quezon City GHG inventory / Enhanced QC-LCCAP (GPC-based),PHL-014,"PSA OpenSTAT — Energy, Agriculture, Environment databases",Water utilities / MWSS concessionaire disclosures (wastewater supporting for Metro Manila)
PHL,Philippines,B,60,IV.1,Industrial processes,5,covered,national,National only (needs downscaling to city),yes,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,PHL-001,2015 and 2020 National GHGI Executive Brief / NICCDIES GHG portal,Cement industry production/capacity disclosures (CeMAP / DTI context)
PHL,Philippines,B,60,IV.2,Product use,1,covered,national,National only (needs downscaling to city),yes,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020,PHL-001,,
PHL,Philippines,B,60,V.1,Livestock,6,covered,state_or_province,State / province (needs downscaling to city),yes,"PSA OpenSTAT — Energy, Agriculture, Environment databases",PHL-005,PSA livestock & poultry / crops surveys (OpenSTAT Agriculture),Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020
PHL,Philippines,B,60,V.2,Land,7,covered,state_or_province,State / province (needs downscaling to city),yes,"PSA OpenSTAT — Energy, Agriculture, Environment databases",PHL-005,NAMRIA land cover / FMB Philippine Forestry Statistics / FRL,Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020
PHL,Philippines,B,60,V.3,Aggregate sources & non-CO₂ emissions sources on land,5,covered,state_or_province,State / province (needs downscaling to city),yes,"PSA OpenSTAT — Energy, Agriculture, Environment databases",PHL-005,PSA livestock & poultry / crops surveys (OpenSTAT Agriculture),Philippines Biennial Transparency Report (BTR1) — National GHG Inventories 2015 & 2020
PHL,Philippines,B,60,VI.1,Other Scope 3,1,covered,state_or_province,State / province (needs downscaling to city),yes,Family Income and Expenditure Survey (FIES) — energy-related expenditure,PHL-023,,
MAR,Morocco,C,50,I.1,Residential buildings,11,covered,other_or_mixed,Mixed / other,no,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),MAR-008,Taux d’équipement des ménages en électricité / conditions de vie,Annuaire statistique du Maroc (plateforme)
MAR,Morocco,C,50,I.2,Commercial & institutional buildings,10,covered,other_or_mixed,Mixed / other,no,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),MAR-008,Annuaire statistique du Maroc (plateforme),Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022
MAR,Morocco,C,50,I.3,Manufacturing industries & construction,11,covered,other_or_mixed,Mixed / other,no,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),MAR-008,Annuaire statistique du Maroc (plateforme),Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022
MAR,Morocco,C,50,I.4,Energy industries,10,covered,other_or_mixed,Mixed / other,no,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Chiffres clés annuels de l’énergie
MAR,Morocco,C,50,I.5,"Agriculture, forestry & fishing energy",5,covered,state_or_province,State / province (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Chiffres clés annuels de l’énergie
MAR,Morocco,C,50,I.6,Non-specified sources,0,missing,unknown,Unknown,n/a,,,,
MAR,Morocco,C,50,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,,
MAR,Morocco,C,50,I.8,Fugitive emissions from oil & natural gas systems,2,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,Chiffres clés annuels de l’énergie,
MAR,Morocco,C,50,II.1,On-road transportation,11,covered,state_or_province,State / province (needs downscaling to city),yes,Annuaire statistique du Maroc (plateforme),MAR-010,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)"
MAR,Morocco,C,50,II.2,Railways,3,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,Communiqués / indicateurs trafic ONCF (voyageurs & fret),EDGAR GHG gridded & cities emissions
MAR,Morocco,C,50,II.3,Waterborne navigation,5,covered,facility_or_asset,Facility / asset (point sources in cities),no,Statistiques de trafic portuaire national (ANP / Ministère de l’Équipement),MAR-016,Bilans d’activité portuaire Tanger Med,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022
MAR,Morocco,C,50,II.4,Aviation,4,covered,facility_or_asset,Facility / asset (point sources in cities),no,"Statistiques de trafic aérien (passagers, mouvements) par aéroport",MAR-018,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,EDGAR GHG gridded & cities emissions
MAR,Morocco,C,50,II.5,Off-road transportation,1,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,,
MAR,Morocco,C,50,III.1,Solid waste disposal,5,covered,state_or_province,State / province (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,"Programme National des Déchets Ménagers — indicateurs publics (taux d’enfouissement, réhabilitation)",Plans Climat Territoriaux (PCT) — analyses GES régionales (ex. Casablanca-Settat)
MAR,Morocco,C,50,III.2,Biological treatment of waste,1,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,,
MAR,Morocco,C,50,III.3,Incineration & open burning,1,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,,
MAR,Morocco,C,50,III.4,Wastewater treatment & discharge,5,covered,facility_or_asset,Facility / asset (point sources in cities),no,Rapports financiers / volumes électricité — Lydec (Grand Casablanca),MAR-008,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,"Indicateurs assainissement liquide ONEE (STEP, population desservie)"
MAR,Morocco,C,50,IV.1,Industrial processes,5,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)",Livraisons / ventes de ciment (APC / ministère Habitat)
MAR,Morocco,C,50,IV.2,Product use,1,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,,
MAR,Morocco,C,50,V.1,Livestock,6,covered,state_or_province,State / province (needs downscaling to city),yes,Annuaire statistique du Maroc (plateforme),MAR-010,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)"
MAR,Morocco,C,50,V.2,Land,7,covered,national,National only (needs downscaling to city),yes,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,MAR-001,Inventaire Forestier National / statistiques forestières ANEF,EDGAR GHG gridded & cities emissions
MAR,Morocco,C,50,V.3,Aggregate sources & non-CO₂ emissions sources on land,6,covered,state_or_province,State / province (needs downscaling to city),yes,Annuaire statistique du Maroc (plateforme),MAR-010,Rapport National d’Inventaire des GES (NIR 2024) — série 2010–2022,"Indicateurs sectoriels (agriculture, mines, énergie, eau, industrie, transport…)"
MAR,Morocco,C,50,VI.1,Other Scope 3,2,covered,state_or_province,State / province (needs downscaling to city),yes,Annuaire statistique du Maroc (plateforme),MAR-010,Plans Climat Territoriaux (PCT) — analyses GES régionales (ex. Casablanca-Settat),
ETH,Ethiopia,C,45,I.1,Residential buildings,10,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Third National Communication (NC3)
ETH,Ethiopia,C,45,I.2,Commercial & institutional buildings,5,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics)
ETH,Ethiopia,C,45,I.3,Manufacturing industries & construction,8,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics)
ETH,Ethiopia,C,45,I.4,Energy industries,11,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Third National Communication (NC3)
ETH,Ethiopia,C,45,I.5,"Agriculture, forestry & fishing energy",6,covered,state_or_province,State / province (needs downscaling to city),yes,Agricultural Sample Survey — Livestock and Livestock Characteristics,ETH-006,Agricultural Sample Survey — Area and Production of Major Crops / Land Utilization / Farm Management,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020
ETH,Ethiopia,C,45,I.6,Non-specified sources,0,missing,unknown,Unknown,n/a,,,,
ETH,Ethiopia,C,45,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",0,missing,unknown,Unknown,n/a,,,,
ETH,Ethiopia,C,45,I.8,Fugitive emissions from oil & natural gas systems,1,covered,national,National only (needs downscaling to city),yes,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,ETH-001,,
ETH,Ethiopia,C,45,II.1,On-road transportation,8,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Third National Communication (NC3)
ETH,Ethiopia,C,45,II.2,Railways,4,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,EEP Facts in Brief 2024/25
ETH,Ethiopia,C,45,II.3,Waterborne navigation,0,missing,unknown,Unknown,n/a,,,,
ETH,Ethiopia,C,45,II.4,Aviation,5,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Ethiopian Airlines Group traffic & fleet factsheets / annual reports
ETH,Ethiopia,C,45,II.5,Off-road transportation,1,covered,national,National only (needs downscaling to city),yes,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,ETH-001,,
ETH,Ethiopia,C,45,III.1,Solid waste disposal,6,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Third National Communication (NC3)
ETH,Ethiopia,C,45,III.2,Biological treatment of waste,2,covered,city_or_municipality,City / municipality (city-ready),no,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,ETH-001,"Addis Ababa / national MSW management project reports (JICA, GIZ sector briefs)",
ETH,Ethiopia,C,45,III.3,Incineration & open burning,2,covered,city_or_municipality,City / municipality (city-ready),no,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,ETH-001,"Addis Ababa / national MSW management project reports (JICA, GIZ sector briefs)",
ETH,Ethiopia,C,45,III.4,Wastewater treatment & discharge,4,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,AAWSA wastewater / sanitation project ESIAs and service descriptions
ETH,Ethiopia,C,45,IV.1,Industrial processes,6,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Large and Medium Scale Manufacturing and Electricity Industries Survey reports
ETH,Ethiopia,C,45,IV.2,Product use,1,covered,national,National only (needs downscaling to city),yes,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,ETH-001,,
ETH,Ethiopia,C,45,V.1,Livestock,8,covered,city_or_municipality,City / municipality (city-ready),no,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),ETH-011,Agricultural Sample Survey — Livestock and Livestock Characteristics,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020
