iso3,country,related_gpc_sector,sector_name,rank_in_sector,dataset_id,dataset_name,publisher,confidence_level,granularity_class,authoritative_tier,granularity_label
AUS,Australia,I.8,Fugitive emissions from oil & natural gas systems,1,AUS-003,National Greenhouse and Energy Reporting (NGER) — corporate & electricity facility data,Clean Energy Regulator (CER),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
AUS,Australia,I.8,Fugitive emissions from oil & natural gas systems,2,AUS-017,Safeguard Mechanism facility emissions (CER),Clean Energy Regulator,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
AUS,Australia,I.8,Fugitive emissions from oil & natural gas systems,3,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.1,On-road transportation,1,AUS-009,ABS Motor Vehicle Census / vehicle registrations,Australian Bureau of Statistics,High,city_or_municipality,Primary official,City / municipality (city-ready)
AUS,Australia,II.1,On-road transportation,2,AUS-016,City of Melbourne Municipal Greenhouse Gas Emissions (open data),City of Melbourne,High,city_or_municipality,City official,City / municipality (city-ready)
AUS,Australia,II.1,On-road transportation,3,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.2,Railways,1,AUS-016,City of Melbourne Municipal Greenhouse Gas Emissions (open data),City of Melbourne,High,city_or_municipality,City official,City / municipality (city-ready)
AUS,Australia,II.2,Railways,2,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.2,Railways,3,AUS-004,National Greenhouse Accounts Factors,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.3,Waterborne navigation,1,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.3,Waterborne navigation,2,AUS-004,National Greenhouse Accounts Factors,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.3,Waterborne navigation,3,AUS-008,BITRE Australian Infrastructure and Transport Statistics Yearbook (road/rail/aviation/maritime),Bureau of Infrastructure and Transport Research Economics (BITRE),High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.4,Aviation,1,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.4,Aviation,2,AUS-004,National Greenhouse Accounts Factors,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.4,Aviation,3,AUS-008,BITRE Australian Infrastructure and Transport Statistics Yearbook (road/rail/aviation/maritime),Bureau of Infrastructure and Transport Research Economics (BITRE),High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.5,Off-road transportation,1,AUS-003,National Greenhouse and Energy Reporting (NGER) — corporate & electricity facility data,Clean Energy Regulator (CER),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
AUS,Australia,II.5,Off-road transportation,2,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,II.5,Off-road transportation,3,AUS-004,National Greenhouse Accounts Factors,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,III.1,Solid waste disposal,1,AUS-010,National Waste and Resource Recovery Database / Report,DCCEEW,High,city_or_municipality,Primary official,City / municipality (city-ready)
AUS,Australia,III.1,Solid waste disposal,2,AUS-016,City of Melbourne Municipal Greenhouse Gas Emissions (open data),City of Melbourne,High,city_or_municipality,City official,City / municipality (city-ready)
AUS,Australia,III.1,Solid waste disposal,3,AUS-003,National Greenhouse and Energy Reporting (NGER) — corporate & electricity facility data,Clean Energy Regulator (CER),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
AUS,Australia,III.2,Biological treatment of waste,1,AUS-010,National Waste and Resource Recovery Database / Report,DCCEEW,High,city_or_municipality,Primary official,City / municipality (city-ready)
AUS,Australia,III.2,Biological treatment of waste,2,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,III.2,Biological treatment of waste,3,AUS-001,Australia's National Greenhouse Accounts / National Inventory Report (NIR),"Department of Climate Change, Energy, the Environment and Water (DCCEEW)",High,national,Primary official,National only (needs downscaling to city)
AUS,Australia,III.3,Incineration & open burning,1,AUS-014,National Pollutant Inventory (NPI),DCCEEW,High,neighborhood_or_small_area,Primary official,Neighborhood / small area (city-ready)
AUS,Australia,III.3,Incineration & open burning,2,AUS-010,National Waste and Resource Recovery Database / Report,DCCEEW,High,city_or_municipality,Primary official,City / municipality (city-ready)
AUS,Australia,III.3,Incineration & open burning,3,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,III.4,Wastewater treatment & discharge,1,AUS-016,City of Melbourne Municipal Greenhouse Gas Emissions (open data),City of Melbourne,High,city_or_municipality,City official,City / municipality (city-ready)
AUS,Australia,III.4,Wastewater treatment & discharge,2,AUS-003,National Greenhouse and Energy Reporting (NGER) — corporate & electricity facility data,Clean Energy Regulator (CER),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
AUS,Australia,III.4,Wastewater treatment & discharge,3,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,IV.1,Industrial processes,1,AUS-014,National Pollutant Inventory (NPI),DCCEEW,High,neighborhood_or_small_area,Primary official,Neighborhood / small area (city-ready)
AUS,Australia,IV.1,Industrial processes,2,AUS-003,National Greenhouse and Energy Reporting (NGER) — corporate & electricity facility data,Clean Energy Regulator (CER),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
AUS,Australia,IV.1,Industrial processes,3,AUS-017,Safeguard Mechanism facility emissions (CER),Clean Energy Regulator,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
AUS,Australia,IV.2,Product use,1,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,IV.2,Product use,2,AUS-004,National Greenhouse Accounts Factors,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,IV.2,Product use,3,AUS-001,Australia's National Greenhouse Accounts / National Inventory Report (NIR),"Department of Climate Change, Energy, the Environment and Water (DCCEEW)",High,national,Primary official,National only (needs downscaling to city)
AUS,Australia,V.1,Livestock,1,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,V.1,Livestock,2,AUS-011,ABS Agricultural Census / ABARES agricultural statistics,ABS / ABARES (DAFF),High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,V.1,Livestock,3,AUS-001,Australia's National Greenhouse Accounts / National Inventory Report (NIR),"Department of Climate Change, Energy, the Environment and Water (DCCEEW)",High,national,Primary official,National only (needs downscaling to city)
AUS,Australia,V.2,Land,1,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,V.2,Land,2,AUS-011,ABS Agricultural Census / ABARES agricultural statistics,ABS / ABARES (DAFF),High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,V.2,Land,3,AUS-013,Australia's State of the Forests / ABARES forest statistics,ABARES / Montreal Process Implementation Group,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,AUS-002,State and Territory Greenhouse Gas Inventories,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,V.3,Aggregate sources & non-CO₂ emissions sources on land,2,AUS-011,ABS Agricultural Census / ABARES agricultural statistics,ABS / ABARES (DAFF),High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,V.3,Aggregate sources & non-CO₂ emissions sources on land,3,AUS-001,Australia's National Greenhouse Accounts / National Inventory Report (NIR),"Department of Climate Change, Energy, the Environment and Water (DCCEEW)",High,national,Primary official,National only (needs downscaling to city)
AUS,Australia,VI.1,Other Scope 3,1,AUS-004,National Greenhouse Accounts Factors,DCCEEW,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,VI.1,Other Scope 3,2,AUS-021,Household energy surveys / ABS household consumption modules,Australian Bureau of Statistics,High,state_or_province,Primary official,State / province (needs downscaling to city)
AUS,Australia,VI.1,Other Scope 3,3,AUS-006,"Energy Account, Australia (ABS)",Australian Bureau of Statistics (ABS),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,I.1,Residential buildings,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,I.1,Residential buildings,2,CRI-005,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,I.1,Residential buildings,3,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,I.2,Commercial & institutional buildings,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,I.2,Commercial & institutional buildings,2,CRI-005,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,I.2,Commercial & institutional buildings,3,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,I.3,Manufacturing industries & construction,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,I.3,Manufacturing industries & construction,2,CRI-005,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,I.3,Manufacturing industries & construction,3,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,I.4,Energy industries,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,I.4,Energy industries,2,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,I.4,Energy industries,3,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,I.5,"Agriculture, forestry & fishing energy",1,CRI-005,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,I.5,"Agriculture, forestry & fishing energy",2,CRI-009,INEC — Encuesta Nacional Agropecuaria (ENA) y estadísticas agropecuarias,Instituto Nacional de Estadística y Censos (INEC),High,state_or_province,Primary official,State / province (needs downscaling to city)
CRI,Costa Rica,I.5,"Agriculture, forestry & fishing energy",3,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,I.8,Fugitive emissions from oil & natural gas systems,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,I.8,Fugitive emissions from oil & natural gas systems,2,CRI-025,Fugitivas de distribución de combustibles/GLP (INGEI + ARESEP gas),IMN / ARESEP,Medium,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,II.1,On-road transportation,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,II.1,On-road transportation,2,CRI-005,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,II.1,On-road transportation,3,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,II.2,Railways,1,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,II.2,Railways,2,CRI-011,MOPT — Anuario de tránsito / conteos vehiculares y anuario sector transportes,Ministerio de Obras Públicas y Transportes (MOPT),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
CRI,Costa Rica,II.2,Railways,3,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,II.3,Waterborne navigation,1,CRI-011,MOPT — Anuario de tránsito / conteos vehiculares y anuario sector transportes,Ministerio de Obras Públicas y Transportes (MOPT),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
CRI,Costa Rica,II.3,Waterborne navigation,2,CRI-015,DGAC / INCOP — aviación civil y puertos,Dirección General de Aviación Civil / INCOP,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
CRI,Costa Rica,II.3,Waterborne navigation,3,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,II.4,Aviation,1,CRI-005,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,II.4,Aviation,2,CRI-011,MOPT — Anuario de tránsito / conteos vehiculares y anuario sector transportes,Ministerio de Obras Públicas y Transportes (MOPT),High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
CRI,Costa Rica,II.4,Aviation,3,CRI-015,DGAC / INCOP — aviación civil y puertos,Dirección General de Aviación Civil / INCOP,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
CRI,Costa Rica,II.5,Off-road transportation,1,CRI-005,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,II.5,Off-road transportation,2,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,III.1,Solid waste disposal,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,III.1,Solid waste disposal,2,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,III.1,Solid waste disposal,3,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,III.2,Biological treatment of waste,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,III.2,Biological treatment of waste,2,CRI-013,Ministerio de Salud / municipalidades — residuos sólidos (PNGIR / datos municipales),Ministerio de Salud / municipalidades,Medium,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,III.3,Incineration & open burning,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,III.3,Incineration & open burning,2,CRI-013,Ministerio de Salud / municipalidades — residuos sólidos (PNGIR / datos municipales),Ministerio de Salud / municipalidades,Medium,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,III.4,Wastewater treatment & discharge,1,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,III.4,Wastewater treatment & discharge,2,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,III.4,Wastewater treatment & discharge,3,CRI-014,AyA / ASADAS — agua potable y saneamiento / aguas residuales,Instituto Costarricense de Acueductos y Alcantarillados (AyA) / ASADAS,Medium,city_or_municipality,Utility,City / municipality (city-ready)
CRI,Costa Rica,IV.1,Industrial processes,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,IV.1,Industrial processes,2,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,IV.1,Industrial processes,3,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,IV.2,Product use,1,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,IV.2,Product use,2,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,IV.2,Product use,3,CRI-016,F-gases / uso de productos (INGEI IPPU),IMN / MINAE,Medium,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,V.1,Livestock,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,V.1,Livestock,2,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,V.1,Livestock,3,CRI-009,INEC — Encuesta Nacional Agropecuaria (ENA) y estadísticas agropecuarias,Instituto Nacional de Estadística y Censos (INEC),High,state_or_province,Primary official,State / province (needs downscaling to city)
CRI,Costa Rica,V.2,Land,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,V.2,Land,2,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,High,city_or_municipality,National program / cantonal,City / municipality (city-ready)
CRI,Costa Rica,V.2,Land,3,CRI-009,INEC — Encuesta Nacional Agropecuaria (ENA) y estadísticas agropecuarias,Instituto Nacional de Estadística y Censos (INEC),High,state_or_province,Primary official,State / province (needs downscaling to city)
CRI,Costa Rica,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,CRI-009,INEC — Encuesta Nacional Agropecuaria (ENA) y estadísticas agropecuarias,Instituto Nacional de Estadística y Censos (INEC),High,state_or_province,Primary official,State / province (needs downscaling to city)
CRI,Costa Rica,V.3,Aggregate sources & non-CO₂ emissions sources on land,2,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),High,national,Primary official,National only (needs downscaling to city)
CRI,Costa Rica,V.3,Aggregate sources & non-CO₂ emissions sources on land,3,CRI-018,EDGAR GHG gridded & cities emissions,European Commission JRC,High,modeled_grid,International modeled,Modeled / international (cross-check only)
CRI,Costa Rica,VI.1,Other Scope 3,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,High,city_or_municipality,Primary official,City / municipality (city-ready)
CRI,Costa Rica,VI.1,Other Scope 3,2,CRI-008,BCCR — Cuenta de Energía (flujos físicos),Banco Central de Costa Rica,High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,I.1,Residential buildings,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,I.1,Residential buildings,2,ARG-007,Volúmenes de combustibles — bocas de expendio y despacho (Res. S.E. 1104/2004 y afines),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.1,Residential buildings,3,ARG-024,Datos Abiertos Energía (portal datos.gob.ar / datos.energia.gob.ar),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.2,Commercial & institutional buildings,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,I.2,Commercial & institutional buildings,2,ARG-007,Volúmenes de combustibles — bocas de expendio y despacho (Res. S.E. 1104/2004 y afines),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.2,Commercial & institutional buildings,3,ARG-024,Datos Abiertos Energía (portal datos.gob.ar / datos.energia.gob.ar),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.3,Manufacturing industries & construction,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,I.3,Manufacturing industries & construction,2,ARG-007,Volúmenes de combustibles — bocas de expendio y despacho (Res. S.E. 1104/2004 y afines),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.3,Manufacturing industries & construction,3,ARG-024,Datos Abiertos Energía (portal datos.gob.ar / datos.energia.gob.ar),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.4,Energy industries,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,I.4,Energy industries,2,ARG-006,SESCO / estadísticas de hidrocarburos (producción petróleo y gas),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.4,Energy industries,3,ARG-024,Datos Abiertos Energía (portal datos.gob.ar / datos.energia.gob.ar),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.5,"Agriculture, forestry & fishing energy",1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,I.5,"Agriculture, forestry & fishing energy",2,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,I.5,"Agriculture, forestry & fishing energy",3,ARG-003,Balance Energético Nacional (BEN),Secretaría de Energía,High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",2,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,I.8,Fugitive emissions from oil & natural gas systems,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,I.8,Fugitive emissions from oil & natural gas systems,2,ARG-006,SESCO / estadísticas de hidrocarburos (producción petróleo y gas),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,I.8,Fugitive emissions from oil & natural gas systems,3,ARG-024,Datos Abiertos Energía (portal datos.gob.ar / datos.energia.gob.ar),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,II.1,On-road transportation,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,II.1,On-road transportation,2,ARG-007,Volúmenes de combustibles — bocas de expendio y despacho (Res. S.E. 1104/2004 y afines),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,II.1,On-road transportation,3,ARG-024,Datos Abiertos Energía (portal datos.gob.ar / datos.energia.gob.ar),Secretaría de Energía,High,facility_or_asset,Primary official,Facility / asset (point sources in cities)
ARG,Argentina,II.2,Railways,1,ARG-013,Inventario de GEI de la Ciudad de Buenos Aires (IGEI CABA) — GPC,Gobierno de la Ciudad Autónoma de Buenos Aires,High,city_or_municipality,City official,City / municipality (city-ready)
ARG,Argentina,II.2,Railways,2,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
ARG,Argentina,II.2,Railways,3,ARG-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) / Informe Nacional de Inventario (INI),"Subsecretaría de Ambiente (Secretaría de Ambiente, Turismo y Deportes)",High,national,Primary official,National only (needs downscaling to city)
ARG,Argentina,II.3,Waterborne navigation,1,ARG-002,Asignación por jurisdicción del INGEI (desagregación provincial),Subsecretaría de Ambiente,High,other_or_mixed,Primary official,Mixed / other
