indicator_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_ccra_indicator,sectors_served,climatic_risks_served,risk_components,geographic_coverage,geographic_granularity,granularity_class,horizons_covered,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Households in hazard-prone areas,CRI-A035,CRI-A035-CCRA-017,OEF shared city Exposure score (population density screening),Open Earth Foundation,Exposure,Shared E — INEC distrito / WorldPop,CCRA-017,Hydrogeological Disasters,Floods; Landslides,Exposure,City AOI,Distrito burned to H grid,neighborhood_or_small_area,present,Census/estimate-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared E — distrito is usable but coarser than AGEB/LSOA; WorldPop helps inside large distritos.,GAM AOIs span many distritos.,High,OEF derived screening
Inadequate Sanitation,CRI-A001,CRI-A001-CCRA-018,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,Instituto Nacional de Estadística y Censos (INEC),Hybrid,"Population density, age structure, housing/WASH themes (census); updated distrito population counts",CCRA-018,Public Health,Diseases,Vulnerability,Costa Rica,Distrito (~491); cantón/provincia aggregates; census segments where published,neighborhood_or_small_area,present;2030;2050,Censo 2011 themes; población/vivienda 2022; proyecciones to 2050,Census cycle + annual estimates,CSV / REDATAM / PDF tables,Open,INEC open terms,Partial,https://inec.cr/,https://admin.inec.cr/,Primary E/V backbone: distrito population/age (+ Census 2011 housing/WASH). Finer than cantón; coarser than MX AGEB/UK LSOA.,Full thematic census refresh lagging vs 2022 estimates; use EHPM/ENAHO for income between censuses. GAM needs multi-distrito AOIs.,High,Primary official
Inadequate water access,CRI-A001,CRI-A001-CCRA-019,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,Instituto Nacional de Estadística y Censos (INEC),Hybrid,"Population density, age structure, housing/WASH themes (census); updated distrito population counts",CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Costa Rica,Distrito (~491); cantón/provincia aggregates; census segments where published,neighborhood_or_small_area,present;2030;2050,Censo 2011 themes; población/vivienda 2022; proyecciones to 2050,Census cycle + annual estimates,CSV / REDATAM / PDF tables,Open,INEC open terms,Partial,https://inec.cr/,https://admin.inec.cr/,Primary E/V backbone: distrito population/age (+ Census 2011 housing/WASH). Finer than cantón; coarser than MX AGEB/UK LSOA.,Full thematic census refresh lagging vs 2022 estimates; use EHPM/ENAHO for income between censuses. GAM needs multi-distrito AOIs.,High,Primary official
Inadequate water access,CRI-A021,CRI-A021-CCRA-019,AyA / ASADAS / SENARA–SINIGIRH water security & aquifer vulnerability,AyA / ASADAS / SENARA / DA,Vulnerability,Water security index and drought/water-access context,CCRA-019,Public Health; Water Resources,Diseases; Droughts,Vulnerability,Costa Rica,Utility / ASADA service; aquifer vulnerability polygons (SNIT),other_or_mixed,present,Ongoing utility & SENARA products,Periodic,Tables / OGC / portals,Partially open,Gov CR,Yes (SINIGIRH/SNIT),https://mapas.da.go.cr/mapnew.php,https://www.aya.go.cr/,Urban water (AyA) + rural ASADAS + SENARA aquifer vulnerability — strong Water security inputs for CRI.,No single national water-security index at distrito.,High,Primary official
Income,CRI-A001,CRI-A001-CCRA-020,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,Instituto Nacional de Estadística y Censos (INEC),Hybrid,"Population density, age structure, housing/WASH themes (census); updated distrito population counts",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,Costa Rica,Distrito (~491); cantón/provincia aggregates; census segments where published,neighborhood_or_small_area,present;2030;2050,Censo 2011 themes; población/vivienda 2022; proyecciones to 2050,Census cycle + annual estimates,CSV / REDATAM / PDF tables,Open,INEC open terms,Partial,https://inec.cr/,https://admin.inec.cr/,Primary E/V backbone: distrito population/age (+ Census 2011 housing/WASH). Finer than cantón; coarser than MX AGEB/UK LSOA.,Full thematic census refresh lagging vs 2022 estimates; use EHPM/ENAHO for income between censuses. GAM needs multi-distrito AOIs.,High,Primary official
Income,CRI-A002,CRI-A002-CCRA-020,PNUD–UCR–SINIRUBE Atlas de Desarrollo Humano Cantonal (IDH / IPM cantonal),PNUD / UCR / SINIRUBE,Vulnerability,Income/poverty and multi-domain human development at cantón,CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,Costa Rica,Cantón (84+),city_or_municipality,present,IDH ~2010–2022; IPM ~2020–2023,Annual atlas releases,Tables / interactive atlas,Open,PNUD/UCR terms,Downloads,https://www.undp.org/es/costa-rica,https://pnud-conocimiento.cr/,Cantonal HDI and multidimensional poverty — best systematic deprivation product (coarser than CONEVAL AGEB/SEIFA).,Cantón grain; not distrito/neighbourhood. IPMc methodology differs from INEC national IPM.,High,Research/NGO
Income,CRI-A036,CRI-A036-CCRA-020,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,Vulnerability,"Shared V — age, Atlas DH IPM/IDH, Census WASH",CCRA-020,Energy Security; Food Security; Hydrogeological Disasters; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides,Vulnerability,City AOI,Distrito (+ cantón IPM downscaled cautiously),neighborhood_or_small_area,present,INEC/Atlas-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared V from INEC + cantonal IPM — workable but less neighbourhood-rich than MEX/GBR/AUS.,IPM is cantonal; avoid over-interpreting within-cantón variation.,Medium,OEF derived screening
Industrial GDP share,CRI-A017,CRI-A017-CCRA-021,BCCR / INEC national accounts — agriculture & industry GDP shares,BCCR / INEC,Vulnerability,Agricultural and industrial GDP shares,CCRA-021,Infrastructures,Erosions; Heatwave; Landslides; Sea level rise,Vulnerability,Costa Rica,National (limited regional),national,present,Annual/quarterly,Quarterly,Tables,Open,BCCR/INEC,Partial,https://www.bccr.fi.cr/,https://inec.cr/,Official sectoral GDP for economic dependence.,Needs downscaling for city CCRA.,High,Primary official
Landslide Susceptibility,CRI-A006,CRI-A006-CCRA-022,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,Comisión Nacional de Emergencias (CNE),Hazard,Primary national Flood and Landslide Threat mapping,CCRA-022,Infrastructures,Landslides,Vulnerability,Costa Rica,National threat polygons / susceptibility maps (SNIT OGC),modeled_grid,present,CNE map vintages (ongoing updates),As CNE/SNIT refresh,OGC WMS/WFS / SHP,Open via SNIT,CNE/SNIT,Yes (OGC),https://www.snitcr.go.cr/ico_servicios_ogc,https://www.cne.go.cr/,Authoritative CNE inundation-potential and landslide threat layers published through SNIT — primary Flood/Landslide Threat for CRI cities.,Not always design-flood AEP engineering maps; climate-change flood futures limited — pair with IMN/OEF FRI.,High,Primary official
Landslide Susceptibility,CRI-A009,CRI-A009-CCRA-022,NASA LHASA + Copernicus DEM (landslide drivers; complement to CNE),NASA / ESA,Hazard,Global landslide hazard and DEM drivers for OEF landslide_hazard,CCRA-022,Infrastructures,Landslides,Vulnerability,Costa Rica,~1 km LHASA; 30 m DEM,modeled_grid,present,Model/DEM vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Global landslide drivers — CRI terrain highly relevant; prefer CNE as primary citation.,Use as OEF input / gap-fill.,Medium,International modeled
Landslide Susceptibility,CRI-A031,CRI-A031-CCRA-022,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility,CCRA-022,Infrastructures,Landslides,Vulnerability,"Pipeline-ready (highly relevant — Central Valley slopes, mountain cantones)",~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard complement; prefer CNE as primary H.,Prefer CNE citation.,High,OEF derived screening
Landslide Susceptibility,CRI-A034,CRI-A034-CCRA-022,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-022,Infrastructures,Landslides,Vulnerability,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening — high relevance in CRI.,Slope gate.,High,OEF derived screening
Landslide Threat Index,CRI-A006,CRI-A006-CCRA-023,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,Comisión Nacional de Emergencias (CNE),Hazard,Primary national Flood and Landslide Threat mapping,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Costa Rica,National threat polygons / susceptibility maps (SNIT OGC),modeled_grid,present,CNE map vintages (ongoing updates),As CNE/SNIT refresh,OGC WMS/WFS / SHP,Open via SNIT,CNE/SNIT,Yes (OGC),https://www.snitcr.go.cr/ico_servicios_ogc,https://www.cne.go.cr/,Authoritative CNE inundation-potential and landslide threat layers published through SNIT — primary Flood/Landslide Threat for CRI cities.,Not always design-flood AEP engineering maps; climate-change flood futures limited — pair with IMN/OEF FRI.,High,Primary official
Landslide Threat Index,CRI-A009,CRI-A009-CCRA-023,NASA LHASA + Copernicus DEM (landslide drivers; complement to CNE),NASA / ESA,Hazard,Global landslide hazard and DEM drivers for OEF landslide_hazard,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Costa Rica,~1 km LHASA; 30 m DEM,modeled_grid,present,Model/DEM vintages,Product versions,GeoTIFF,Open,See publishers,Yes,https://gpm.nasa.gov/landslides/,https://spacedata.copernicus.eu/,Global landslide drivers — CRI terrain highly relevant; prefer CNE as primary citation.,Use as OEF input / gap-fill.,Medium,International modeled
Landslide Threat Index,CRI-A031,CRI-A031-CCRA-023,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),Hazard,City landslide susceptibility,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,"Pipeline-ready (highly relevant — Central Valley slopes, mountain cantones)",~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/models/landslide_hazard/,OEF landslide_hazard complement; prefer CNE as primary H.,Prefer CNE citation.,High,OEF derived screening
Landslide Threat Index,CRI-A034,CRI-A034-CCRA-023,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening — high relevance in CRI.,Slope gate.,High,OEF derived screening
Landslide Threat Index,CRI-A037,CRI-A037-CCRA-023,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-023,Hydrogeological Disasters; Infrastructures,Landslides,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal stormwater GIS opens.,Screening only.,Medium,OEF derived screening
Maximum Consecutive Dry Days (CDD),CRI-A010,CRI-A010-CCRA-024,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,Hazard,"Official Costa Rican climate observations and CC projections (temp, precip, extremes, drought)",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Costa Rica,Station network / regionalized projection grids,modeled_grid,present;2030;2050,Climatology + RCP2.6/8.5 (and updates),Ongoing / scenario reports,NetCDF / reports / portals,Mostly open,IMN/MINAE,Partial,https://www.imn.ac.cr/,https://cglobal.imn.ac.cr/,Authoritative CR climate + risk analyses — prefer for citation; strong for drought/heat/precip futures.,Grid ≠ urban UHI — pair with OEF heat_hazard for GAM.,High,Primary official
Maximum Consecutive Dry Days (CDD),CRI-A011,CRI-A011-CCRA-024,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,Hazard,"Rx5day, CDD, humidity, SPEI, heatwave, FRI futures",CCRA-024,Biodiversity; Energy Security; Food Security; Water Resources,Droughts,Hazard,Global (incl. Costa Rica),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global extremes and OEF derivatives as operational CCRA rasters/futures.,Prefer IMN for official CR climate narrative.,High,International modeled
Maximum Precipitation 5 days (Rx5day),CRI-A010,CRI-A010-CCRA-025,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,Hazard,"Official Costa Rican climate observations and CC projections (temp, precip, extremes, drought)",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Costa Rica,Station network / regionalized projection grids,modeled_grid,present;2030;2050,Climatology + RCP2.6/8.5 (and updates),Ongoing / scenario reports,NetCDF / reports / portals,Mostly open,IMN/MINAE,Partial,https://www.imn.ac.cr/,https://cglobal.imn.ac.cr/,Authoritative CR climate + risk analyses — prefer for citation; strong for drought/heat/precip futures.,Grid ≠ urban UHI — pair with OEF heat_hazard for GAM.,High,Primary official
Maximum Precipitation 5 days (Rx5day),CRI-A011,CRI-A011-CCRA-025,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,Hazard,"Rx5day, CDD, humidity, SPEI, heatwave, FRI futures",CCRA-025,Food Security; Infrastructures; Public Health,Diseases; Erosions; Floods,Hazard,Global (incl. Costa Rica),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global extremes and OEF derivatives as operational CCRA rasters/futures.,Prefer IMN for official CR climate narrative.,High,International modeled
Maximum temperature,CRI-A010,CRI-A010-CCRA-026,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,Hazard,"Official Costa Rican climate observations and CC projections (temp, precip, extremes, drought)",CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Costa Rica,Station network / regionalized projection grids,modeled_grid,present;2030;2050,Climatology + RCP2.6/8.5 (and updates),Ongoing / scenario reports,NetCDF / reports / portals,Mostly open,IMN/MINAE,Partial,https://www.imn.ac.cr/,https://cglobal.imn.ac.cr/,Authoritative CR climate + risk analyses — prefer for citation; strong for drought/heat/precip futures.,Grid ≠ urban UHI — pair with OEF heat_hazard for GAM.,High,Primary official
Maximum temperature,CRI-A011,CRI-A011-CCRA-026,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,Hazard,"Rx5day, CDD, humidity, SPEI, heatwave, FRI futures",CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Global (incl. Costa Rica),0.05°–0.1° / OEF derivatives,modeled_grid,present;2030;2050,Multi-decadal + OEF futures,Near real-time / CDS,GeoTIFF / NetCDF,Open,Open/Copernicus,Yes,https://www.chc.ucsb.edu/data/chirps,https://cds.climate.copernicus.eu/,Open global extremes and OEF derivatives as operational CCRA rasters/futures.,Prefer IMN for official CR climate narrative.,High,International modeled
Maximum temperature,CRI-A030,CRI-A030-CCRA-026,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),Hazard,City LST heat hazard,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready for Costa Rican cities,~250 m,modeled_grid,present,Multi-year LST (configure dry/hot season),Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_hazard,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF heat_hazard for GAM UHI beyond IMN station grids.,LST ≠ air temperature.,High,OEF derived screening
Maximum temperature,CRI-A033,CRI-A033-CCRA-026,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,Heat risk composite,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk with INEC/Atlas DH V.,Season config.,High,OEF derived screening
Maximum temperature,CRI-A037,CRI-A037-CCRA-026,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),Hazard,Mechanism classes; drainage_constrained proxies stormwater gap,CCRA-026,Biodiversity; Energy Security; Infrastructures; Public Health,Diseases; Heatwave; Heatwaves,Hazard,Pipeline-ready,~250 m / ~90 m,modeled_grid,present,Static,Per NbS run,Categorical COG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/nbs_screening,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,OEF mechanism-type layers. Drainage_constrained remains proxy until municipal stormwater GIS opens.,Screening only.,Medium,OEF derived screening
Natural vegetation cover,CRI-A014,CRI-A014-CCRA-027,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,SINAC / FONAFIFO / UMD,Hybrid,"Forest cover, forest loss, natural vegetation",CCRA-027,Biodiversity; Hydrogeological Disasters,Droughts; Heatwaves; Landslides,Exposure; Vulnerability,Costa Rica,SINAC land-cover classes / ~30 m EO,modeled_grid,present,SINAC products + annual Hansen,Periodic/annual,SHP / GeoTIFF / OGC,Open,Gov CR / CC BY,Yes (SNIT),https://www.sinac.go.cr/,https://www.snitcr.go.cr/,Official forest/vegetation via SINAC SNIT layers plus Hansen loss dynamics.,Combine official cover with Hansen for loss.,High,Primary official
Population density,CRI-A001,CRI-A001-CCRA-028,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,Instituto Nacional de Estadística y Censos (INEC),Hybrid,"Population density, age structure, housing/WASH themes (census); updated distrito population counts",CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Costa Rica,Distrito (~491); cantón/provincia aggregates; census segments where published,neighborhood_or_small_area,present;2030;2050,Censo 2011 themes; población/vivienda 2022; proyecciones to 2050,Census cycle + annual estimates,CSV / REDATAM / PDF tables,Open,INEC open terms,Partial,https://inec.cr/,https://admin.inec.cr/,Primary E/V backbone: distrito population/age (+ Census 2011 housing/WASH). Finer than cantón; coarser than MX AGEB/UK LSOA.,Full thematic census refresh lagging vs 2022 estimates; use EHPM/ENAHO for income between censuses. GAM needs multi-distrito AOIs.,High,Primary official
Population density,CRI-A004,CRI-A004-CCRA-028,WorldPop / GHSL population grids (Costa Rica),WorldPop / JRC,Exposure,Alternate gridded population density,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Costa Rica,~100 m,modeled_grid,present;2030,Multi-epoch,Product releases,GeoTIFF,Open,CC BY / JRC,Yes,https://hub.worldpop.org/,https://ghsl.jrc.ec.europa.eu/,Continuous population rasters; prefer INEC distrito for official counts when intersecting hazards.,Modeled vs census; useful for OEF E inside GAM.,High,International modeled
Population density,CRI-A032,CRI-A032-CCRA-028,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),Hybrid,R=(H×E×V)^(1/3) with INEC distrito E/V; optional CNE H,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/flood_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF flood risk packaging for GAM multi-cantón AOIs.,Wire CNE H optionally; V grain is distrito not AGEB.,High,OEF derived screening
Population density,CRI-A033,CRI-A033-CCRA-028,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),Hybrid,Heat risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready,~250 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/heat_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF heat risk with INEC/Atlas DH V.,Season config.,High,OEF derived screening
Population density,CRI-A034,CRI-A034-CCRA-028,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),Hybrid,Landslide risk composite,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,Pipeline-ready,~90 m,modeled_grid,present,Static,Per city run,COG + tiles,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/tree/main/transformation/landslide_risk,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF landslide risk screening — high relevance in CRI.,Slope gate.,High,OEF derived screening
Population density,CRI-A035,CRI-A035-CCRA-028,OEF shared city Exposure score (population density screening),Open Earth Foundation,Exposure,Shared E — INEC distrito / WorldPop,CCRA-028,Energy Security; Food Security; Hydrogeological Disasters; Infrastructures; Public Health; Water Resources,Diseases; Droughts; Floods; Heatwaves; Landslides; Sea level rise,Exposure,City AOI,Distrito burned to H grid,neighborhood_or_small_area,present,Census/estimate-aligned,Per city run,COG / GPKG,Internal when published,CC BY 4.0,When published,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/collections/layers.yaml,https://github.com/Open-Earth-Foundation/geospatial-data/blob/main/docs/ccra_pipeline_architecture.md,OEF shared E — distrito is usable but coarser than AGEB/LSOA; WorldPop helps inside large distritos.,GAM AOIs span many distritos.,High,OEF derived screening
Port infrastructures,CRI-A012,CRI-A012-CCRA-029,IMN / MINAE / coastal studies + IPCC AR6 regional SLR (Pacífico & Caribe),IMN / MINAE / research institutes / IPCC,Hazard,Sea-level change and coastal inundation/erosion context,CCRA-029,Infrastructures,Sea level rise,Exposure,Costa Rican coasts,Coastal segments / study products / gauges,other_or_mixed,present;2030;2050,AR6 + national coastal assessments,Periodic,Reports / GIS varying,Partially open,Varies,Limited,https://cambioclimatico.minae.go.cr/,https://www.ipcc.ch/,"Coastal SLR/erosion context for Puntarenas, Limón, Guanacaste tourism coasts.",No single national open SLR inundation COG; combine with CNE coastal flood where mapped.,Medium,Primary official
Port infrastructures,CRI-A023,CRI-A023-CCRA-029,INCOP / JAPDEVA ports + OSM harbour features,INCOP / JAPDEVA / OSM,Exposure,Port infrastructures,CCRA-029,Infrastructures,Sea level rise,Exposure,"Costa Rican coasts (Caldera, Limón, etc.)",Port polygons / berths,facility_or_asset,present,Ongoing,Periodic,SHP / GeoJSON,Partially open,Varies / ODbL,Partial,https://www.incop.go.cr/,https://www.japdeva.go.cr/,Port assets for SLR/coastal storm exposure (Pacífico & Caribe).,Detailed asset GIS may be operator-restricted.,Medium,Secondary official
Power generation facilities,CRI-A019,CRI-A019-CCRA-030,ICE / ARESEP generation & plant registers; WRI Global Power Plant Database,ICE / ARESEP / WRI,Exposure,Power generation facilities,CCRA-030,Energy Security,Droughts; Heatwaves,Exposure,Costa Rica,Facility points,facility_or_asset,present,Ongoing registers,Periodic,CSV / tables / open data,Open,Gov CR / CC BY,Partial (ARESEP),https://aresep.go.cr/datos-abiertos/,https://www.grupoice.com/,Generation locations (mostly renewables) for Energy Security exposure.,Distributed/rooftop solar incomplete.,High,Primary official
Protected areas,CRI-A015,CRI-A015-CCRA-031,SINAC Áreas Silvestres Protegidas (ASP) + WDPA Costa Rica,SINAC / UNEP-WCMC,Exposure,Protected areas,CCRA-031,Biodiversity,Droughts; Heatwaves,Exposure,Costa Rica,ASP polygons (SNIT OGC),facility_or_asset,present,Continuous updates,Periodic,SHP / OGC,Open,SINAC / WDPA,Yes,https://www.sinac.go.cr/,https://www.protectedplanet.net/,Official protected areas via SNIT — among the strongest PA stacks in this country set.,WDPA as global complement.,High,Primary official
Railroad density,CRI-A018,CRI-A018-CCRA-032,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",IGN / MOPT / OSM / Microsoft,Exposure,Road/rail/port density; buildings for hazard-prone households,CCRA-032,Infrastructures,Erosions; Heatwave; Landslides,Exposure,Costa Rica,Vector networks / buildings,facility_or_asset,present,IGN/SNIT; OSM continuous,Periodic / continuous,SHP / PBF / GPKG,Open,IGN / ODbL,Yes,https://www.snitcr.go.cr/,https://download.geofabrik.de/central-america/costa-rica.html,Open transport and building exposure for CNE hazard overlays.,Rail network limited; building completeness uneven outside GAM.,High,Secondary official
Relative humidity,CRI-A010,CRI-A010-CCRA-033,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,Hazard,"Official Costa Rican climate observations and CC projections (temp, precip, extremes, drought)",CCRA-033,Public Health,Diseases,Hazard,Costa Rica,Station network / regionalized projection grids,modeled_grid,present;2030;2050,Climatology + RCP2.6/8.5 (and updates),Ongoing / scenario reports,NetCDF / reports / portals,Mostly open,IMN/MINAE,Partial,https://www.imn.ac.cr/,https://cglobal.imn.ac.cr/,Authoritative CR climate + risk analyses — prefer for citation; strong for drought/heat/precip futures.,Grid ≠ urban UHI — pair with OEF heat_hazard for GAM.,High,Primary official
