iso3,country,related_ccra_indicator,indicator_name,rank,dataset_id,dataset_name,publisher,granularity_class,authoritative_tier,confidence_level,horizons_covered,role
PHL,Philippines,CCRA-015,Health and basic services access,3,PHL-A006,"NDHS / DHS Philippines — health, WASH, nutrition",PSA / The DHS Program,state_or_province,Secondary official,High,present,primary_mapping
PHL,Philippines,CCRA-015,Health and basic services access,4,PHL-A033,HeiGIT / HDX risk assessment style composites (if published) + COD population joins,Humanitarian partners / HDX,state_or_province,Research/NGO,Medium,present,primary_mapping
PHL,Philippines,CCRA-016,Health facility density,1,PHL-A027,DOH National Health Facility Registry / healthsites.io,Department of Health / healthsites.io,facility_or_asset,Primary official,Medium,present,primary_mapping
PHL,Philippines,CCRA-016,Health facility density,2,PHL-A026,"OpenStreetMap — roads, rail, ports, health, buildings",OpenStreetMap contributors,facility_or_asset,Research/NGO,Medium,present,primary_mapping
PHL,Philippines,CCRA-016,Health facility density,3,PHL-A033,HeiGIT / HDX risk assessment style composites (if published) + COD population joins,Humanitarian partners / HDX,state_or_province,Research/NGO,Medium,present,primary_mapping
PHL,Philippines,CCRA-017,Households in hazard-prone areas,1,PHL-A007,Project NOAH — Flood hazard maps (5 / 25 / 100-year return periods),DOST / UP Resilience Institute (Project NOAH),modeled_grid,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-017,Households in hazard-prone areas,2,PHL-A008,Project NOAH — Landslide susceptibility & debris-flow / alluvial-fan hazards,DOST / UP Resilience Institute (Project NOAH),modeled_grid,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-017,Households in hazard-prone areas,3,PHL-A009,Project NOAH — Storm surge advisory hazard maps (SSA 1–4),DOST / UP Resilience Institute (Project NOAH),modeled_grid,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-017,Households in hazard-prone areas,4,PHL-A003,Philippines COD-AB — subnational administrative boundaries (ADM0–4),OCHA / HDX (PSA PSGC lineage),neighborhood_or_small_area,Secondary official,High,n/a,primary_mapping
PHL,Philippines,CCRA-017,Households in hazard-prone areas,5,PHL-A041,OEF shared city Exposure score (population density screening),Open Earth Foundation,neighborhood_or_small_area,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-018,Inadequate Sanitation,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",Philippine Statistics Authority (PSA),neighborhood_or_small_area,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-018,Inadequate Sanitation,2,PHL-A006,"NDHS / DHS Philippines — health, WASH, nutrition",PSA / The DHS Program,state_or_province,Secondary official,High,present,primary_mapping
PHL,Philippines,CCRA-019,Inadequate water access,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",Philippine Statistics Authority (PSA),neighborhood_or_small_area,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-019,Inadequate water access,2,PHL-A006,"NDHS / DHS Philippines — health, WASH, nutrition",PSA / The DHS Program,state_or_province,Secondary official,High,present,primary_mapping
PHL,Philippines,CCRA-019,Inadequate water access,3,PHL-A032,WRI Aqueduct Water Risk / water security composites,World Resources Institute,modeled_grid,International modeled,Medium,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-020,Income,1,PHL-A002,PSA poverty statistics (FIES / SAE) + OpenSTAT poverty,Philippine Statistics Authority (PSA),city_or_municipality,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-020,Income,2,PHL-A042,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,neighborhood_or_small_area,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-021,Industrial GDP share,1,PHL-A025,PSA National Accounts — agriculture & industry GDP shares,Philippine Statistics Authority,national,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-022,Landslide Susceptibility,1,PHL-A008,Project NOAH — Landslide susceptibility & debris-flow / alluvial-fan hazards,DOST / UP Resilience Institute (Project NOAH),modeled_grid,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-022,Landslide Susceptibility,2,PHL-A037,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),modeled_grid,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-022,Landslide Susceptibility,3,PHL-A040,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-022,Landslide Susceptibility,4,PHL-A018,Copernicus DEM GLO-30 (+ NAMRIA IfSAR/LiDAR via NOAH lineage),ESA Copernicus / NAMRIA (via NOAH inputs),modeled_grid,International modeled,High,n/a,primary_mapping
PHL,Philippines,CCRA-022,Landslide Susceptibility,5,PHL-A017,NASA LHASA landslide hazard (global),NASA GSFC,modeled_grid,International modeled,Medium,present,primary_mapping
PHL,Philippines,CCRA-023,Landslide Threat Index,1,PHL-A008,Project NOAH — Landslide susceptibility & debris-flow / alluvial-fan hazards,DOST / UP Resilience Institute (Project NOAH),modeled_grid,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-023,Landslide Threat Index,2,PHL-A037,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),modeled_grid,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-023,Landslide Threat Index,3,PHL-A040,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-023,Landslide Threat Index,4,PHL-A043,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),modeled_grid,OEF derived screening,Medium,present,primary_mapping
PHL,Philippines,CCRA-023,Landslide Threat Index,5,PHL-A014,"CHIRPS extreme precipitation indices (Rx5day, CDD drivers)",UCSB Climate Hazards Center / CHIRPS,modeled_grid,International modeled,High,present,primary_mapping
PHL,Philippines,CCRA-024,Maximum Consecutive Dry Days (CDD),1,PHL-A013,PAGASA CliMap — historical & CMIP6 projected climate (municipal),DOST-PAGASA,city_or_municipality,Primary official,High,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-024,Maximum Consecutive Dry Days (CDD),2,PHL-A012,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,DOST-PAGASA,state_or_province,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-024,Maximum Consecutive Dry Days (CDD),3,PHL-A014,"CHIRPS extreme precipitation indices (Rx5day, CDD drivers)",UCSB Climate Hazards Center / CHIRPS,modeled_grid,International modeled,High,present,primary_mapping
PHL,Philippines,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,PHL-A013,PAGASA CliMap — historical & CMIP6 projected climate (municipal),DOST-PAGASA,city_or_municipality,Primary official,High,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-025,Maximum Precipitation 5 days (Rx5day),2,PHL-A012,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,DOST-PAGASA,state_or_province,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-025,Maximum Precipitation 5 days (Rx5day),3,PHL-A014,"CHIRPS extreme precipitation indices (Rx5day, CDD drivers)",UCSB Climate Hazards Center / CHIRPS,modeled_grid,International modeled,High,present,primary_mapping
PHL,Philippines,CCRA-026,Maximum temperature,1,PHL-A013,PAGASA CliMap — historical & CMIP6 projected climate (municipal),DOST-PAGASA,city_or_municipality,Primary official,High,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-026,Maximum temperature,2,PHL-A036,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),modeled_grid,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-026,Maximum temperature,3,PHL-A039,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-026,Maximum temperature,4,PHL-A043,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),modeled_grid,OEF derived screening,Medium,present,primary_mapping
PHL,Philippines,CCRA-026,Maximum temperature,5,PHL-A015,SPEIbase / global SPEI + ERA5-Land heat indices (HWM/TXx),CSIC SPEI / ECMWF Copernicus (OEF transforms),modeled_grid,International modeled,High,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-027,Natural vegetation cover,1,PHL-A020,ESA WorldCover / Dynamic World + NAMRIA land cover,ESA / Google+WRI / NAMRIA,modeled_grid,International modeled,High,present,primary_mapping
PHL,Philippines,CCRA-027,Natural vegetation cover,2,PHL-A019,Hansen Global Forest Change (treecover / loss),UMD / GLAD,modeled_grid,International modeled,High,present,primary_mapping
PHL,Philippines,CCRA-028,Population density,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",Philippine Statistics Authority (PSA),neighborhood_or_small_area,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-028,Population density,2,PHL-A003,Philippines COD-AB — subnational administrative boundaries (ADM0–4),OCHA / HDX (PSA PSGC lineage),neighborhood_or_small_area,Secondary official,High,n/a,primary_mapping
PHL,Philippines,CCRA-028,Population density,3,PHL-A041,OEF shared city Exposure score (population density screening),Open Earth Foundation,neighborhood_or_small_area,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-028,Population density,4,PHL-A038,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-028,Population density,5,PHL-A039,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-029,Port infrastructures,1,PHL-A028,PPA port statistics & port infrastructure locations,Philippine Ports Authority,facility_or_asset,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-029,Port infrastructures,2,PHL-A009,Project NOAH — Storm surge advisory hazard maps (SSA 1–4),DOST / UP Resilience Institute (Project NOAH),modeled_grid,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-029,Port infrastructures,3,PHL-A016,NASA / IPCC sea-level change & coastal elevation proxies,NASA Sea Level Change / IPCC (+ CoastalDEM),modeled_grid,International modeled,Medium,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-029,Port infrastructures,4,PHL-A026,"OpenStreetMap — roads, rail, ports, health, buildings",OpenStreetMap contributors,facility_or_asset,Research/NGO,Medium,present,primary_mapping
PHL,Philippines,CCRA-030,Power generation facilities,1,PHL-A029,Global Power Plant Database / DOE power plant lists,WRI / Department of Energy,facility_or_asset,International modeled,High,present,primary_mapping
PHL,Philippines,CCRA-031,Protected areas,1,PHL-A021,World Database on Protected Areas (WDPA) + NIPAS sites,UNEP-WCMC / DENR-BMB,facility_or_asset,International modeled,High,present,primary_mapping
PHL,Philippines,CCRA-032,Railroad density,1,PHL-A026,"OpenStreetMap — roads, rail, ports, health, buildings",OpenStreetMap contributors,facility_or_asset,Research/NGO,Medium,present,primary_mapping
PHL,Philippines,CCRA-033,Relative humidity,1,PHL-A013,PAGASA CliMap — historical & CMIP6 projected climate (municipal),DOST-PAGASA,city_or_municipality,Primary official,High,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-033,Relative humidity,2,PHL-A015,SPEIbase / global SPEI + ERA5-Land heat indices (HWM/TXx),CSIC SPEI / ECMWF Copernicus (OEF transforms),modeled_grid,International modeled,High,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-034,Road density,1,PHL-A026,"OpenStreetMap — roads, rail, ports, health, buildings",OpenStreetMap contributors,facility_or_asset,Research/NGO,Medium,present,primary_mapping
PHL,Philippines,CCRA-035,Sea Level change,1,PHL-A009,Project NOAH — Storm surge advisory hazard maps (SSA 1–4),DOST / UP Resilience Institute (Project NOAH),modeled_grid,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-035,Sea Level change,2,PHL-A016,NASA / IPCC sea-level change & coastal elevation proxies,NASA Sea Level Change / IPCC (+ CoastalDEM),modeled_grid,International modeled,Medium,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),1,PHL-A012,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,DOST-PAGASA,state_or_province,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),2,PHL-A015,SPEIbase / global SPEI + ERA5-Land heat indices (HWM/TXx),CSIC SPEI / ECMWF Copernicus (OEF transforms),modeled_grid,International modeled,High,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-037,Total precipitation,1,PHL-A013,PAGASA CliMap — historical & CMIP6 projected climate (municipal),DOST-PAGASA,city_or_municipality,Primary official,High,present;2030;2050,primary_mapping
PHL,Philippines,CCRA-037,Total precipitation,2,PHL-A012,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,DOST-PAGASA,state_or_province,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-037,Total precipitation,3,PHL-A014,"CHIRPS extreme precipitation indices (Rx5day, CDD drivers)",UCSB Climate Hazards Center / CHIRPS,modeled_grid,International modeled,High,present,primary_mapping
PHL,Philippines,CCRA-038,Urban infrastructure social vulnerability,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",Philippine Statistics Authority (PSA),neighborhood_or_small_area,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-038,Urban infrastructure social vulnerability,2,PHL-A002,PSA poverty statistics (FIES / SAE) + OpenSTAT poverty,Philippine Statistics Authority (PSA),city_or_municipality,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-038,Urban infrastructure social vulnerability,3,PHL-A042,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,neighborhood_or_small_area,OEF derived screening,High,present,primary_mapping
PHL,Philippines,CCRA-038,Urban infrastructure social vulnerability,4,PHL-A031,Microsoft Building Footprints / Google Open Buildings (PHL),Microsoft / Google,facility_or_asset,International modeled,Medium,present,primary_mapping
PHL,Philippines,CCRA-038,Urban infrastructure social vulnerability,5,PHL-A026,"OpenStreetMap — roads, rail, ports, health, buildings",OpenStreetMap contributors,facility_or_asset,Research/NGO,Medium,present,primary_mapping
PHL,Philippines,CCRA-039,Urban stormwater drainage coverage,1,PHL-A043,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),modeled_grid,OEF derived screening,Medium,present,related_proxy
PHL,Philippines,CCRA-040,Waste Collection,1,PHL-A001,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",Philippine Statistics Authority (PSA),neighborhood_or_small_area,Primary official,High,present,primary_mapping
PHL,Philippines,CCRA-041,Water security index,1,PHL-A024,NIA / DA irrigation service areas + FAO WaPOR,National Irrigation Administration / FAO,facility_or_asset,Primary official,Medium,present,primary_mapping
PHL,Philippines,CCRA-041,Water security index,2,PHL-A032,WRI Aqueduct Water Risk / water security composites,World Resources Institute,modeled_grid,International modeled,Medium,present;2030;2050,primary_mapping
AUS,Australia,CCRA-001,Age Distribution,1,AUS-A001,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-001,Age Distribution,2,AUS-A036,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,neighborhood_or_small_area,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-001,Age Distribution,3,AUS-A033,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-002,Agricultural GDP share,1,AUS-A016,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,ABARES / ABS / DAFF,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-002,Agricultural GDP share,2,AUS-A020,ABS National Accounts / state GVA by industry (agriculture & industry shares),Australian Bureau of Statistics,national,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-003,Agricultural establishment density,1,AUS-A016,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,ABARES / ABS / DAFF,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-004,Agricultural land area,1,AUS-A016,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,ABARES / ABS / DAFF,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-005,Areas of global conservation value,1,AUS-A018,Collaborative Australian Protected Areas Database (CAPAD) / WDPA,DCCEEW / UNEP-WCMC,facility_or_asset,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-005,Areas of global conservation value,2,AUS-A019,Biodiversity Intactness Index + Key Biodiversity Areas (Australia),NHM / BirdLife,modeled_grid,Research/NGO,Medium,present,primary_mapping
AUS,Australia,CCRA-006,Biodiversity Intactness Index (BII),1,AUS-A019,Biodiversity Intactness Index + Key Biodiversity Areas (Australia),NHM / BirdLife,modeled_grid,Research/NGO,Medium,present,primary_mapping
AUS,Australia,CCRA-007,Confirmed disease cases,1,AUS-A005,AIHW / state health facility directories + OSM healthcare POIs,AIHW / state health departments / OSM,facility_or_asset,Secondary official,Medium,present,primary_mapping
AUS,Australia,CCRA-008,Dependence on large-scale irrigation,1,AUS-A016,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,ABARES / ABS / DAFF,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-009,Electricity consumption,1,AUS-A022,AEMO / CER generator registers + WRI Global Power Plant Database,AEMO / Clean Energy Regulator / WRI,facility_or_asset,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-009,Electricity consumption,2,AUS-A023,Australian Energy Statistics / AER / ABS Energy Account; postcode/SA2 electricity use research,DCCEEW / AER / ABS,other_or_mixed,Primary official,Medium,present,primary_mapping
AUS,Australia,CCRA-010,Energy poverty,1,AUS-A001,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-010,Energy poverty,2,AUS-A002,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,Australian Bureau of Statistics,neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-010,Energy poverty,3,AUS-A023,Australian Energy Statistics / AER / ABS Energy Account; postcode/SA2 electricity use research,DCCEEW / AER / ABS,other_or_mixed,Primary official,Medium,present,primary_mapping
AUS,Australia,CCRA-011,Flood Threat Index,1,AUS-A008,GA Water Observations from Space (WOfS) / DEA Water Observations — historic inundation frequency,Geoscience Australia / Digital Earth Australia,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-011,Flood Threat Index,2,AUS-A006,Australian Flood Risk Information Portal (AFRIP) / GA Flood Study Database + WMS/WFS,Geoscience Australia,other_or_mixed,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-011,Flood Threat Index,3,AUS-A007,State/territory flood hazard portals (NSW SES Flood Data / QLD FloodCheck / VIC FloodZoom / WA/SA/NT/ACT council & SES layers),State SES / water / planning agencies,other_or_mixed,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-011,Flood Threat Index,4,AUS-A029,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),modeled_grid,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-011,Flood Threat Index,5,AUS-A032,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-012,Food production and marketing,1,AUS-A016,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,ABARES / ABS / DAFF,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-013,Forest cover,1,AUS-A017,Australia's State of the Forests / National Forest Inventory + Hansen GFC + DEA land cover,DAFF / ABARES / UMD / DEA,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-014,Forest loss,1,AUS-A017,Australia's State of the Forests / National Forest Inventory + Hansen GFC + DEA land cover,DAFF / ABARES / UMD / DEA,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-015,Health and basic services access,1,AUS-A001,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-015,Health and basic services access,2,AUS-A002,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,Australian Bureau of Statistics,neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-015,Health and basic services access,3,AUS-A005,AIHW / state health facility directories + OSM healthcare POIs,AIHW / state health departments / OSM,facility_or_asset,Secondary official,Medium,present,primary_mapping
AUS,Australia,CCRA-016,Health facility density,1,AUS-A005,AIHW / state health facility directories + OSM healthcare POIs,AIHW / state health departments / OSM,facility_or_asset,Secondary official,Medium,present,primary_mapping
AUS,Australia,CCRA-017,Households in hazard-prone areas,1,AUS-A003,ABS ASGS Edition 3 digital boundaries (Mesh Block / SA1 / SA2 / LGA / GCCSA),Australian Bureau of Statistics,neighborhood_or_small_area,Primary official,High,n/a,primary_mapping
AUS,Australia,CCRA-017,Households in hazard-prone areas,2,AUS-A008,GA Water Observations from Space (WOfS) / DEA Water Observations — historic inundation frequency,Geoscience Australia / Digital Earth Australia,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-017,Households in hazard-prone areas,3,AUS-A006,Australian Flood Risk Information Portal (AFRIP) / GA Flood Study Database + WMS/WFS,Geoscience Australia,other_or_mixed,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-017,Households in hazard-prone areas,4,AUS-A007,State/territory flood hazard portals (NSW SES Flood Data / QLD FloodCheck / VIC FloodZoom / WA/SA/NT/ACT council & SES layers),State SES / water / planning agencies,other_or_mixed,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-017,Households in hazard-prone areas,5,AUS-A015,GA National Landslide Database / state landslide susceptibility inventories + DEM drivers,Geoscience Australia / state geological surveys,other_or_mixed,Primary official,Medium,present,primary_mapping
AUS,Australia,CCRA-018,Inadequate Sanitation,1,AUS-A001,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-019,Inadequate water access,1,AUS-A001,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-019,Inadequate water access,2,AUS-A024,BOM National Performance Report (urban water) + National Water Account + Water Market Information,Bureau of Meteorology / ABARES,city_or_municipality,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-020,Income,1,AUS-A001,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",Australian Bureau of Statistics (ABS),neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-020,Income,2,AUS-A002,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,Australian Bureau of Statistics,neighborhood_or_small_area,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-020,Income,3,AUS-A036,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,neighborhood_or_small_area,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-021,Industrial GDP share,1,AUS-A020,ABS National Accounts / state GVA by industry (agriculture & industry shares),Australian Bureau of Statistics,national,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-022,Landslide Susceptibility,1,AUS-A015,GA National Landslide Database / state landslide susceptibility inventories + DEM drivers,Geoscience Australia / state geological surveys,other_or_mixed,Primary official,Medium,present,primary_mapping
AUS,Australia,CCRA-022,Landslide Susceptibility,2,AUS-A031,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),modeled_grid,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-022,Landslide Susceptibility,3,AUS-A034,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-022,Landslide Susceptibility,4,AUS-A010,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,modeled_grid,International modeled,Medium,present,primary_mapping
AUS,Australia,CCRA-023,Landslide Threat Index,1,AUS-A015,GA National Landslide Database / state landslide susceptibility inventories + DEM drivers,Geoscience Australia / state geological surveys,other_or_mixed,Primary official,Medium,present,primary_mapping
AUS,Australia,CCRA-023,Landslide Threat Index,2,AUS-A031,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),modeled_grid,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-023,Landslide Threat Index,3,AUS-A034,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),modeled_grid,OEF derived screening,High,present,primary_mapping
AUS,Australia,CCRA-023,Landslide Threat Index,4,AUS-A037,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),modeled_grid,OEF derived screening,Medium,present,primary_mapping
AUS,Australia,CCRA-023,Landslide Threat Index,5,AUS-A010,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,modeled_grid,International modeled,Medium,present,primary_mapping
AUS,Australia,CCRA-024,Maximum Consecutive Dry Days (CDD),1,AUS-A012,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-024,Maximum Consecutive Dry Days (CDD),2,AUS-A011,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,modeled_grid,Primary official,High,present;2030;2050,primary_mapping
AUS,Australia,CCRA-024,Maximum Consecutive Dry Days (CDD),3,AUS-A013,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,modeled_grid,International modeled,High,present;2030;2050,primary_mapping
AUS,Australia,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,AUS-A012,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-025,Maximum Precipitation 5 days (Rx5day),2,AUS-A011,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,modeled_grid,Primary official,High,present;2030;2050,primary_mapping
AUS,Australia,CCRA-025,Maximum Precipitation 5 days (Rx5day),3,AUS-A013,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,modeled_grid,International modeled,High,present;2030;2050,primary_mapping
AUS,Australia,CCRA-026,Maximum temperature,1,AUS-A012,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,Bureau of Meteorology,modeled_grid,Primary official,High,present,primary_mapping
AUS,Australia,CCRA-026,Maximum temperature,2,AUS-A011,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CSIRO / Bureau of Meteorology / DCCEEW,modeled_grid,Primary official,High,present;2030;2050,primary_mapping
