iso3,country,tier,score,related_ccra_indicator,indicator_name,dataset_count,proxy_dataset_count,coverage_status,readiness_status,best_granularity_class,best_granularity_label,needs_city_downscaling,top_dataset_1,top_dataset_1_id,top_dataset_2,top_dataset_3,top_note
PHL,Philippines,A,90,CCRA-023,Landslide Threat Index,7,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Project NOAH — Landslide susceptibility & debris-flow / alluvial-fan hazards,PHL-A008,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
PHL,Philippines,A,90,CCRA-024,Maximum Consecutive Dry Days (CDD),3,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,PAGASA CliMap — historical & CMIP6 projected climate (municipal),PHL-A013,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,"CHIRPS extreme precipitation indices (Rx5day, CDD drivers)",
PHL,Philippines,A,90,CCRA-025,Maximum Precipitation 5 days (Rx5day),3,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,PAGASA CliMap — historical & CMIP6 projected climate (municipal),PHL-A013,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,"CHIRPS extreme precipitation indices (Rx5day, CDD drivers)",
PHL,Philippines,A,90,CCRA-026,Maximum temperature,5,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,PAGASA CliMap — historical & CMIP6 projected climate (municipal),PHL-A013,OEF Heat Hazard Score (city screening ensemble),OEF Heat Risk Score H×E×V (city screening),
PHL,Philippines,A,90,CCRA-027,Natural vegetation cover,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,ESA WorldCover / Dynamic World + NAMRIA land cover,PHL-A020,Hansen Global Forest Change (treecover / loss),,
PHL,Philippines,A,90,CCRA-028,Population density,9,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",PHL-A001,Philippines COD-AB — subnational administrative boundaries (ADM0–4),OEF shared city Exposure score (population density screening),
PHL,Philippines,A,90,CCRA-029,Port infrastructures,4,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,PPA port statistics & port infrastructure locations,PHL-A028,Project NOAH — Storm surge advisory hazard maps (SSA 1–4),NASA / IPCC sea-level change & coastal elevation proxies,
PHL,Philippines,A,90,CCRA-030,Power generation facilities,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,Global Power Plant Database / DOE power plant lists,PHL-A029,,,
PHL,Philippines,A,90,CCRA-031,Protected areas,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,World Database on Protected Areas (WDPA) + NIPAS sites,PHL-A021,,,
PHL,Philippines,A,90,CCRA-032,Railroad density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"OpenStreetMap — roads, rail, ports, health, buildings",PHL-A026,,,
PHL,Philippines,A,90,CCRA-033,Relative humidity,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,PAGASA CliMap — historical & CMIP6 projected climate (municipal),PHL-A013,SPEIbase / global SPEI + ERA5-Land heat indices (HWM/TXx),,
PHL,Philippines,A,90,CCRA-034,Road density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"OpenStreetMap — roads, rail, ports, health, buildings",PHL-A026,,,
PHL,Philippines,A,90,CCRA-035,Sea Level change,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Project NOAH — Storm surge advisory hazard maps (SSA 1–4),PHL-A009,NASA / IPCC sea-level change & coastal elevation proxies,,
PHL,Philippines,A,90,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),2,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,PHL-A012,SPEIbase / global SPEI + ERA5-Land heat indices (HWM/TXx),,
PHL,Philippines,A,90,CCRA-037,Total precipitation,3,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,PAGASA CliMap — historical & CMIP6 projected climate (municipal),PHL-A013,PAGASA drought / dry-spell assessments + SPEI/SPI agri-impact maps,"CHIRPS extreme precipitation indices (Rx5day, CDD drivers)",
PHL,Philippines,A,90,CCRA-038,Urban infrastructure social vulnerability,5,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",PHL-A001,PSA poverty statistics (FIES / SAE) + OpenSTAT poverty,OEF shared city Vulnerability score (age/social screening),
PHL,Philippines,A,90,CCRA-039,Urban stormwater drainage coverage,0,1,missing,missing,unknown,Gap,n/a,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),PHL-A043,,,related proxies only (hard gap)
PHL,Philippines,A,90,CCRA-040,Waste Collection,1,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"PSA Census of Population and Housing 2020 — barangay population, age/sex, housing & WASH",PHL-A001,,,
PHL,Philippines,A,90,CCRA-041,Water security index,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,NIA / DA irrigation service areas + FAO WaPOR,PHL-A024,WRI Aqueduct Water Risk / water security composites,,
AUS,Australia,A,88,CCRA-001,Age Distribution,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",AUS-A001,OEF shared city Vulnerability score (age/social screening),OEF Heat Risk Score H×E×V (city screening),
AUS,Australia,A,88,CCRA-002,Agricultural GDP share,2,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,AUS-A016,ABS National Accounts / state GVA by industry (agriculture & industry shares),,
AUS,Australia,A,88,CCRA-003,Agricultural establishment density,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,AUS-A016,,,
AUS,Australia,A,88,CCRA-004,Agricultural land area,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,AUS-A016,,,
AUS,Australia,A,88,CCRA-005,Areas of global conservation value,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Collaborative Australian Protected Areas Database (CAPAD) / WDPA,AUS-A018,Biodiversity Intactness Index + Key Biodiversity Areas (Australia),,
AUS,Australia,A,88,CCRA-006,Biodiversity Intactness Index (BII),1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Biodiversity Intactness Index + Key Biodiversity Areas (Australia),AUS-A019,,,
AUS,Australia,A,88,CCRA-007,Confirmed disease cases,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,AIHW / state health facility directories + OSM healthcare POIs,AUS-A005,,,
AUS,Australia,A,88,CCRA-008,Dependence on large-scale irrigation,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,AUS-A016,,,
AUS,Australia,A,88,CCRA-009,Electricity consumption,2,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,AEMO / CER generator registers + WRI Global Power Plant Database,AUS-A022,Australian Energy Statistics / AER / ABS Energy Account; postcode/SA2 electricity use research,,
AUS,Australia,A,88,CCRA-010,Energy poverty,3,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",AUS-A001,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,Australian Energy Statistics / AER / ABS Energy Account; postcode/SA2 electricity use research,
AUS,Australia,A,88,CCRA-011,Flood Threat Index,9,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,GA Water Observations from Space (WOfS) / DEA Water Observations — historic inundation frequency,AUS-A008,Australian Flood Risk Information Portal (AFRIP) / GA Flood Study Database + WMS/WFS,State/territory flood hazard portals (NSW SES Flood Data / QLD FloodCheck / VIC FloodZoom / WA/SA/NT/ACT council & SES layers),
AUS,Australia,A,88,CCRA-012,Food production and marketing,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,ABARES / ABS Agricultural Census + Catchment Scale Land Use (CLUM) / irrigated agriculture layers,AUS-A016,,,
AUS,Australia,A,88,CCRA-013,Forest cover,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Australia's State of the Forests / National Forest Inventory + Hansen GFC + DEA land cover,AUS-A017,,,
AUS,Australia,A,88,CCRA-014,Forest loss,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Australia's State of the Forests / National Forest Inventory + Hansen GFC + DEA land cover,AUS-A017,,,
AUS,Australia,A,88,CCRA-015,Health and basic services access,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",AUS-A001,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,AIHW / state health facility directories + OSM healthcare POIs,
AUS,Australia,A,88,CCRA-016,Health facility density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,AIHW / state health facility directories + OSM healthcare POIs,AUS-A005,,,
AUS,Australia,A,88,CCRA-017,Households in hazard-prone areas,11,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,ABS ASGS Edition 3 digital boundaries (Mesh Block / SA1 / SA2 / LGA / GCCSA),AUS-A003,GA Water Observations from Space (WOfS) / DEA Water Observations — historic inundation frequency,Australian Flood Risk Information Portal (AFRIP) / GA Flood Study Database + WMS/WFS,
AUS,Australia,A,88,CCRA-018,Inadequate Sanitation,1,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",AUS-A001,,,
AUS,Australia,A,88,CCRA-019,Inadequate water access,2,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",AUS-A001,BOM National Performance Report (urban water) + National Water Account + Water Market Information,,
AUS,Australia,A,88,CCRA-020,Income,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",AUS-A001,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,OEF shared city Vulnerability score (age/social screening),
AUS,Australia,A,88,CCRA-021,Industrial GDP share,1,0,covered,needs downscaling (national),national,National (needs downscaling),yes,ABS National Accounts / state GVA by industry (agriculture & industry shares),AUS-A020,,,
AUS,Australia,A,88,CCRA-022,Landslide Susceptibility,4,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,GA National Landslide Database / state landslide susceptibility inventories + DEM drivers,AUS-A015,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
AUS,Australia,A,88,CCRA-023,Landslide Threat Index,5,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,GA National Landslide Database / state landslide susceptibility inventories + DEM drivers,AUS-A015,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
AUS,Australia,A,88,CCRA-024,Maximum Consecutive Dry Days (CDD),3,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,AUS-A012,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,
AUS,Australia,A,88,CCRA-025,Maximum Precipitation 5 days (Rx5day),3,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,AUS-A012,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,
AUS,Australia,A,88,CCRA-026,Maximum temperature,5,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,AUS-A012,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),OEF Heat Hazard Score (city screening ensemble),
AUS,Australia,A,88,CCRA-027,Natural vegetation cover,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Australia's State of the Forests / National Forest Inventory + Hansen GFC + DEA land cover,AUS-A017,,,
AUS,Australia,A,88,CCRA-028,Population density,6,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",AUS-A001,OEF shared city Exposure score (population density screening),OEF Flood Risk Score H×E×V (city screening),
AUS,Australia,A,88,CCRA-029,Port infrastructures,2,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,CoastAdapt / Canute / GA coastal + IPCC AR6 regional SLR; state coastal hazard overlays,AUS-A014,Ports Australia / GA maritime infrastructure / OSM harbour features,,
AUS,Australia,A,88,CCRA-030,Power generation facilities,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,AEMO / CER generator registers + WRI Global Power Plant Database,AUS-A022,,,
AUS,Australia,A,88,CCRA-031,Protected areas,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,Collaborative Australian Protected Areas Database (CAPAD) / WDPA,AUS-A018,,,
AUS,Australia,A,88,CCRA-032,Railroad density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"Geoscape / OSM / PSMA — roads, rail, ports, buildings; Microsoft footprints",AUS-A021,,,
AUS,Australia,A,88,CCRA-033,Relative humidity,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,AUS-A012,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
AUS,Australia,A,88,CCRA-034,Road density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"Geoscape / OSM / PSMA — roads, rail, ports, buildings; Microsoft footprints",AUS-A021,,,
AUS,Australia,A,88,CCRA-035,Sea Level change,2,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),AUS-A011,CoastAdapt / Canute / GA coastal + IPCC AR6 regional SLR; state coastal hazard overlays,,
AUS,Australia,A,88,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),3,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,AUS-A012,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,
AUS,Australia,A,88,CCRA-037,Total precipitation,3,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,AUS-A012,Climate Change in Australia / NCRA / CSIRO–BoM national climate projections (CMIP),CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,
AUS,Australia,A,88,CCRA-038,Urban infrastructure social vulnerability,4,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"ABS Census of Population and Housing 2021 — SA1/SA2 General Community Profiles (age, income, housing, dwellings)",AUS-A001,ABS SEIFA 2021 (IRSD / IRSAD / IER / IEO) — SA1,"Geoscape / OSM / PSMA — roads, rail, ports, buildings; Microsoft footprints",
AUS,Australia,A,88,CCRA-039,Urban stormwater drainage coverage,0,0,missing,missing,unknown,Gap,n/a,,,,,
AUS,Australia,A,88,CCRA-040,Waste Collection,1,0,covered,city-ready,city_or_municipality,City / municipality (city-ready),no,ABS / state waste statistics + council kerbside collection open data,AUS-A025,,,
AUS,Australia,A,88,CCRA-041,Water security index,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,BOM National Performance Report (urban water) + National Water Account + Water Market Information,AUS-A024,Bureau of Meteorology climate grids / AWAP / AGCD + drought statements; SPEI/CDD/Rx5day derivable,,
CAN,Canada,A,86,CCRA-001,Age Distribution,4,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",CAN-A001,OEF shared city Vulnerability score (age/social screening),OEF Heat Risk Score H×E×V (city screening),
CAN,Canada,A,86,CCRA-002,Agricultural GDP share,2,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,AAFC Annual Crop Inventory + Census of Agriculture,CAN-A016,StatCan National Accounts / provincial GDP by industry,,
CAN,Canada,A,86,CCRA-003,Agricultural establishment density,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,AAFC Annual Crop Inventory + Census of Agriculture,CAN-A016,,,
CAN,Canada,A,86,CCRA-004,Agricultural land area,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,AAFC Annual Crop Inventory + Census of Agriculture,CAN-A016,,,
CAN,Canada,A,86,CCRA-005,Areas of global conservation value,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Canadian Protected and Conserved Areas Database (CPCAD) / WDPA,CAN-A018,Biodiversity Intactness Index + KBAs (Canada),,
CAN,Canada,A,86,CCRA-006,Biodiversity Intactness Index (BII),1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,Biodiversity Intactness Index + KBAs (Canada),CAN-A019,,,
CAN,Canada,A,86,CCRA-007,Confirmed disease cases,1,0,covered,needs downscaling (state),state_or_province,State / province (needs downscaling),yes,CCHS / provincial health indicators; PHAC disease surveillance (aggregates),CAN-A005,,,
CAN,Canada,A,86,CCRA-008,Dependence on large-scale irrigation,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,AAFC Annual Crop Inventory + Census of Agriculture,CAN-A016,,,
CAN,Canada,A,86,CCRA-009,Electricity consumption,1,0,covered,mixed,other_or_mixed,Mixed / other,no,StatCan / CER energy use; provincial utility open data; energy poverty research,CAN-A025,,,
CAN,Canada,A,86,CCRA-010,Energy poverty,3,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",CAN-A001,StatCan / CER energy use; provincial utility open data; energy poverty research,Canadian Area-Level Social Determinants of Health Indicators (CASDOHI) / DA socioeconomic compilations,
CAN,Canada,A,86,CCRA-011,Flood Threat Index,9,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,"NRCan Flood Susceptibility Mapping (historic, trends, future) — national ~30 m",CAN-A006,Canada Flood Map Inventory (CFM) + FHIMP provincial/territorial flood hazard maps,OEF Flood Hazard Score (city screening ensemble),
CAN,Canada,A,86,CCRA-012,Food production and marketing,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,AAFC Annual Crop Inventory + Census of Agriculture,CAN-A016,,,
CAN,Canada,A,86,CCRA-013,Forest cover,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",CAN-A017,,,
CAN,Canada,A,86,CCRA-014,Forest loss,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",CAN-A017,,,
CAN,Canada,A,86,CCRA-015,Health and basic services access,4,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",CAN-A001,CCHS / provincial health indicators; PHAC disease surveillance (aggregates),Health facility locations (CIHI / provincial open data / OSM),
CAN,Canada,A,86,CCRA-016,Health facility density,2,0,covered,mixed,facility_or_asset,Facility / asset (city-usable),no,CCHS / provincial health indicators; PHAC disease surveillance (aggregates),CAN-A005,Health facility locations (CIHI / provincial open data / OSM),,
CAN,Canada,A,86,CCRA-017,Households in hazard-prone areas,12,0,covered,mixed,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,Statistics Canada Census Boundary Files + Cartographic Boundary Files (DA/CSD/CT),CAN-A002,CanCoast coastal sensitivity indices + relative sea-level change,"NRCan Flood Susceptibility Mapping (historic, trends, future) — national ~30 m",
CAN,Canada,A,86,CCRA-018,Inadequate Sanitation,1,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",CAN-A001,,,
CAN,Canada,A,86,CCRA-019,Inadequate water access,2,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",CAN-A001,WRI Aqueduct Water Risk + StatCan water use / municipal water surveys,,
CAN,Canada,A,86,CCRA-020,Income,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",CAN-A001,OEF shared city Vulnerability score (age/social screening),Canadian Area-Level Social Determinants of Health Indicators (CASDOHI) / DA socioeconomic compilations,
CAN,Canada,A,86,CCRA-021,Industrial GDP share,1,0,covered,needs downscaling (national),national,National (needs downscaling),yes,StatCan National Accounts / provincial GDP by industry,CAN-A020,,,
CAN,Canada,A,86,CCRA-022,Landslide Susceptibility,4,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,GSC / provincial landslide inventories & susceptibility products,CAN-A009,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
CAN,Canada,A,86,CCRA-023,Landslide Threat Index,5,0,covered,mixed,modeled_grid,Modeled grid (city screening),no,GSC / provincial landslide inventories & susceptibility products,CAN-A009,OEF Landslide Hazard Score (city screening ensemble),OEF Landslide Risk Score H×E×V (city screening),
CAN,Canada,A,86,CCRA-024,Maximum Consecutive Dry Days (CDD),3,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"AAFC / ECCC drought monitoring (CGMS, SPEI/SPI products)",CAN-A012,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,
CAN,Canada,A,86,CCRA-025,Maximum Precipitation 5 days (Rx5day),2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",CAN-A011,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
CAN,Canada,A,86,CCRA-026,Maximum temperature,5,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",CAN-A011,OEF Heat Hazard Score (city screening ensemble),OEF Heat Risk Score H×E×V (city screening),
CAN,Canada,A,86,CCRA-027,Natural vegetation cover,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",CAN-A017,,,
CAN,Canada,A,86,CCRA-028,Population density,7,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,Statistics Canada Census Boundary Files + Cartographic Boundary Files (DA/CSD/CT),CAN-A002,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",OEF shared city Exposure score (population density screening),
CAN,Canada,A,86,CCRA-029,Port infrastructures,4,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,CAN-EWLAT — Canadian Extreme Water Level Adaptation Tool,CAN-A015,CanCoast coastal sensitivity indices + relative sea-level change,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",
CAN,Canada,A,86,CCRA-030,Power generation facilities,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,CER / WRI Global Power Plant Database — generation facilities,CAN-A024,,,
CAN,Canada,A,86,CCRA-031,Protected areas,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,Canadian Protected and Conserved Areas Database (CPCAD) / WDPA,CAN-A018,,,
CAN,Canada,A,86,CCRA-032,Railroad density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",CAN-A021,,,
CAN,Canada,A,86,CCRA-033,Relative humidity,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",CAN-A011,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,,
CAN,Canada,A,86,CCRA-034,Road density,1,0,covered,facility,facility_or_asset,Facility / asset (city-usable),no,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",CAN-A021,,,
CAN,Canada,A,86,CCRA-035,Sea Level change,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,CAN-EWLAT — Canadian Extreme Water Level Adaptation Tool,CAN-A015,CanCoast coastal sensitivity indices + relative sea-level change,,
CAN,Canada,A,86,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),3,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"AAFC / ECCC drought monitoring (CGMS, SPEI/SPI products)",CAN-A012,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,
CAN,Canada,A,86,CCRA-037,Total precipitation,2,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,"AAFC / ECCC drought monitoring (CGMS, SPEI/SPI products)",CAN-A012,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",,
CAN,Canada,A,86,CCRA-038,Urban infrastructure social vulnerability,5,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",CAN-A001,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",OEF shared city Vulnerability score (age/social screening),
CAN,Canada,A,86,CCRA-039,Urban stormwater drainage coverage,0,1,missing,missing,unknown,Gap,n/a,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),CAN-A037,,,related proxies only (hard gap)
CAN,Canada,A,86,CCRA-040,Waste Collection,1,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",CAN-A001,,,
CAN,Canada,A,86,CCRA-041,Water security index,1,0,covered,city-ready,modeled_grid,Modeled grid (city screening),no,WRI Aqueduct Water Risk + StatCan water use / municipal water surveys,CAN-A027,,,
CRI,Costa Rica,B,72,CCRA-001,Age Distribution,3,0,covered,city-ready,neighborhood_or_small_area,Neighborhood / small area (city-ready),no,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,CRI-A001,OEF Heat Risk Score H×E×V (city screening),OEF shared city Vulnerability score (age/social screening),
CRI,Costa Rica,B,72,CCRA-002,Agricultural GDP share,2,0,covered,needs downscaling (national),other_or_mixed,Mixed / other,yes,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,CRI-A013,BCCR / INEC national accounts — agriculture & industry GDP shares,,
CRI,Costa Rica,B,72,CCRA-003,Agricultural establishment density,1,0,covered,mixed,other_or_mixed,Mixed / other,no,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,CRI-A013,,,
CRI,Costa Rica,B,72,CCRA-004,Agricultural land area,1,0,covered,mixed,other_or_mixed,Mixed / other,no,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,CRI-A013,,,
