iso3,country,track,cell_id,cell_name,covered,years_covered,year_frac,best_tier,city_ready,best_dataset_id,best_dataset_name,notes
CAN,Canada,adaptation,CCRA-013,Forest cover,1,1,0.1,T1,1,CAN-A017,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",
CAN,Canada,adaptation,CCRA-014,Forest loss,1,1,0.1,T1,1,CAN-A017,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",
CAN,Canada,adaptation,CCRA-015,Health and basic services access,1,10,1.0,T1,1,CAN-A001,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",
CAN,Canada,adaptation,CCRA-016,Health facility density,1,1,0.1,T1,1,CAN-A005,CCHS / provincial health indicators; PHAC disease surveillance (aggregates),
CAN,Canada,adaptation,CCRA-017,Households in hazard-prone areas,1,10,1.0,T1,1,CAN-A002,Statistics Canada Census Boundary Files + Cartographic Boundary Files (DA/CSD/CT),
CAN,Canada,adaptation,CCRA-018,Inadequate Sanitation,1,9,0.9,T1,1,CAN-A001,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",
CAN,Canada,adaptation,CCRA-019,Inadequate water access,1,9,0.9,T1,1,CAN-A001,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",
CAN,Canada,adaptation,CCRA-020,Income,1,10,1.0,T1,1,CAN-A001,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",
CAN,Canada,adaptation,CCRA-021,Industrial GDP share,1,1,0.1,T1,0,CAN-A020,StatCan National Accounts / provincial GDP by industry,
CAN,Canada,adaptation,CCRA-022,Landslide Susceptibility,1,1,0.1,T1,1,CAN-A009,GSC / provincial landslide inventories & susceptibility products,
CAN,Canada,adaptation,CCRA-023,Landslide Threat Index,1,1,0.1,T1,1,CAN-A009,GSC / provincial landslide inventories & susceptibility products,
CAN,Canada,adaptation,CCRA-024,Maximum Consecutive Dry Days (CDD),1,1,0.1,T1,1,CAN-A011,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",
CAN,Canada,adaptation,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,1,0.1,T1,1,CAN-A011,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",
CAN,Canada,adaptation,CCRA-026,Maximum temperature,1,1,0.1,T1,1,CAN-A011,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",
CAN,Canada,adaptation,CCRA-027,Natural vegetation cover,1,1,0.1,T1,1,CAN-A017,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",
CAN,Canada,adaptation,CCRA-028,Population density,1,9,0.9,T1,1,CAN-A001,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",
CAN,Canada,adaptation,CCRA-029,Port infrastructures,1,1,0.1,T1,1,CAN-A014,CanCoast coastal sensitivity indices + relative sea-level change,
CAN,Canada,adaptation,CCRA-030,Power generation facilities,1,1,0.1,T1,1,CAN-A024,CER / WRI Global Power Plant Database — generation facilities,
CAN,Canada,adaptation,CCRA-031,Protected areas,1,1,0.1,T1,1,CAN-A018,Canadian Protected and Conserved Areas Database (CPCAD) / WDPA,
CAN,Canada,adaptation,CCRA-032,Railroad density,1,1,0.1,T1,1,CAN-A021,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",
CAN,Canada,adaptation,CCRA-033,Relative humidity,1,1,0.1,T1,1,CAN-A011,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",
CAN,Canada,adaptation,CCRA-034,Road density,1,1,0.1,T1,1,CAN-A021,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",
CAN,Canada,adaptation,CCRA-035,Sea Level change,1,1,0.1,T1,1,CAN-A014,CanCoast coastal sensitivity indices + relative sea-level change,
CAN,Canada,adaptation,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),1,1,0.1,T1,1,CAN-A011,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",
CAN,Canada,adaptation,CCRA-037,Total precipitation,1,1,0.1,T1,1,CAN-A011,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",
CAN,Canada,adaptation,CCRA-038,Urban infrastructure social vulnerability,1,10,1.0,T1,1,CAN-A001,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",
CAN,Canada,adaptation,CCRA-039,Urban stormwater drainage coverage,1,1,0.1,T2,1,CAN-A037,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),
CAN,Canada,adaptation,CCRA-040,Waste Collection,1,9,0.9,T1,1,CAN-A001,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",
CAN,Canada,adaptation,CCRA-041,Water security index,1,1,0.1,T2,1,CAN-A027,WRI Aqueduct Water Risk + StatCan water use / municipal water surveys,
CRI,Costa Rica,mitigation,I.1,Residential buildings,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,I.2,Commercial & institutional buildings,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,I.3,Manufacturing industries & construction,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,I.4,Energy industries,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,I.5,"Agriculture, forestry & fishing energy",1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,I.6,Non-specified sources,0,0,0.0,,0,,,no usable dataset / gap
CRI,Costa Rica,mitigation,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",0,0,0.0,,0,,,no usable dataset / gap
CRI,Costa Rica,mitigation,I.8,Fugitive emissions from oil & natural gas systems,1,7,0.7,T1,0,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,II.1,On-road transportation,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,II.2,Railways,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,II.3,Waterborne navigation,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,II.4,Aviation,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,II.5,Off-road transportation,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,III.1,Solid waste disposal,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,III.2,Biological treatment of waste,1,9,0.9,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,III.3,Incineration & open burning,1,9,0.9,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,III.4,Wastewater treatment & discharge,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,IV.1,Industrial processes,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,IV.2,Product use,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,V.1,Livestock,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,V.2,Land,1,10,1.0,T1,1,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,10,1.0,T1,0,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,
CRI,Costa Rica,mitigation,VI.1,Other Scope 3,1,10,1.0,T1,1,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),
CRI,Costa Rica,adaptation,CCRA-001,Age Distribution,1,3,0.3,T1,1,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,
CRI,Costa Rica,adaptation,CCRA-002,Agricultural GDP share,1,1,0.1,T1,0,CRI-A013,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,
CRI,Costa Rica,adaptation,CCRA-003,Agricultural establishment density,1,1,0.1,T1,0,CRI-A013,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,
CRI,Costa Rica,adaptation,CCRA-004,Agricultural land area,1,1,0.1,T1,0,CRI-A013,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,
CRI,Costa Rica,adaptation,CCRA-005,Areas of global conservation value,1,1,0.1,T1,1,CRI-A015,SINAC Áreas Silvestres Protegidas (ASP) + WDPA Costa Rica,
CRI,Costa Rica,adaptation,CCRA-006,Biodiversity Intactness Index (BII),1,1,0.1,T3,1,CRI-A016,Biodiversity Intactness Index + KBAs (Costa Rica),
CRI,Costa Rica,adaptation,CCRA-007,Confirmed disease cases,1,1,0.1,T1,1,CRI-A005,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,
CRI,Costa Rica,adaptation,CCRA-008,Dependence on large-scale irrigation,1,1,0.1,T1,0,CRI-A013,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,
CRI,Costa Rica,adaptation,CCRA-009,Electricity consumption,1,1,0.1,T1,1,CRI-A019,ICE / ARESEP generation & plant registers; WRI Global Power Plant Database,
CRI,Costa Rica,adaptation,CCRA-010,Energy poverty,1,10,1.0,T1,1,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,
CRI,Costa Rica,adaptation,CCRA-011,Flood Threat Index,1,1,0.1,T1,1,CRI-A006,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,
CRI,Costa Rica,adaptation,CCRA-012,Food production and marketing,1,1,0.1,T1,0,CRI-A013,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,
CRI,Costa Rica,adaptation,CCRA-013,Forest cover,1,1,0.1,T1,1,CRI-A014,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,
CRI,Costa Rica,adaptation,CCRA-014,Forest loss,1,1,0.1,T1,1,CRI-A014,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,
CRI,Costa Rica,adaptation,CCRA-015,Health and basic services access,1,10,1.0,T1,1,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,
CRI,Costa Rica,adaptation,CCRA-016,Health facility density,1,1,0.1,T1,1,CRI-A005,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,
CRI,Costa Rica,adaptation,CCRA-017,Households in hazard-prone areas,1,1,0.1,T1,1,CRI-A003,IGN / SNIT límites distritales y cantonales + cartografía oficial,
CRI,Costa Rica,adaptation,CCRA-018,Inadequate Sanitation,1,3,0.3,T1,1,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,
CRI,Costa Rica,adaptation,CCRA-019,Inadequate water access,1,3,0.3,T1,1,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,
CRI,Costa Rica,adaptation,CCRA-020,Income,1,10,1.0,T1,1,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,
CRI,Costa Rica,adaptation,CCRA-021,Industrial GDP share,1,1,0.1,T1,0,CRI-A017,BCCR / INEC national accounts — agriculture & industry GDP shares,
CRI,Costa Rica,adaptation,CCRA-022,Landslide Susceptibility,1,1,0.1,T1,1,CRI-A006,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,
CRI,Costa Rica,adaptation,CCRA-023,Landslide Threat Index,1,1,0.1,T1,1,CRI-A006,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,
CRI,Costa Rica,adaptation,CCRA-024,Maximum Consecutive Dry Days (CDD),1,1,0.1,T1,1,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,
CRI,Costa Rica,adaptation,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,1,0.1,T1,1,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,
CRI,Costa Rica,adaptation,CCRA-026,Maximum temperature,1,1,0.1,T1,1,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,
CRI,Costa Rica,adaptation,CCRA-027,Natural vegetation cover,1,1,0.1,T1,1,CRI-A014,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,
CRI,Costa Rica,adaptation,CCRA-028,Population density,1,3,0.3,T1,1,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,
CRI,Costa Rica,adaptation,CCRA-029,Port infrastructures,1,1,0.1,T1,1,CRI-A012,IMN / MINAE / coastal studies + IPCC AR6 regional SLR (Pacífico & Caribe),
CRI,Costa Rica,adaptation,CCRA-030,Power generation facilities,1,1,0.1,T1,1,CRI-A019,ICE / ARESEP generation & plant registers; WRI Global Power Plant Database,
CRI,Costa Rica,adaptation,CCRA-031,Protected areas,1,1,0.1,T1,1,CRI-A015,SINAC Áreas Silvestres Protegidas (ASP) + WDPA Costa Rica,
CRI,Costa Rica,adaptation,CCRA-032,Railroad density,1,1,0.1,T1,1,CRI-A018,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",
CRI,Costa Rica,adaptation,CCRA-033,Relative humidity,1,1,0.1,T1,1,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,
CRI,Costa Rica,adaptation,CCRA-034,Road density,1,1,0.1,T1,1,CRI-A018,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",
CRI,Costa Rica,adaptation,CCRA-035,Sea Level change,1,1,0.1,T1,1,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,
CRI,Costa Rica,adaptation,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),1,1,0.1,T1,1,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,
CRI,Costa Rica,adaptation,CCRA-037,Total precipitation,1,1,0.1,T1,1,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,
CRI,Costa Rica,adaptation,CCRA-038,Urban infrastructure social vulnerability,1,10,1.0,T1,1,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,
CRI,Costa Rica,adaptation,CCRA-039,Urban stormwater drainage coverage,0,0,0.0,,0,,,no usable dataset / gap
CRI,Costa Rica,adaptation,CCRA-040,Waste Collection,1,1,0.1,T1,1,CRI-A022,Ministerio de Salud / municipal solid-waste service statistics,
CRI,Costa Rica,adaptation,CCRA-041,Water security index,1,1,0.1,T1,1,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,
ETH,Ethiopia,mitigation,I.1,Residential buildings,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,I.2,Commercial & institutional buildings,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,I.3,Manufacturing industries & construction,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,I.4,Energy industries,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,I.5,"Agriculture, forestry & fishing energy",1,7,0.7,T1,0,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,I.6,Non-specified sources,0,0,0.0,,0,,,no usable dataset / gap
ETH,Ethiopia,mitigation,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",0,0,0.0,,0,,,no usable dataset / gap
ETH,Ethiopia,mitigation,I.8,Fugitive emissions from oil & natural gas systems,1,3,0.3,T1,0,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,II.1,On-road transportation,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,II.2,Railways,1,4,0.4,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,II.3,Waterborne navigation,0,0,0.0,,0,,,no usable dataset / gap
ETH,Ethiopia,mitigation,II.4,Aviation,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,II.5,Off-road transportation,1,3,0.3,T1,0,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,III.1,Solid waste disposal,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,III.2,Biological treatment of waste,1,7,0.7,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,III.3,Incineration & open burning,1,7,0.7,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,III.4,Wastewater treatment & discharge,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,IV.1,Industrial processes,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,IV.2,Product use,1,3,0.3,T1,0,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,V.1,Livestock,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,V.2,Land,1,10,1.0,T1,1,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,V.3,Aggregate sources & non-CO₂ emissions sources on land,1,10,1.0,T1,0,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,
ETH,Ethiopia,mitigation,VI.1,Other Scope 3,1,2,0.2,T1,0,ETH-008,IMIS Ethiopia / ESS StatBank,
ETH,Ethiopia,adaptation,CCRA-001,Age Distribution,1,10,1.0,T1,1,ETH-A001,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),
ETH,Ethiopia,adaptation,CCRA-002,Agricultural GDP share,1,1,0.1,T1,0,ETH-A023,"ESS Agricultural Sample Survey (AgSS) — crops, livestock, land use",
ETH,Ethiopia,adaptation,CCRA-003,Agricultural establishment density,1,1,0.1,T1,0,ETH-A023,"ESS Agricultural Sample Survey (AgSS) — crops, livestock, land use",
ETH,Ethiopia,adaptation,CCRA-004,Agricultural land area,1,1,0.1,T1,1,ETH-A023,"ESS Agricultural Sample Survey (AgSS) — crops, livestock, land use",
ETH,Ethiopia,adaptation,CCRA-005,Areas of global conservation value,1,1,0.1,T2,1,ETH-A020,World Database on Protected Areas (WDPA),
ETH,Ethiopia,adaptation,CCRA-006,Biodiversity Intactness Index (BII),1,1,0.1,T2,1,ETH-A021,Biodiversity Intactness Index (BII),
ETH,Ethiopia,adaptation,CCRA-007,Confirmed disease cases,1,10,1.0,T1,0,ETH-A003,"DHS Ethiopia — water, sanitation, health & nutrition indicators",
ETH,Ethiopia,adaptation,CCRA-008,Dependence on large-scale irrigation,1,1,0.1,T1,1,ETH-A023,"ESS Agricultural Sample Survey (AgSS) — crops, livestock, land use",
ETH,Ethiopia,adaptation,CCRA-009,Electricity consumption,1,1,0.1,T1,0,ETH-A029,EEU / MoWE electricity access & consumption statistics; Multi-Tier Framework (MTF),
ETH,Ethiopia,adaptation,CCRA-010,Energy poverty,1,1,0.1,T1,0,ETH-A004,"HCES / LSMS-ISA Ethiopia — poverty, consumption, energy access",
ETH,Ethiopia,adaptation,CCRA-011,Flood Threat Index,1,10,1.0,T2,1,ETH-A009,JRC Global River Flood Hazard Maps v2.1,
ETH,Ethiopia,adaptation,CCRA-012,Food production and marketing,1,1,0.1,T1,0,ETH-A023,"ESS Agricultural Sample Survey (AgSS) — crops, livestock, land use",
ETH,Ethiopia,adaptation,CCRA-013,Forest cover,1,10,1.0,T2,1,ETH-A018,Hansen Global Forest Change (treecover / loss),
ETH,Ethiopia,adaptation,CCRA-014,Forest loss,1,10,1.0,T2,1,ETH-A018,Hansen Global Forest Change (treecover / loss),
ETH,Ethiopia,adaptation,CCRA-015,Health and basic services access,1,10,1.0,T1,1,ETH-A001,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),
ETH,Ethiopia,adaptation,CCRA-016,Health facility density,1,1,0.1,T3,1,ETH-A007,"Ethiopia — Risk Assessment Indicators (HeiGIT GAIA / HDX, ADM2)",
ETH,Ethiopia,adaptation,CCRA-017,Households in hazard-prone areas,1,10,1.0,T1,1,ETH-A002,Ethiopia COD-AB — subnational administrative boundaries (ADM0–3),
ETH,Ethiopia,adaptation,CCRA-018,Inadequate Sanitation,1,10,1.0,T1,1,ETH-A001,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),
ETH,Ethiopia,adaptation,CCRA-019,Inadequate water access,1,10,1.0,T1,1,ETH-A001,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),
ETH,Ethiopia,adaptation,CCRA-020,Income,1,1,0.1,T1,1,ETH-A004,"HCES / LSMS-ISA Ethiopia — poverty, consumption, energy access",
ETH,Ethiopia,adaptation,CCRA-021,Industrial GDP share,1,1,0.1,T1,0,ETH-A025,"National Accounts / MoF — sectoral GDP (agriculture, industry)",
ETH,Ethiopia,adaptation,CCRA-022,Landslide Susceptibility,1,4,0.4,T2,1,ETH-A015,NASA LHASA / global rainfall-triggered landslide hazard,
ETH,Ethiopia,adaptation,CCRA-023,Landslide Threat Index,1,10,1.0,T2,1,ETH-A011,"CHIRPS extreme precipitation (Rx5day, R90p…) + drought monitoring",
ETH,Ethiopia,adaptation,CCRA-024,Maximum Consecutive Dry Days (CDD),1,10,1.0,T1,1,ETH-A013,NMA Ethiopia — meteorological station & climate bulletins,
ETH,Ethiopia,adaptation,CCRA-025,Maximum Precipitation 5 days (Rx5day),1,10,1.0,T2,1,ETH-A011,"CHIRPS extreme precipitation (Rx5day, R90p…) + drought monitoring",
ETH,Ethiopia,adaptation,CCRA-026,Maximum temperature,1,10,1.0,T1,1,ETH-A013,NMA Ethiopia — meteorological station & climate bulletins,
ETH,Ethiopia,adaptation,CCRA-027,Natural vegetation cover,1,10,1.0,T2,1,ETH-A018,Hansen Global Forest Change (treecover / loss),
ETH,Ethiopia,adaptation,CCRA-028,Population density,1,10,1.0,T1,1,ETH-A001,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),
ETH,Ethiopia,adaptation,CCRA-029,Port infrastructures,1,1,0.1,T3,1,ETH-A026,"OpenStreetMap — roads, rail, health facilities, buildings",
ETH,Ethiopia,adaptation,CCRA-030,Power generation facilities,1,1,0.1,T2,1,ETH-A028,Global Power Plant Database / WRI (+ EEP plant lists),
ETH,Ethiopia,adaptation,CCRA-031,Protected areas,1,1,0.1,T2,1,ETH-A020,World Database on Protected Areas (WDPA),
ETH,Ethiopia,adaptation,CCRA-032,Railroad density,1,1,0.1,T3,1,ETH-A026,"OpenStreetMap — roads, rail, health facilities, buildings",
ETH,Ethiopia,adaptation,CCRA-033,Relative humidity,1,10,1.0,T1,1,ETH-A013,NMA Ethiopia — meteorological station & climate bulletins,
ETH,Ethiopia,adaptation,CCRA-034,Road density,1,1,0.1,T3,1,ETH-A026,"OpenStreetMap — roads, rail, health facilities, buildings",
ETH,Ethiopia,adaptation,CCRA-035,Sea Level change,0,0,0.0,,0,,,no usable dataset / gap
ETH,Ethiopia,adaptation,CCRA-036,Standardized Precipitation Evapotranspiration Index (SPEI),1,10,1.0,T1,1,ETH-A013,NMA Ethiopia — meteorological station & climate bulletins,
ETH,Ethiopia,adaptation,CCRA-037,Total precipitation,1,10,1.0,T1,1,ETH-A013,NMA Ethiopia — meteorological station & climate bulletins,
ETH,Ethiopia,adaptation,CCRA-038,Urban infrastructure social vulnerability,1,4,0.4,T1,1,ETH-A001,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),
ETH,Ethiopia,adaptation,CCRA-039,Urban stormwater drainage coverage,0,0,0.0,,0,,,no usable dataset / gap
ETH,Ethiopia,adaptation,CCRA-040,Waste Collection,1,4,0.4,T1,1,ETH-A001,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),
ETH,Ethiopia,adaptation,CCRA-041,Water security index,1,1,0.1,T2,1,ETH-A024,FAO / WaPOR / AQUASTAT — irrigated area & agricultural water,
GBR,United Kingdom,mitigation,I.1,Residential buildings,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,I.2,Commercial & institutional buildings,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,I.3,Manufacturing industries & construction,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,I.4,Energy industries,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,I.5,"Agriculture, forestry & fishing energy",1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,I.6,Non-specified sources,0,0,0.0,,0,,,no usable dataset / gap
GBR,United Kingdom,mitigation,I.7,"Fugitive emissions from mining, processing, storage & transport of coal",1,10,1.0,T1,0,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,I.8,Fugitive emissions from oil & natural gas systems,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
GBR,United Kingdom,mitigation,II.1,On-road transportation,1,10,1.0,T1,1,GBR-001,UK Greenhouse Gas Inventory / National Inventory Document (NID),
