iso3,country,track,dataset_id,dataset_name,publisher,tier,cells_touched,n_cells,years_contributed,n_years,notes
CAN,Canada,mitigation,CAN-021,FAOSTAT + Global Forest Watch / ESA WorldCover,FAO / WRI / ESA,T2,V.1;V.2;V.3,3,,0,
CAN,Canada,mitigation,CAN-022,Global Power Plant Database (Canada),WRI,T2,I.4,1,,0,
CAN,Canada,mitigation,CAN-023,Households and the Environment Survey / Survey of Household Spending (energy modules),Statistics Canada,T1,I.1;VI.1,2,,0,
CAN,Canada,mitigation,CAN-024,Municipal wastewater / WWTP reporting (federal effluent + utility open data examples),ECCC wastewater systems effluent regulations reporting; municipal utilities (e.g. Toronto Water open data),T1,III.4,1,,0,
CAN,Canada,mitigation,CAN-025,HFC / refrigeration product-use statistics (NIR IPPU + Environment Canada ODS/HFC reporting context),ECCC (NIR IPPU product use),T1,IV.2,1,,0,
CAN,Canada,adaptation,CAN-A001,"Statistics Canada Census of Population 2021 — Dissemination Area profiles (age, income, housing, dwelling)",Statistics Canada,T1,CCRA-001;CCRA-010;CCRA-015;CCRA-018;CCRA-019;CCRA-020;CCRA-028;CCRA-038;CCRA-040,9,2016;2017;2018;2019;2020;2021;2022;2023;2024,9,
CAN,Canada,adaptation,CAN-A002,Statistics Canada Census Boundary Files + Cartographic Boundary Files (DA/CSD/CT),Statistics Canada,T1,CCRA-017;CCRA-028,2,2021,1,
CAN,Canada,adaptation,CAN-A003,Canadian Area-Level Social Determinants of Health Indicators (CASDOHI) / DA socioeconomic compilations,Research compilations from StatCan Census Profiles,T3,CCRA-001;CCRA-010;CCRA-015;CCRA-020;CCRA-038,5,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CAN,Canada,adaptation,CAN-A004,WorldPop / GHSL population grids (Canada),WorldPop / JRC,T2,CCRA-017;CCRA-028,2,2024,1,
CAN,Canada,adaptation,CAN-A005,CCHS / provincial health indicators; PHAC disease surveillance (aggregates),Statistics Canada / PHAC / provinces,T1,CCRA-007;CCRA-015;CCRA-016,3,2024,1,
CAN,Canada,adaptation,CAN-A006,"NRCan Flood Susceptibility Mapping (historic, trends, future) — national ~30 m",Natural Resources Canada,T1,CCRA-011;CCRA-017,2,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CAN,Canada,adaptation,CAN-A007,Canada Flood Map Inventory (CFM) + FHIMP provincial/territorial flood hazard maps,NRCan / provinces & territories (FHIMP),T1,CCRA-011;CCRA-017,2,2024,1,
CAN,Canada,adaptation,CAN-A008,JRC Global River Flood Hazard + WRI Aqueduct Flood,JRC / WRI,T2,CCRA-011,1,2024,1,
CAN,Canada,adaptation,CAN-A009,GSC / provincial landslide inventories & susceptibility products,Geological Survey of Canada / provinces,T1,CCRA-017;CCRA-022;CCRA-023,3,2024,1,
CAN,Canada,adaptation,CAN-A010,NASA LHASA + Copernicus DEM / MERIT HAND (landslide drivers),NASA / ESA / MERIT,T2,CCRA-011;CCRA-022;CCRA-023,3,2024,1,
CAN,Canada,adaptation,CAN-A011,"ClimateData.ca / ECCC climate normals, extremes, and CMIP projections",Environment and Climate Change Canada / PCIC partners,T1,CCRA-024;CCRA-025;CCRA-026;CCRA-033;CCRA-036;CCRA-037,6,2024,1,
CAN,Canada,adaptation,CAN-A012,"AAFC / ECCC drought monitoring (CGMS, SPEI/SPI products)",Agriculture and Agri-Food Canada / ECCC,T1,CCRA-024;CCRA-036;CCRA-037,3,2024,1,
CAN,Canada,adaptation,CAN-A013,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF transforms,T2,CCRA-011;CCRA-024;CCRA-025;CCRA-026;CCRA-033;CCRA-036,6,2024,1,
CAN,Canada,adaptation,CAN-A014,CanCoast coastal sensitivity indices + relative sea-level change,Natural Resources Canada (GSC),T1,CCRA-017;CCRA-029;CCRA-035,3,2024,1,
CAN,Canada,adaptation,CAN-A015,CAN-EWLAT — Canadian Extreme Water Level Adaptation Tool,Fisheries and Oceans Canada (DFO),T1,CCRA-029;CCRA-035,2,2024,1,
CAN,Canada,adaptation,CAN-A016,AAFC Annual Crop Inventory + Census of Agriculture,Agriculture and Agri-Food Canada / Statistics Canada,T1,CCRA-002;CCRA-003;CCRA-004;CCRA-008;CCRA-012,5,2024,1,
CAN,Canada,adaptation,CAN-A017,"NRCAN / CFS forest inventories, Hansen GFC, ESA WorldCover",NRCan CFS / UMD / ESA,T1,CCRA-013;CCRA-014;CCRA-027,3,2024,1,
CAN,Canada,adaptation,CAN-A018,Canadian Protected and Conserved Areas Database (CPCAD) / WDPA,ECCC / UNEP-WCMC,T1,CCRA-005;CCRA-031,2,2024,1,
CAN,Canada,adaptation,CAN-A019,Biodiversity Intactness Index + KBAs (Canada),NHM / BirdLife,T3,CCRA-005;CCRA-006,2,2024,1,
CAN,Canada,adaptation,CAN-A020,StatCan National Accounts / provincial GDP by industry,Statistics Canada,T1,CCRA-002;CCRA-021,2,2024,1,
CAN,Canada,adaptation,CAN-A021,"National Road Network / CanVec / OpenStreetMap — roads, rail, ports, buildings",NRCan / OSM,T1,CCRA-017;CCRA-029;CCRA-032;CCRA-034;CCRA-038,5,2024,1,
CAN,Canada,adaptation,CAN-A022,Health facility locations (CIHI / provincial open data / OSM),CIHI / provinces / OSM,T1,CCRA-015;CCRA-016,2,2024,1,
CAN,Canada,adaptation,CAN-A023,Port authorities / Transport Canada — port infrastructure & traffic,Canada Port Authorities / Transport Canada,T1,CCRA-029,1,2024,1,
CAN,Canada,adaptation,CAN-A024,CER / WRI Global Power Plant Database — generation facilities,Canada Energy Regulator / WRI,T1,CCRA-030,1,2024,1,
CAN,Canada,adaptation,CAN-A025,StatCan / CER energy use; provincial utility open data; energy poverty research,Statistics Canada / CER / utilities,T1,CCRA-009;CCRA-010,2,2024,1,
CAN,Canada,adaptation,CAN-A026,Microsoft / Google Open Buildings (Canada coverage),Microsoft / Google,T2,CCRA-017;CCRA-038,2,2024,1,
CAN,Canada,adaptation,CAN-A027,WRI Aqueduct Water Risk + StatCan water use / municipal water surveys,WRI / Statistics Canada,T2,CCRA-019;CCRA-041,2,2024,1,
CAN,Canada,adaptation,CAN-A028,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — present+SSP,Open Earth Foundation,T2,CCRA-011,1,2024,1,
CAN,Canada,adaptation,CAN-A029,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),T2,CCRA-011;CCRA-017,2,2024,1,
CAN,Canada,adaptation,CAN-A030,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),T2,CCRA-026,1,2024,1,
CAN,Canada,adaptation,CAN-A031,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),T2,CCRA-022;CCRA-023,2,2024,1,
CAN,Canada,adaptation,CAN-A032,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),T2,CCRA-011;CCRA-017;CCRA-028,3,2024,1,
CAN,Canada,adaptation,CAN-A033,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),T2,CCRA-001;CCRA-026;CCRA-028,3,2024,1,
CAN,Canada,adaptation,CAN-A034,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),T2,CCRA-017;CCRA-022;CCRA-023;CCRA-028,4,2024,1,
CAN,Canada,adaptation,CAN-A035,OEF shared city Exposure score (population density screening),Open Earth Foundation,T2,CCRA-017;CCRA-028,2,2024,1,
CAN,Canada,adaptation,CAN-A036,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,T2,CCRA-001;CCRA-020;CCRA-038,3,2024,1,
CAN,Canada,adaptation,CAN-A037,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),T2,CCRA-011;CCRA-023;CCRA-026;CCRA-039,4,2024,1,
CRI,Costa Rica,mitigation,CRI-001,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),T1,I.1;I.2;I.3;I.4;I.5;I.8;II.1;II.2;II.3;II.4;II.5;III.1;III.2;III.3;III.4;IV.1;IV.2;V.1;V.2;V.3,20,2015;2016;2017;2018;2019;2020;2021,7,
CRI,Costa Rica,mitigation,CRI-002,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,T1,I.1;I.2;I.3;I.4;II.1;III.1;IV.1;V.1;V.2;VI.1,10,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CRI,Costa Rica,mitigation,CRI-003,Balance Nacional de Energía (BNE) — SEPSE,Secretaría de Planificación del Subsector Energía (SEPSE / MINAE),T1,I.1;I.2;I.3;I.4;I.5;II.1,6,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CRI,Costa Rica,mitigation,CRI-004,"ARESEP datos abiertos — electricidad (generación, demanda, tarifas, distribuidoras)",Autoridad Reguladora de los Servicios Públicos (ARESEP),T1,I.1;I.2;I.3;I.4,4,,0,
CRI,Costa Rica,mitigation,CRI-005,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,T1,I.1;I.2;I.3;I.5;II.1;II.4;II.5,7,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CRI,Costa Rica,mitigation,CRI-006,ICE — estadísticas del Sistema Eléctrico Nacional,Instituto Costarricense de Electricidad (ICE),T1,I.4,1,,0,
CRI,Costa Rica,mitigation,CRI-007,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,T1,I.1;I.2;I.3;I.4;II.1;II.2;III.1;III.4;IV.1;IV.2;V.1;V.2,12,2016;2017;2018;2019;2020;2021;2022;2023;2024,9,
CRI,Costa Rica,mitigation,CRI-008,BCCR — Cuenta de Energía (flujos físicos),Banco Central de Costa Rica,T1,I.1;I.2;I.3;I.4;II.1;VI.1,6,,0,
CRI,Costa Rica,mitigation,CRI-009,INEC — Encuesta Nacional Agropecuaria (ENA) y estadísticas agropecuarias,Instituto Nacional de Estadística y Censos (INEC),T1,I.5;V.1;V.2;V.3,4,2017,1,
CRI,Costa Rica,mitigation,CRI-010,"FONAFIFO / SINAC — bosques, cobertura y PSA",FONAFIFO / SINAC (MINAE),T1,V.2,1,,0,
CRI,Costa Rica,mitigation,CRI-011,MOPT — Anuario de tránsito / conteos vehiculares y anuario sector transportes,Ministerio de Obras Públicas y Transportes (MOPT),T1,II.1;II.2;II.3;II.4,4,2023,1,
CRI,Costa Rica,mitigation,CRI-012,INEC / COSEVI — parque vehicular y estadísticas de vehículos,INEC / COSEVI / Registro de la Propiedad (según producto),T1,II.1,1,,0,
CRI,Costa Rica,mitigation,CRI-013,Ministerio de Salud / municipalidades — residuos sólidos (PNGIR / datos municipales),Ministerio de Salud / municipalidades,T1,III.1;III.2;III.3,3,2023;2024,2,
CRI,Costa Rica,mitigation,CRI-014,AyA / ASADAS — agua potable y saneamiento / aguas residuales,Instituto Costarricense de Acueductos y Alcantarillados (AyA) / ASADAS,T1,III.4,1,,0,
CRI,Costa Rica,mitigation,CRI-015,DGAC / INCOP — aviación civil y puertos,Dirección General de Aviación Civil / INCOP,T1,II.3;II.4,2,,0,
CRI,Costa Rica,mitigation,CRI-016,F-gases / uso de productos (INGEI IPPU),IMN / MINAE,T1,IV.2,1,,0,
CRI,Costa Rica,mitigation,CRI-017,"Distribuidoras eléctricas — consumos por cantón/tarifa (ICE, CNFL, ESPH, JASEC y cooperativas)",ICE / CNFL / ESPH / JASEC / cooperativas de electrificación,T1,I.1;I.2;I.3,3,,0,
CRI,Costa Rica,mitigation,CRI-018,EDGAR GHG gridded & cities emissions,European Commission JRC,T2,I.1;I.2;I.3;I.4;II.1;II.3;II.4;III.1;IV.1;V.1;V.2;V.3,12,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CRI,Costa Rica,mitigation,CRI-019,Climate TRACE inventory,Climate TRACE,T2,I.3;I.4;II.1;II.3;II.4;III.1;IV.1;V.2,8,,0,
CRI,Costa Rica,mitigation,CRI-020,Global Power Plant Database (Costa Rica),WRI / Global Energy Monitor ecosystem (GPPD),T2,I.4,1,,0,
CRI,Costa Rica,mitigation,CRI-021,FAOSTAT + Global Forest Watch / coberturas satelitales,FAO / WRI / Copernicus,T2,V.1;V.2;V.3,3,,0,
CRI,Costa Rica,mitigation,CRI-022,INCOFER / transporte ferroviario (actividad),INCOFER / MOPT,T1,II.2,1,,0,
CRI,Costa Rica,mitigation,CRI-023,PPCN organizacional / inventarios institucionales verificados,MINAE / organizaciones participantes,T1,I.2;I.3;IV.1,3,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CRI,Costa Rica,mitigation,CRI-024,Datos abiertos nacionales / municipalidades (datosabiertos.go.cr y portales cantonales),Gobierno de Costa Rica / municipalidades,T2,I.1;II.1;III.1;III.4,4,,0,
CRI,Costa Rica,mitigation,CRI-025,Fugitivas de distribución de combustibles/GLP (INGEI + ARESEP gas),IMN / ARESEP,T1,I.8,1,,0,
CRI,Costa Rica,adaptation,CRI-A001,INEC Censo 2011 + Estimaciones de población y vivienda 2022 (distrito) / proyecciones 2000–2050,Instituto Nacional de Estadística y Censos (INEC),T1,CCRA-001;CCRA-010;CCRA-015;CCRA-018;CCRA-019;CCRA-020;CCRA-028;CCRA-038,8,2022;2023;2024,3,
CRI,Costa Rica,adaptation,CRI-A002,PNUD–UCR–SINIRUBE Atlas de Desarrollo Humano Cantonal (IDH / IPM cantonal),PNUD / UCR / SINIRUBE,T3,CCRA-010;CCRA-015;CCRA-020;CCRA-038,4,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
CRI,Costa Rica,adaptation,CRI-A003,IGN / SNIT límites distritales y cantonales + cartografía oficial,Instituto Geográfico Nacional / SNIT,T1,CCRA-017,1,2024,1,
CRI,Costa Rica,adaptation,CRI-A004,WorldPop / GHSL population grids (Costa Rica),WorldPop / JRC,T2,CCRA-017;CCRA-028,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A005,Ministerio de Salud / CCSS establecimientos + OSM healthcare POIs,Ministerio de Salud / CCSS / OSM,T1,CCRA-007;CCRA-015;CCRA-016,3,2024,1,
CRI,Costa Rica,adaptation,CRI-A006,CNE threat layers via SNIT — áreas con potencial a inundación + deslizamientos / mapas de amenaza,Comisión Nacional de Emergencias (CNE),T1,CCRA-011;CCRA-017;CCRA-022;CCRA-023,4,2024,1,
CRI,Costa Rica,adaptation,CRI-A007,Municipal / cantonal risk atlases & CNE DesInventar / MIDEPLAN disaster loss records,Municipalidades / CNE / MIDEPLAN,T1,CCRA-011;CCRA-017,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A008,JRC Global River Flood Hazard + WRI Aqueduct Flood,JRC / WRI,T2,CCRA-011,1,2024,1,
CRI,Costa Rica,adaptation,CRI-A009,NASA LHASA + Copernicus DEM (landslide drivers; complement to CNE),NASA / ESA,T2,CCRA-022;CCRA-023,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A010,IMN climate observations + proyecciones regionalizadas (RCP/SSP) / análisis de riesgo hidrometeorológico,Instituto Meteorológico Nacional (IMN) / DCC-MINAE,T1,CCRA-024;CCRA-025;CCRA-026;CCRA-033;CCRA-035;CCRA-036;CCRA-037;CCRA-041,8,2024,1,
CRI,Costa Rica,adaptation,CRI-A011,CHIRPS + ERA5-Land extremes / OEF HWM & FRI inputs,UCSB CHIRPS / ECMWF / OEF,T2,CCRA-011;CCRA-024;CCRA-025;CCRA-026;CCRA-033;CCRA-036;CCRA-037,7,2024,1,
CRI,Costa Rica,adaptation,CRI-A012,IMN / MINAE / coastal studies + IPCC AR6 regional SLR (Pacífico & Caribe),IMN / MINAE / research institutes / IPCC,T1,CCRA-029;CCRA-035,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A013,INEC Encuesta Nacional Agropecuaria (ENA) + MAG land use / SENARA irrigation districts,INEC / MAG / SENARA,T1,CCRA-002;CCRA-003;CCRA-004;CCRA-008;CCRA-012,5,2024,1,
CRI,Costa Rica,adaptation,CRI-A014,SINAC / FONAFIFO forest & land-cover products + Hansen GFC,SINAC / FONAFIFO / UMD,T1,CCRA-013;CCRA-014;CCRA-027,3,2024,1,
CRI,Costa Rica,adaptation,CRI-A015,SINAC Áreas Silvestres Protegidas (ASP) + WDPA Costa Rica,SINAC / UNEP-WCMC,T1,CCRA-005;CCRA-031,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A016,Biodiversity Intactness Index + KBAs (Costa Rica),NHM / BirdLife,T3,CCRA-005;CCRA-006,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A017,BCCR / INEC national accounts — agriculture & industry GDP shares,BCCR / INEC,T1,CCRA-002;CCRA-021,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A018,"IGN / MOPT / OSM — roads, rail, ports, buildings; Microsoft footprints",IGN / MOPT / OSM / Microsoft,T1,CCRA-017;CCRA-032;CCRA-034;CCRA-038,4,2024,1,
CRI,Costa Rica,adaptation,CRI-A019,ICE / ARESEP generation & plant registers; WRI Global Power Plant Database,ICE / ARESEP / WRI,T1,CCRA-009;CCRA-030,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A020,SEPSE BNE / ARESEP electricity; Census/EHPM energy access proxies,SEPSE / ARESEP / INEC,T1,CCRA-009;CCRA-010,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A021,AyA / ASADAS / SENARA–SINIGIRH water security & aquifer vulnerability,AyA / ASADAS / SENARA / DA,T1,CCRA-019;CCRA-036;CCRA-041,3,2024,1,
CRI,Costa Rica,adaptation,CRI-A022,Ministerio de Salud / municipal solid-waste service statistics,Ministerio de Salud / municipalidades,T1,CCRA-040,1,2024,1,
CRI,Costa Rica,adaptation,CRI-A023,INCOP / JAPDEVA ports + OSM harbour features,INCOP / JAPDEVA / OSM,T1,CCRA-029,1,2024,1,
CRI,Costa Rica,adaptation,CRI-A028,OEF CHIRPS–COPDEM Flood Risk Index (FRI) — present+SSP,Open Earth Foundation,T2,CCRA-011,1,2024,1,
CRI,Costa Rica,adaptation,CRI-A029,OEF Flood Hazard Score (city screening ensemble),Open Earth Foundation (models/flood_hazard),T2,CCRA-011;CCRA-017,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A030,OEF Heat Hazard Score (city screening ensemble),Open Earth Foundation (models/heat_hazard),T2,CCRA-026,1,2024,1,
CRI,Costa Rica,adaptation,CRI-A031,OEF Landslide Hazard Score (city screening ensemble),Open Earth Foundation (models/landslide_hazard),T2,CCRA-022;CCRA-023,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A032,OEF Flood Risk Score H×E×V (city screening),Open Earth Foundation (flood_risk),T2,CCRA-011;CCRA-017;CCRA-028,3,2024,1,
CRI,Costa Rica,adaptation,CRI-A033,OEF Heat Risk Score H×E×V (city screening),Open Earth Foundation (heat_risk),T2,CCRA-001;CCRA-026;CCRA-028,3,2024,1,
CRI,Costa Rica,adaptation,CRI-A034,OEF Landslide Risk Score H×E×V (city screening),Open Earth Foundation (landslide_risk),T2,CCRA-017;CCRA-022;CCRA-023;CCRA-028,4,2024,1,
CRI,Costa Rica,adaptation,CRI-A035,OEF shared city Exposure score (population density screening),Open Earth Foundation,T2,CCRA-017;CCRA-028,2,2024,1,
CRI,Costa Rica,adaptation,CRI-A036,OEF shared city Vulnerability score (age/social screening),Open Earth Foundation,T2,CCRA-001;CCRA-020;CCRA-038,3,2024,1,
CRI,Costa Rica,adaptation,CRI-A037,OEF Flood / Heat / Landslide mechanism-type layers (NbS screening),Open Earth Foundation (nbs_*_mechanism_type),T2,CCRA-011;CCRA-023;CCRA-026,3,2024,1,
ETH,Ethiopia,mitigation,ETH-001,First Biennial Update Report (BUR1) — National GHG Inventory 2018 & 2020,Federal Democratic Republic of Ethiopia / UNFCCC,T1,I.1;I.2;I.3;I.4;I.5;I.8;II.1;II.2;II.4;II.5;III.1;III.2;III.3;III.4;IV.1;IV.2;V.1;V.2;V.3,19,2018;2020;2024,3,
ETH,Ethiopia,mitigation,ETH-002,Third National Communication (NC3),Ethiopia / UNFCCC,T1,I.1;I.4;II.1;III.1;V.1;V.2;V.3,7,2024,1,
ETH,Ethiopia,mitigation,ETH-003,Ethiopian Energy Sector Brief 2025 (energy balance & electricity statistics),Ministry of Water and Energy (MoWE),T1,I.1;I.2;I.3;I.4;I.5;II.1,6,2018;2019;2020;2021;2022;2023,6,
ETH,Ethiopia,mitigation,ETH-004,EEP Facts in Brief 2024/25,Ethiopian Electric Power (EEP),T1,I.1;I.2;I.3;I.4;II.2,5,2024,1,
ETH,Ethiopia,mitigation,ETH-005,Large and Medium Scale Manufacturing and Electricity Industries Survey reports,Ethiopian Statistical Service (ESS),T1,I.3;I.4;IV.1,3,2015;2016;2017,3,
ETH,Ethiopia,mitigation,ETH-006,Agricultural Sample Survey — Livestock and Livestock Characteristics,ESS,T1,I.5;V.1;V.3,3,2021,1,
ETH,Ethiopia,mitigation,ETH-007,Agricultural Sample Survey — Area and Production of Major Crops / Land Utilization / Farm Management,ESS,T1,I.5;V.2;V.3,3,,0,
ETH,Ethiopia,mitigation,ETH-008,IMIS Ethiopia / ESS StatBank,ESS (+ Redatam/UNFPA partners for IMIS),T1,I.1;I.4;II.1;V.1;V.3;VI.1,6,,0,
ETH,Ethiopia,mitigation,ETH-009,Ethiopia Multi-Tier Framework (MTF) Energy Access Survey,World Bank / ESMAP (energydata.info),T2,I.1;I.5,2,2024,1,
ETH,Ethiopia,mitigation,ETH-010,Ethiopia Socioeconomic Survey / LSMS-ISA (incl. energy & agriculture modules),ESS / World Bank LSMS,T1,I.1;V.1;V.3;VI.1,4,2018,1,
ETH,Ethiopia,mitigation,ETH-011,Addis Ababa GHG Emissions Inventory 2016 (GPC / C40 CIRIS),Addis Ababa / Ethiopia EPA (C40 CAP programme),T1,I.1;I.2;I.3;I.4;II.1;II.2;II.4;III.1;III.4;IV.1;V.1;V.2,12,2016,1,
ETH,Ethiopia,mitigation,ETH-012,National Forest Inventory / Forest Reference Level (FREL/FRL) submissions,Ethiopian Forestry Development (EFD) / formerly MEFCC,T1,V.2,1,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
ETH,Ethiopia,mitigation,ETH-013,Ethiopian Airlines Group traffic & fleet factsheets / annual reports,Ethiopian Airlines Group,T1,II.4,1,2023;2024,2,
ETH,Ethiopia,mitigation,ETH-014,Ethio-Djibouti Railway (EDR) passenger & freight activity disclosures,Ethio-Djibouti Railway Share Company / press releases,T1,II.2,1,2018,1,
ETH,Ethiopia,mitigation,ETH-015,National vehicle fleet / registration studies (FTA-based compilations),Federal Transport Authority (underlying) / World Bank and sector studies citing FTA,T1,II.1,1,2015,1,
ETH,Ethiopia,mitigation,ETH-016,"Addis Ababa / national MSW management project reports (JICA, GIZ sector briefs)",AACMA / city agencies via JICA & GIZ publications,T3,III.1;III.2;III.3,3,2019;2020;2021;2022;2023,5,
ETH,Ethiopia,mitigation,ETH-017,AAWSA wastewater / sanitation project ESIAs and service descriptions,Addis Ababa Water and Sewerage Authority (AAWSA),T1,III.4,1,2022,1,
ETH,Ethiopia,mitigation,ETH-018,Cement sector production / capacity disclosures (industry + inventory literature),Cement producers (e.g. Dangote Mugher) / academic IPPU studies citing plants,T3,I.3;IV.1,2,2015;2016;2017;2018;2019;2020;2021;2022,8,
ETH,Ethiopia,mitigation,ETH-019,EDGAR GHG gridded & cities emissions,European Commission JRC,T2,I.1;I.2;I.3;I.4;II.1;II.4;III.1;III.4;IV.1;V.1;V.2;V.3,12,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
ETH,Ethiopia,mitigation,ETH-020,Climate TRACE inventory,Climate TRACE,T2,I.3;I.4;II.1;II.4;III.1;IV.1;V.2,7,,0,
ETH,Ethiopia,mitigation,ETH-021,"FAOSTAT (crops, livestock, fertilizers, land)",FAO,T1,I.5;V.1;V.2;V.3,4,,0,
ETH,Ethiopia,mitigation,ETH-022,Global Forest Watch / ESA WorldCover land products,WRI / ESA Copernicus,T2,V.2;V.3,2,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
ETH,Ethiopia,mitigation,ETH-023,Global Power Plant Database (Ethiopia plants),WRI,T2,I.4,1,,0,
ETH,Ethiopia,mitigation,ETH-024,NDC 3.0 (2025) — emissions pathways & MRV context,Ethiopia / UNFCCC,T1,I.4;V.2;VI.1,3,,0,
ETH,Ethiopia,mitigation,ETH-025,Household Consumption Expenditure Survey (HCES/HICE) series,ESS,T1,I.1;VI.1,2,2015,1,
ETH,Ethiopia,adaptation,ETH-A001,ESS / CSA population & housing census + projections (via IMIS / StatBank / HDX COD-PS),Ethiopian Statistical Service (ESS; formerly CSA),T1,CCRA-001;CCRA-015;CCRA-018;CCRA-019;CCRA-028;CCRA-038;CCRA-040,7,2021;2022;2023;2024,4,
ETH,Ethiopia,adaptation,ETH-A002,Ethiopia COD-AB — subnational administrative boundaries (ADM0–3),OCHA / HDX (source: Ethiopian authorities / CSA lineage),T1,CCRA-017;CCRA-028,2,,0,
ETH,Ethiopia,adaptation,ETH-A003,"DHS Ethiopia — water, sanitation, health & nutrition indicators",The DHS Program / ESS,T1,CCRA-007;CCRA-015;CCRA-018;CCRA-019,4,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
ETH,Ethiopia,adaptation,ETH-A004,"HCES / LSMS-ISA Ethiopia — poverty, consumption, energy access",ESS / World Bank LSMS,T1,CCRA-010;CCRA-015;CCRA-020;CCRA-038,4,2024,1,
ETH,Ethiopia,adaptation,ETH-A005,"WorldPop constrained population & age-sex (ETH, ~100 m)",WorldPop / University of Southampton (via HDX),T2,CCRA-001;CCRA-017;CCRA-028,3,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
ETH,Ethiopia,adaptation,ETH-A006,GHSL Population Grid (GHS-POP),European Commission JRC,T2,CCRA-028,1,2024,1,
ETH,Ethiopia,adaptation,ETH-A007,"Ethiopia — Risk Assessment Indicators (HeiGIT GAIA / HDX, ADM2)",HeiGIT (via HDX),T3,CCRA-001;CCRA-011;CCRA-015;CCRA-016;CCRA-017;CCRA-028,6,2024,1,
ETH,Ethiopia,adaptation,ETH-A008,CLIMADA / Floodbase historical flood footprint grids (Ethiopia),ETH Zurich Climada / Floodbase (via HDX),T3,CCRA-011;CCRA-017,2,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
ETH,Ethiopia,adaptation,ETH-A009,JRC Global River Flood Hazard Maps v2.1,European Commission JRC,T2,CCRA-011;CCRA-017,2,2024,1,
ETH,Ethiopia,adaptation,ETH-A010,WRI Aqueduct Flood Hazard Maps,World Resources Institute,T2,CCRA-011,1,2024,1,
ETH,Ethiopia,adaptation,ETH-A011,"CHIRPS extreme precipitation (Rx5day, R90p…) + drought monitoring",UCSB Climate Hazards Center / CHIRPS,T2,CCRA-011;CCRA-023;CCRA-024;CCRA-025;CCRA-037,5,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
ETH,Ethiopia,adaptation,ETH-A012,SPEIbase / Global Drought Hazard (SPEI-6 extremes),CSIC SPEI / HDX Global Drought Hazard,T2,CCRA-024;CCRA-036,2,2015;2016;2017;2018;2019;2020;2021;2022;2023;2024,10,
ETH,Ethiopia,adaptation,ETH-A013,NMA Ethiopia — meteorological station & climate bulletins,National Meteorology Agency (Ethiopia),T1,CCRA-024;CCRA-026;CCRA-033;CCRA-036;CCRA-037,5,2024,1,
