sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Energy industries,CRI-020,CRI-020-I.4,Global Power Plant Database (Costa Rica),WRI / Global Energy Monitor ecosystem (GPPD),Activity,"Ubicación, combustible y capacidad de centrales — mapeo I.4",I.4,Global incluyendo Costa Rica,Central,modeled_grid,Versiones periódicas,Periódica,CSV,Open,CC BY / como se indique,No,https://datasets.wri.org/dataset/globalpowerplantdatabase,https://www.wri.org/research/global-power-plant-database,Base global de centrales útil junto a ARESEP/ICE.,Preferir ARESEP/ICE para generación oficial.,Medium,International compiled
"Agriculture, forestry & fishing energy",CRI-001,CRI-001-I.5,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,I.5,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
"Agriculture, forestry & fishing energy",CRI-003,CRI-003-I.5,Balance Nacional de Energía (BNE) — SEPSE,Secretaría de Planificación del Subsector Energía (SEPSE / MINAE),Activity,Oferta/demanda de energía por fuente y sector; base de actividad energética nacional,I.5,Costa Rica,Nacional,national,Serie anual (histórica en SINAMECC ~2010–2018+; ediciones SEPSE posteriores),Anual,XLSX / PDF / SINAMECC,Open,Como indique SEPSE/SINAMECC,Partial,https://www.sinamecc.go.cr/datos-abiertos,https://energia.minae.go.cr/,Balance energético oficial (metodología OLADE) — núcleo de actividad energética.,No es consumo por cantón; inventarios locales usan ARESEP/distribuidoras.,High,Primary official
"Agriculture, forestry & fishing energy",CRI-005,CRI-005-I.5,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,Activity,"Ventas de combustibles por tipo y tipo de cliente — on-road, estacionario, aviación, etc.",I.5,Costa Rica,Nacional; tipo de cliente (apertura cantonal limitada),city_or_municipality,~2010–presente (mensual),Mensual,CSV / API,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/ventas-hidrocarburos-recope/,https://datos.aresep.go.cr/,Ventas oficiales de combustibles RECOPE — principal actividad fósil del país (transporte).,Venta ≠ consumo en el cantón; asignación municipal requiere métodos adicionales.,High,Primary official
"Agriculture, forestry & fishing energy",CRI-009,CRI-009-I.5,INEC — Encuesta Nacional Agropecuaria (ENA) y estadísticas agropecuarias,Instituto Nacional de Estadística y Censos (INEC),Activity,"Ganado vacuno/porcino, cultivos y forestales — AFOLU y energía agropecuaria de apoyo",I.5,Costa Rica,Nacional (muestra; algunas aperturas regionales),state_or_province,Anual desde ~2017,Anual,PDF / tablas,Open,Como indique INEC,No,https://inec.cr/estadisticas-fuentes/encuestas/encuesta-nacional-agropecuaria,https://inec.cr/,Encuesta agropecuaria oficial para ganadería y tierra.,Muestral; no siempre cantonal; energía agropecuaria no medida por medidor.,High,Primary official
Non-specified sources,NO-COVERAGE,NO-COVERAGE-I.6,No suitable dataset identified (I.6),,,,I.6,,,unknown,,,,,,,,,No suitable dataset identified for this GPC subsector in the current research pass.,,,
"Fugitive emissions from mining, processing, storage & transport of coal",NO-COVERAGE,NO-COVERAGE-I.7,No suitable dataset identified (I.7),,,,I.7,,,unknown,,,,,,,,,No suitable dataset identified for this GPC subsector in the current research pass.,,,
Fugitive emissions from oil & natural gas systems,CRI-001,CRI-001-I.8,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,I.8,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Fugitive emissions from oil & natural gas systems,CRI-025,CRI-025-I.8,Fugitivas de distribución de combustibles/GLP (INGEI + ARESEP gas),IMN / ARESEP,Hybrid,Emisiones fugitivas asociadas a distribución/uso de combustibles y GLP (sin upstream petrolero significativo),I.8,Costa Rica,Nacional,national,Serie INGEI; tarifas/plantas GLP ARESEP,Con INGEI / periódica ARESEP,INGEI / datos ARESEP gas,Open,Como se indique,Partial,https://aresep.go.cr/datos-abiertos/,https://cglobal.imn.ac.cr/index.php/publications/4230/,"Capa fugitiva relevante en CR (distribución/GLP), dado el nulo/mínimo upstream de petróleo/gas.",No hay GHGRP de yacimientos; categoría I.8 distinta a países productores.,Medium,Primary official
On-road transportation,CRI-001,CRI-001-II.1,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,II.1,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
On-road transportation,CRI-002,CRI-002-II.1,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,Hybrid,"Portal oficial de datos abiertos: INGEI, BNE, PPCN, indicadores de mitigación/adaptación",II.1,Costa Rica,Nacional; cantonal (PPCN); según dataset,city_or_municipality,"Según recurso (INGEI, BNE 2010–2018+, PPCN 2016–2018+)",Según dataset,CSV / dashboards / XLSX,Open,Como indique SINAMECC,Yes (open data platform),https://www.sinamecc.go.cr/datos-abiertos,https://www.sinamecc.go.cr/,"Plataforma oficial de métrica climática — acceso transversal a INGEI, BNE y PPCN.",Actualización y cobertura varían por recurso; no sustituye microdatos de utilidades.,High,Primary official
On-road transportation,CRI-003,CRI-003-II.1,Balance Nacional de Energía (BNE) — SEPSE,Secretaría de Planificación del Subsector Energía (SEPSE / MINAE),Activity,Oferta/demanda de energía por fuente y sector; base de actividad energética nacional,II.1,Costa Rica,Nacional,national,Serie anual (histórica en SINAMECC ~2010–2018+; ediciones SEPSE posteriores),Anual,XLSX / PDF / SINAMECC,Open,Como indique SEPSE/SINAMECC,Partial,https://www.sinamecc.go.cr/datos-abiertos,https://energia.minae.go.cr/,Balance energético oficial (metodología OLADE) — núcleo de actividad energética.,No es consumo por cantón; inventarios locales usan ARESEP/distribuidoras.,High,Primary official
On-road transportation,CRI-005,CRI-005-II.1,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,Activity,"Ventas de combustibles por tipo y tipo de cliente — on-road, estacionario, aviación, etc.",II.1,Costa Rica,Nacional; tipo de cliente (apertura cantonal limitada),city_or_municipality,~2010–presente (mensual),Mensual,CSV / API,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/ventas-hidrocarburos-recope/,https://datos.aresep.go.cr/,Ventas oficiales de combustibles RECOPE — principal actividad fósil del país (transporte).,Venta ≠ consumo en el cantón; asignación municipal requiere métodos adicionales.,High,Primary official
On-road transportation,CRI-007,CRI-007-II.1,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,Emissions,Metodología GPC-adaptada e inventarios cantonales verificados; base de datos PPCN cantonal en SINAMECC,II.1,Cantones/distritos participantes,Cantón / distrito,city_or_municipality,Base SINAMECC ~2016–2018+; inventarios individuales según cantón,Según participación cantonal,Metodología PDF / base PPCN / informes cantonales,Open (metodología y base agregada); inventarios individuales parciales,Como indique DCC,Partial,https://www.sinamecc.go.cr/,https://cambioclimatico.minae.go.cr/wp-content/uploads/2019/01/Metodologia-para-medicion-reporte-verifiacion-de-emisiones-reducciones-remociones-compensaciones-GEI-cantonal-Costa-Rica.pdf,Programa nacional de inventarios cantonales alineados a GPC — diferenciador fuerte de Costa Rica.,No todos los cantones publican series abiertas anuales; cobertura incompleta del territorio.,High,National program / cantonal
On-road transportation,CRI-008,CRI-008-II.1,BCCR — Cuenta de Energía (flujos físicos),Banco Central de Costa Rica,Hybrid,Cuentas ambientales de energía (SEEA) derivadas del BEN y ventas RECOPE,II.1,Costa Rica,Nacional; industria,national,Según publicaciones de cuentas ambientales BCCR,Periódica,PDF / tablas,Open,Como indique BCCR,No,https://www.bccr.fi.cr/indicadores-economicos/cuenta-energia,https://www.bccr.fi.cr/indicadores-economicos/DocCuentaEnergia/Metodologia-cuenta-energia.pdf,Cuenta de energía oficial complementaria al BEN e INGEI.,No es inventario GPC cantonal.,High,Primary official
On-road transportation,CRI-011,CRI-011-II.1,MOPT — Anuario de tránsito / conteos vehiculares y anuario sector transportes,Ministerio de Obras Públicas y Transportes (MOPT),Activity,"Tránsito promedio diario en estaciones; parque/modos (carretero, férreo, aéreo, marítimo)",II.1,Costa Rica,Estación de conteo / ruta; aeropuerto/puerto en anuarios,facility_or_asset,Anuarios anuales (p.ej. tránsito 2023; sector 2023),Anual,PDF,Open,Como indique MOPT,No,https://www.mopt.go.cr/sites/default/files/destacados/planificacion-sectorial/documentacion/publicaciones/anuario-de-transito-2023.pdf,https://repositorio.mopt.go.cr/handle/123456789/4999,Conteos oficiales de tránsito y estadísticas modales — base on-road y otros modos.,Estaciones no cubren todos los cantones; VKT cantonal completo requiere modelación.,High,Primary official
On-road transportation,CRI-012,CRI-012-II.1,INEC / COSEVI — parque vehicular y estadísticas de vehículos,INEC / COSEVI / Registro de la Propiedad (según producto),Activity,Parque de vehículos automotores — caracterización on-road,II.1,Costa Rica,Nacional; algunas aperturas cantonales/provinciales,city_or_municipality,Series anuales en anuarios INEC,Anual,Tablas / PDF,Open,Como indique INEC,No,https://inec.cr/,https://admin.inec.cr/sites/default/files/2024-10/reanuario2022-2023_0.pdf,Estadísticas de parque vehicular para II.1.,Registro ≠ VKT; pair con MOPT y ventas RECOPE.,High,Primary official
On-road transportation,CRI-018,CRI-018-II.1,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,II.1,Global incluyendo Costa Rica,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INGEI/PPCN.,Preferir fuentes oficiales costarricenses cuando existan.,High,International modeled
On-road transportation,CRI-019,CRI-019-II.1,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,II.1,Global incluyendo Costa Rica,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INGEI.,No oficial; calibrar con INGEI/ARESEP/RECOPE.,Medium,International modeled
On-road transportation,CRI-024,CRI-024-II.1,Datos abiertos nacionales / municipalidades (datosabiertos.go.cr y portales cantonales),Gobierno de Costa Rica / municipalidades,Activity,"Datasets abiertos heterogéneos (residuos, movilidad, energía) a nivel nacional/cantonal",II.1,Costa Rica (cobertura incompleta),Nacional / cantón,city_or_municipality,Según dataset,Irregular,CSV / CKAN,Partial Open,Datos abiertos CR,Partial,https://www.datosabiertos.go.cr/,https://www.datosabiertos.go.cr/,Portales de datos abiertos con capas locales útiles pero no estandarizadas para GPC.,Calidad y temas muy variables; no hay catálogo GPC único.,Medium,Open government
Railways,CRI-001,CRI-001-II.2,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,II.2,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Railways,CRI-007,CRI-007-II.2,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,Emissions,Metodología GPC-adaptada e inventarios cantonales verificados; base de datos PPCN cantonal en SINAMECC,II.2,Cantones/distritos participantes,Cantón / distrito,city_or_municipality,Base SINAMECC ~2016–2018+; inventarios individuales según cantón,Según participación cantonal,Metodología PDF / base PPCN / informes cantonales,Open (metodología y base agregada); inventarios individuales parciales,Como indique DCC,Partial,https://www.sinamecc.go.cr/,https://cambioclimatico.minae.go.cr/wp-content/uploads/2019/01/Metodologia-para-medicion-reporte-verifiacion-de-emisiones-reducciones-remociones-compensaciones-GEI-cantonal-Costa-Rica.pdf,Programa nacional de inventarios cantonales alineados a GPC — diferenciador fuerte de Costa Rica.,No todos los cantones publican series abiertas anuales; cobertura incompleta del territorio.,High,National program / cantonal
Railways,CRI-011,CRI-011-II.2,MOPT — Anuario de tránsito / conteos vehiculares y anuario sector transportes,Ministerio de Obras Públicas y Transportes (MOPT),Activity,"Tránsito promedio diario en estaciones; parque/modos (carretero, férreo, aéreo, marítimo)",II.2,Costa Rica,Estación de conteo / ruta; aeropuerto/puerto en anuarios,facility_or_asset,Anuarios anuales (p.ej. tránsito 2023; sector 2023),Anual,PDF,Open,Como indique MOPT,No,https://www.mopt.go.cr/sites/default/files/destacados/planificacion-sectorial/documentacion/publicaciones/anuario-de-transito-2023.pdf,https://repositorio.mopt.go.cr/handle/123456789/4999,Conteos oficiales de tránsito y estadísticas modales — base on-road y otros modos.,Estaciones no cubren todos los cantones; VKT cantonal completo requiere modelación.,High,Primary official
Railways,CRI-022,CRI-022-II.2,INCOFER / transporte ferroviario (actividad),INCOFER / MOPT,Activity,Actividad ferroviaria de pasajeros/carga cuando opera — II.2,II.2,Costa Rica (red limitada),Línea / nacional,national,Según operación e informes MOPT,Irregular,Informes / anuarios,Partial Open,Varía,No,https://repositorio.mopt.go.cr/handle/123456789/4999,https://www.incofer.go.cr/,Actividad ferroviaria oficial (red limitada) para II.2.,Red férrea limitada; muchas emisiones ferroviarias históricas/bajas vs on-road.,Medium,Primary official
Waterborne navigation,CRI-001,CRI-001-II.3,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,II.3,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Waterborne navigation,CRI-011,CRI-011-II.3,MOPT — Anuario de tránsito / conteos vehiculares y anuario sector transportes,Ministerio de Obras Públicas y Transportes (MOPT),Activity,"Tránsito promedio diario en estaciones; parque/modos (carretero, férreo, aéreo, marítimo)",II.3,Costa Rica,Estación de conteo / ruta; aeropuerto/puerto en anuarios,facility_or_asset,Anuarios anuales (p.ej. tránsito 2023; sector 2023),Anual,PDF,Open,Como indique MOPT,No,https://www.mopt.go.cr/sites/default/files/destacados/planificacion-sectorial/documentacion/publicaciones/anuario-de-transito-2023.pdf,https://repositorio.mopt.go.cr/handle/123456789/4999,Conteos oficiales de tránsito y estadísticas modales — base on-road y otros modos.,Estaciones no cubren todos los cantones; VKT cantonal completo requiere modelación.,High,Primary official
Waterborne navigation,CRI-015,CRI-015-II.3,DGAC / INCOP — aviación civil y puertos,Dirección General de Aviación Civil / INCOP,Activity,Movimientos aeroportuarios y carga/actividad portuaria,II.3,Costa Rica,Aeropuerto / puerto,facility_or_asset,Series en anuarios MOPT y reportes sectoriales,Anual / mensual,PDF / tablas,Open,Como se indique,No,https://repositorio.mopt.go.cr/handle/123456789/4999,https://www.dgac.go.cr/,Actividad oficial aérea y portuaria para II.3/II.4.,Fuel uplift/bunker abiertos limitados; PPCN a menudo trata aviación como opcional.,High,Primary official
Waterborne navigation,CRI-018,CRI-018-II.3,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,II.3,Global incluyendo Costa Rica,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INGEI/PPCN.,Preferir fuentes oficiales costarricenses cuando existan.,High,International modeled
Waterborne navigation,CRI-019,CRI-019-II.3,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,II.3,Global incluyendo Costa Rica,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INGEI.,No oficial; calibrar con INGEI/ARESEP/RECOPE.,Medium,International modeled
Aviation,CRI-001,CRI-001-II.4,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,II.4,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Aviation,CRI-005,CRI-005-II.4,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,Activity,"Ventas de combustibles por tipo y tipo de cliente — on-road, estacionario, aviación, etc.",II.4,Costa Rica,Nacional; tipo de cliente (apertura cantonal limitada),city_or_municipality,~2010–presente (mensual),Mensual,CSV / API,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/ventas-hidrocarburos-recope/,https://datos.aresep.go.cr/,Ventas oficiales de combustibles RECOPE — principal actividad fósil del país (transporte).,Venta ≠ consumo en el cantón; asignación municipal requiere métodos adicionales.,High,Primary official
Aviation,CRI-011,CRI-011-II.4,MOPT — Anuario de tránsito / conteos vehiculares y anuario sector transportes,Ministerio de Obras Públicas y Transportes (MOPT),Activity,"Tránsito promedio diario en estaciones; parque/modos (carretero, férreo, aéreo, marítimo)",II.4,Costa Rica,Estación de conteo / ruta; aeropuerto/puerto en anuarios,facility_or_asset,Anuarios anuales (p.ej. tránsito 2023; sector 2023),Anual,PDF,Open,Como indique MOPT,No,https://www.mopt.go.cr/sites/default/files/destacados/planificacion-sectorial/documentacion/publicaciones/anuario-de-transito-2023.pdf,https://repositorio.mopt.go.cr/handle/123456789/4999,Conteos oficiales de tránsito y estadísticas modales — base on-road y otros modos.,Estaciones no cubren todos los cantones; VKT cantonal completo requiere modelación.,High,Primary official
Aviation,CRI-015,CRI-015-II.4,DGAC / INCOP — aviación civil y puertos,Dirección General de Aviación Civil / INCOP,Activity,Movimientos aeroportuarios y carga/actividad portuaria,II.4,Costa Rica,Aeropuerto / puerto,facility_or_asset,Series en anuarios MOPT y reportes sectoriales,Anual / mensual,PDF / tablas,Open,Como se indique,No,https://repositorio.mopt.go.cr/handle/123456789/4999,https://www.dgac.go.cr/,Actividad oficial aérea y portuaria para II.3/II.4.,Fuel uplift/bunker abiertos limitados; PPCN a menudo trata aviación como opcional.,High,Primary official
Aviation,CRI-018,CRI-018-II.4,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,II.4,Global incluyendo Costa Rica,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INGEI/PPCN.,Preferir fuentes oficiales costarricenses cuando existan.,High,International modeled
Aviation,CRI-019,CRI-019-II.4,Climate TRACE inventory,Climate TRACE,Emissions,Estimaciones de emisiones por activo y área urbana,II.4,Global incluyendo Costa Rica,Activo / área urbana,modeled_grid,Años recientes mensuales,Periódica,CSV/API,Open,Como indique Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Emisiones por activo/área urbana complementarias al INGEI.,No oficial; calibrar con INGEI/ARESEP/RECOPE.,Medium,International modeled
Off-road transportation,CRI-001,CRI-001-II.5,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,II.5,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Off-road transportation,CRI-005,CRI-005-II.5,ARESEP / RECOPE — ventas de hidrocarburos,ARESEP / RECOPE,Activity,"Ventas de combustibles por tipo y tipo de cliente — on-road, estacionario, aviación, etc.",II.5,Costa Rica,Nacional; tipo de cliente (apertura cantonal limitada),city_or_municipality,~2010–presente (mensual),Mensual,CSV / API,Open,Datos abiertos ARESEP,Yes,https://aresep.go.cr/datos-abiertos/ventas-hidrocarburos-recope/,https://datos.aresep.go.cr/,Ventas oficiales de combustibles RECOPE — principal actividad fósil del país (transporte).,Venta ≠ consumo en el cantón; asignación municipal requiere métodos adicionales.,High,Primary official
Solid waste disposal,CRI-001,CRI-001-III.1,Inventario Nacional de Gases de Efecto Invernadero (INGEI) — IMN/DCC,Instituto Meteorológico Nacional (IMN) / Dirección de Cambio Climático (MINAE),Emissions,Emisiones/absorciones nacionales por sector IPCC; serie histórica; BTR/comunicaciones,III.1,Costa Rica,Nacional,national,1990–2021 (INGEI publicado con BTR1; series previas en SINAMECC),Ciclos de reporte (BTR/CN) + actualizaciones SINAMECC,PDF / XLSX sectoriales / SINAMECC,Open,Como indique SINAMECC/MINAE,Partial (SINAMECC open data),https://cglobal.imn.ac.cr/index.php/publications/4230/,https://cambioclimatico.minae.go.cr/inventario-nacional-de-gases-de-efecto-invernadero-ingei/,Inventario oficial UNFCCC/Paris de Costa Rica con series y hojas sectoriales.,No es inventario cantonal; usar PPCN cantonal y datos ARESEP/RECOPE para ciudades.,High,Primary official
Solid waste disposal,CRI-002,CRI-002-III.1,SINAMECC — Sistema Nacional de Métrica de Cambio Climático (datos abiertos),MINAE / Dirección de Cambio Climático,Hybrid,"Portal oficial de datos abiertos: INGEI, BNE, PPCN, indicadores de mitigación/adaptación",III.1,Costa Rica,Nacional; cantonal (PPCN); según dataset,city_or_municipality,"Según recurso (INGEI, BNE 2010–2018+, PPCN 2016–2018+)",Según dataset,CSV / dashboards / XLSX,Open,Como indique SINAMECC,Yes (open data platform),https://www.sinamecc.go.cr/datos-abiertos,https://www.sinamecc.go.cr/,"Plataforma oficial de métrica climática — acceso transversal a INGEI, BNE y PPCN.",Actualización y cobertura varían por recurso; no sustituye microdatos de utilidades.,High,Primary official
Solid waste disposal,CRI-007,CRI-007-III.1,Programa País Carbono Neutralidad (PPCN) — categoría cantonal,MINAE / Dirección de Cambio Climático,Emissions,Metodología GPC-adaptada e inventarios cantonales verificados; base de datos PPCN cantonal en SINAMECC,III.1,Cantones/distritos participantes,Cantón / distrito,city_or_municipality,Base SINAMECC ~2016–2018+; inventarios individuales según cantón,Según participación cantonal,Metodología PDF / base PPCN / informes cantonales,Open (metodología y base agregada); inventarios individuales parciales,Como indique DCC,Partial,https://www.sinamecc.go.cr/,https://cambioclimatico.minae.go.cr/wp-content/uploads/2019/01/Metodologia-para-medicion-reporte-verifiacion-de-emisiones-reducciones-remociones-compensaciones-GEI-cantonal-Costa-Rica.pdf,Programa nacional de inventarios cantonales alineados a GPC — diferenciador fuerte de Costa Rica.,No todos los cantones publican series abiertas anuales; cobertura incompleta del territorio.,High,National program / cantonal
Solid waste disposal,CRI-013,CRI-013-III.1,Ministerio de Salud / municipalidades — residuos sólidos (PNGIR / datos municipales),Ministerio de Salud / municipalidades,Activity,Generación y gestión de residuos sólidos; disposición — III.1–III.3,III.1,Costa Rica (cobertura heterogénea),Nacional (política); cantón/municipal cuando reportan,city_or_municipality,Política 2023–2033; datos municipales irregulares,Irregular,PDF / reportes municipales,Partial Open,Varía,No,https://www.ministeriodesalud.go.cr/,https://cambioclimatico.minae.go.cr/,Marco y datos de residuos usados en INGEI e inventarios PPCN cantonales.,No hay API nacional homogénea por cantón; calidad variable.,Medium,Primary official
Solid waste disposal,CRI-018,CRI-018-III.1,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Grillas y productos urbanos modelados de GEI para contraste,III.1,Global incluyendo Costa Rica,0.1° / productos ciudad 1 km,modeled_grid,1970–2024,Periódica,NetCDF/CSV,Open,Como indique JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Producto modelado internacional para gap-fill/contraste vs INGEI/PPCN.,Preferir fuentes oficiales costarricenses cuando existan.,High,International modeled
