sector_name,dataset_id,row_id,dataset_name,publisher,dataset_type,information_requirements_satisfied,related_gpc_sector,geographic_coverage,geographic_granularity,granularity_class,temporal_coverage,update_frequency,data_format,open_restricted,license,api_available,download_url,documentation_url,short_description,limitations,confidence_level,authoritative_tier
Fugitive emissions from oil & natural gas systems,CAN-001,CAN-001-I.8,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,I.8,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Fugitive emissions from oil & natural gas systems,CAN-002,CAN-002-I.8,Greenhouse Gas Reporting Program (GHGRP) facility emissions,ECCC,Emissions,"Facility-level GHG (≥10 kt CO2e) including combustion, process, fugitive, on-site transport, waste/wastewater",I.8,Canada (reporting facilities),Facility (city/province searchable),facility_or_asset,Annual (recent overview through 2024),Annual,Web search / open data CSV,Open,Open Government Licence – Canada,No,https://climate-change.canada.ca/facility-emissions/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/overview-2024.html,Mandatory facility GHG reporting — key city inventory source for large point sources.,Threshold excludes small facilities; methods differ from community GPC Scope 2 accounting.,High,Primary official
Fugitive emissions from oil & natural gas systems,CAN-013,CAN-013-I.8,CER pipeline throughput & capacity / energy system data,Canada Energy Regulator (CER),Activity,Pipeline throughput/capacity for oil & gas systems; energy market context for fugitives/energy industries,I.8,CER-regulated pipelines (Canada),Pipeline key points,other_or_mixed,~2006–present (quarterly updates),Quarterly,CSV / dashboards,Open,Open Government Licence – Canada,No,https://open.canada.ca/data/en/dataset/dc343c43-a592-4a27-8ee7-c77df56afb34,https://www.cer-rec.gc.ca/en/data-analysis/facilities-we-regulate/look-pipeline-flow-capacity/natural-pipeline-flow-capacity.html,Open pipeline flow/capacity data supporting oil & gas system activity proxies.,Not distribution LDC leakage rates; methane emissions need GHGRP/NIR/AER.,High,Primary official
Fugitive emissions from oil & natural gas systems,CAN-014,CAN-014-I.8,AER upstream petroleum emissions / Petrinex reporting (Alberta),Alberta Energy Regulator (AER) / Petrinex,Hybrid,Upstream oil & gas production-related emissions and methane reporting for Alberta facilities,I.8,Alberta (primary); Petrinex multi-jurisdiction roots,Facility,facility_or_asset,Annual ST60B and monthly Petrinex streams,Monthly/annual,PDF reports / system extracts (access varies),Partial Open,Not identified,No,https://static.aer.ca/prd/documents/sts/ST60-B-2025.pdf,https://www.petrinex.ca/,Provincial oil & gas emissions intelligence critical for prairie city inventories near upstream assets.,Alberta-centric; full Petrinex microdata not fully open without credentials.,Medium,Provincial regulator
Fugitive emissions from oil & natural gas systems,CAN-020,CAN-020-I.8,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,I.8,Global including Canada,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to GHGRP for gap-fill.,Not official; calibrate to NIR/GHGRP.,Medium,International modeled
On-road transportation,CAN-001,CAN-001-II.1,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,II.1,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
On-road transportation,CAN-003,CAN-003-II.1,Canadian System of Environmental-Economic Accounts — energy use & GHG (SEEA PFA),Statistics Canada,Hybrid,Energy use and GHG by industry/household economic accounts; provincial GHG physical flow accounts,II.1,Canada,National; provincial/territorial GHG tables,national,~2009–2023 (PFA updates),Annual,StatCan tables / CSV,Open,Statistics Canada Open Licence,Yes (StatCan Web Data Service),https://www150.statcan.gc.ca/n1/daily-quotidien/251211/dq251211c-eng.htm,https://www150.statcan.gc.ca/n1/pub/16-509-x/16-509-x2016001-eng.htm,SEEA energy/GHG accounts complementary to NIR (different framework — do not mix totals).,Not GPC city inventory; industry classification differs from IPCC/GPC.,High,Primary official
On-road transportation,CAN-004,CAN-004-II.1,Report on Energy Supply and Demand in Canada (RESD) / energy tables,Statistics Canada / Canadian Centre for Energy Information,Activity,Energy supply/demand by fuel and sector; electricity generation/consumption context,II.1,Canada,National; provincial energy tables commonly available,national,Long annual series,Annual,StatCan tables / PDF,Open,Statistics Canada Open Licence,Yes,https://energy-information.canada.ca/en,https://www150.statcan.gc.ca/n1/en/type/data,Core national energy balance/supply-demand statistics for stationary energy and fuels.,Municipal customer-class meter data held by utilities; not in RESD.,High,Primary official
On-road transportation,CAN-006,CAN-006-II.1,Vehicle registrations by type and fuel type (table 23-10-0308),Statistics Canada,Activity,Active road vehicle registrations by vehicle type and fuel type,II.1,Canada,National; provincial/territorial,national,Annual (through 2024 release),Annual,CSV / SDMX,Open,Open Government Licence – Canada / StatCan Open Licence,Yes,https://open.canada.ca/data/en/dataset/a9e40f30-3229-4fb7-8105-83e751c848d4,https://www150.statcan.gc.ca/n1/daily-quotidien/251017/dq251017c-eng.htm,Official vehicle stock by fuel type — strong on-road fleet activity dataset.,VKT not included; municipal registration extracts vary by province.,High,Primary official
On-road transportation,CAN-007,CAN-007-II.1,Sales of fuel used for road motor vehicles (StatCan),Statistics Canada,Activity,"Road fuel sales (gasoline, diesel, etc.) by province/territory",II.1,Canada,Province/territory,state_or_province,Annual/monthly series,Monthly/annual,StatCan tables / CSV,Open,Statistics Canada Open Licence,Yes,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2310002701,https://www150.statcan.gc.ca/n1/en/type/data,Official road-fuel sales — primary activity data for on-road energy.,Not municipal pump geography; off-road/non-road splits imperfect.,High,Primary official
On-road transportation,CAN-010,CAN-010-II.1,BC Community Energy and Emissions Inventory (CEEI),Government of British Columbia,Hybrid,"Community-scale building energy, on-road transport, solid waste, some land-use change estimates for BC local governments",II.1,British Columbia,Municipality / regional district,city_or_municipality,~2007–2021 published series (transport returned in 2024 release),Periodic provincial releases,Tables / open data,Open,As stated by BC (typically OGL-BC),Unknown,https://www2.gov.bc.ca/gov/content/environment/climate-change/data/ceei,https://www.crd.ca/media/file/2024-01-crd-ghg-inventory-faqs,Provincial community energy/emissions estimates — rare subnational city-relevant product.,Not full GPC BASIC+; methodology differs from municipal GPC inventories; BC-only.,High,Provincial official
On-road transportation,CAN-011,CAN-011-II.1,Toronto Sector-Based Emissions Inventory (SBEI) / community GHG inventory,City of Toronto,Emissions,"GPC-aligned city inventory for stationary energy, transport, waste, IPPU; progress tracking",II.1,City of Toronto,City,city_or_municipality,Multi-year series incl. 2023 SBEI report,Annual/periodic,PDF (+ supporting open data when published),Open,Not identified,No,https://www.toronto.ca/wp-content/uploads/2025/11/99d0-2023-SBEI-Reportfinal-FINAL-ua.pdf,https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/,Mature GPC city inventory for Canada’s largest city.,Underlying utility microdata not fully republished; CBEI separate from sector-based.,High,City official
On-road transportation,CAN-012,CAN-012-II.1,Calgary Community-wide GHG Inventory (Open Calgary),City of Calgary,Emissions,Community-wide GHG inventory open dataset for Calgary,II.1,Calgary,City,city_or_municipality,As published on Open Calgary,Periodic,Open data table,Open,As stated on Open Calgary,Yes (Socrata),https://data.calgary.ca/Environment/Community-wide-Greenhouse-Gas-GHG-Inventory/m7gu-3xk5,https://data.calgary.ca/,City GHG inventory published as open data.,Method notes must be read for GPC scope alignment; not all Canadian cities have equivalents.,High,City official
On-road transportation,CAN-019,CAN-019-II.1,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products,II.1,Global including Canada,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NIR/GHGRP/city inventories.,Prefer official Canadian sources when available.,High,International modeled
On-road transportation,CAN-020,CAN-020-II.1,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,II.1,Global including Canada,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to GHGRP for gap-fill.,Not official; calibrate to NIR/GHGRP.,Medium,International modeled
Railways,CAN-001,CAN-001-II.2,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,II.2,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Railways,CAN-011,CAN-011-II.2,Toronto Sector-Based Emissions Inventory (SBEI) / community GHG inventory,City of Toronto,Emissions,"GPC-aligned city inventory for stationary energy, transport, waste, IPPU; progress tracking",II.2,City of Toronto,City,city_or_municipality,Multi-year series incl. 2023 SBEI report,Annual/periodic,PDF (+ supporting open data when published),Open,Not identified,No,https://www.toronto.ca/wp-content/uploads/2025/11/99d0-2023-SBEI-Reportfinal-FINAL-ua.pdf,https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/,Mature GPC city inventory for Canada’s largest city.,Underlying utility microdata not fully republished; CBEI separate from sector-based.,High,City official
Railways,CAN-016,CAN-016-II.2,StatCan rail / marine transport statistics,Statistics Canada / Transport Canada,Activity,Rail freight/passenger activity; marine shipping/port-related traffic proxies,II.2,Canada,National/corridor; port statistics via authorities,national,Monthly/annual,Monthly/annual,Tables / CSV,Open,Statistics Canada Open Licence / OGL,Yes,https://www.statcan.gc.ca/en/subjects-start/transportation,https://tc.canada.ca/en,National rail and marine activity statistics for transport subsectors.,Energy by route often operator-held; port GHG inventories uneven.,High,Primary official
Waterborne navigation,CAN-001,CAN-001-II.3,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,II.3,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Waterborne navigation,CAN-016,CAN-016-II.3,StatCan rail / marine transport statistics,Statistics Canada / Transport Canada,Activity,Rail freight/passenger activity; marine shipping/port-related traffic proxies,II.3,Canada,National/corridor; port statistics via authorities,national,Monthly/annual,Monthly/annual,Tables / CSV,Open,Statistics Canada Open Licence / OGL,Yes,https://www.statcan.gc.ca/en/subjects-start/transportation,https://tc.canada.ca/en,National rail and marine activity statistics for transport subsectors.,Energy by route often operator-held; port GHG inventories uneven.,High,Primary official
Waterborne navigation,CAN-019,CAN-019-II.3,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products,II.3,Global including Canada,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NIR/GHGRP/city inventories.,Prefer official Canadian sources when available.,High,International modeled
Waterborne navigation,CAN-020,CAN-020-II.3,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,II.3,Global including Canada,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to GHGRP for gap-fill.,Not official; calibrate to NIR/GHGRP.,Medium,International modeled
Aviation,CAN-001,CAN-001-II.4,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,II.4,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Aviation,CAN-015,CAN-015-II.4,StatCan air carrier / airport traffic statistics,Statistics Canada / airport authorities,Activity,"Aircraft movements, passengers, cargo at Canadian airports",II.4,Canada,Airport,facility_or_asset,Monthly/annual series,Monthly,StatCan tables,Open,Statistics Canada Open Licence,Yes,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=2310024901,https://www.statcan.gc.ca/en/subjects-start/transportation,Official airport activity statistics for aviation inventories.,Fuel uplift not in standard movement tables; LTO modeling needed.,High,Primary official
Aviation,CAN-019,CAN-019-II.4,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products,II.4,Global including Canada,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NIR/GHGRP/city inventories.,Prefer official Canadian sources when available.,High,International modeled
Aviation,CAN-020,CAN-020-II.4,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,II.4,Global including Canada,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to GHGRP for gap-fill.,Not official; calibrate to NIR/GHGRP.,Medium,International modeled
Off-road transportation,CAN-001,CAN-001-II.5,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,II.5,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Off-road transportation,CAN-002,CAN-002-II.5,Greenhouse Gas Reporting Program (GHGRP) facility emissions,ECCC,Emissions,"Facility-level GHG (≥10 kt CO2e) including combustion, process, fugitive, on-site transport, waste/wastewater",II.5,Canada (reporting facilities),Facility (city/province searchable),facility_or_asset,Annual (recent overview through 2024),Annual,Web search / open data CSV,Open,Open Government Licence – Canada,No,https://climate-change.canada.ca/facility-emissions/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/overview-2024.html,Mandatory facility GHG reporting — key city inventory source for large point sources.,Threshold excludes small facilities; methods differ from community GPC Scope 2 accounting.,High,Primary official
Solid waste disposal,CAN-001,CAN-001-III.1,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,III.1,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Solid waste disposal,CAN-002,CAN-002-III.1,Greenhouse Gas Reporting Program (GHGRP) facility emissions,ECCC,Emissions,"Facility-level GHG (≥10 kt CO2e) including combustion, process, fugitive, on-site transport, waste/wastewater",III.1,Canada (reporting facilities),Facility (city/province searchable),facility_or_asset,Annual (recent overview through 2024),Annual,Web search / open data CSV,Open,Open Government Licence – Canada,No,https://climate-change.canada.ca/facility-emissions/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/overview-2024.html,Mandatory facility GHG reporting — key city inventory source for large point sources.,Threshold excludes small facilities; methods differ from community GPC Scope 2 accounting.,High,Primary official
Solid waste disposal,CAN-010,CAN-010-III.1,BC Community Energy and Emissions Inventory (CEEI),Government of British Columbia,Hybrid,"Community-scale building energy, on-road transport, solid waste, some land-use change estimates for BC local governments",III.1,British Columbia,Municipality / regional district,city_or_municipality,~2007–2021 published series (transport returned in 2024 release),Periodic provincial releases,Tables / open data,Open,As stated by BC (typically OGL-BC),Unknown,https://www2.gov.bc.ca/gov/content/environment/climate-change/data/ceei,https://www.crd.ca/media/file/2024-01-crd-ghg-inventory-faqs,Provincial community energy/emissions estimates — rare subnational city-relevant product.,Not full GPC BASIC+; methodology differs from municipal GPC inventories; BC-only.,High,Provincial official
Solid waste disposal,CAN-011,CAN-011-III.1,Toronto Sector-Based Emissions Inventory (SBEI) / community GHG inventory,City of Toronto,Emissions,"GPC-aligned city inventory for stationary energy, transport, waste, IPPU; progress tracking",III.1,City of Toronto,City,city_or_municipality,Multi-year series incl. 2023 SBEI report,Annual/periodic,PDF (+ supporting open data when published),Open,Not identified,No,https://www.toronto.ca/wp-content/uploads/2025/11/99d0-2023-SBEI-Reportfinal-FINAL-ua.pdf,https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/,Mature GPC city inventory for Canada’s largest city.,Underlying utility microdata not fully republished; CBEI separate from sector-based.,High,City official
Solid waste disposal,CAN-012,CAN-012-III.1,Calgary Community-wide GHG Inventory (Open Calgary),City of Calgary,Emissions,Community-wide GHG inventory open dataset for Calgary,III.1,Calgary,City,city_or_municipality,As published on Open Calgary,Periodic,Open data table,Open,As stated on Open Calgary,Yes (Socrata),https://data.calgary.ca/Environment/Community-wide-Greenhouse-Gas-GHG-Inventory/m7gu-3xk5,https://data.calgary.ca/,City GHG inventory published as open data.,Method notes must be read for GPC scope alignment; not all Canadian cities have equivalents.,High,City official
Solid waste disposal,CAN-017,CAN-017-III.1,Waste Management Survey / solid waste statistics (StatCan) + landfill reporters in GHGRP,Statistics Canada; ECCC GHGRP landfill reporters,Hybrid,Waste disposed/diverted statistics; large landfill CH4 reporting via GHGRP,III.1,Canada,Province; facility for GHGRP landfills,facility_or_asset,Multi-year survey cycles + annual GHGRP,Periodic survey / annual GHGRP,Tables / GHGRP files,Open,StatCan Open Licence / OGL,Partial,https://www150.statcan.gc.ca/n1/en/type/data?subject_levels=25,https://climate-change.canada.ca/facility-emissions/,National waste statistics plus facility landfill emissions for major sites.,Municipal composition/tonnage still often local; biological treatment detail uneven.,High,Primary official
Solid waste disposal,CAN-019,CAN-019-III.1,EDGAR GHG gridded & cities emissions,European Commission JRC,Emissions,Modeled sectoral GHG grids and city products,III.1,Global including Canada,0.1° / 1 km city products,modeled_grid,1970–2024,Periodic,NetCDF/CSV,Open,As stated by JRC,No,https://edgar.jrc.ec.europa.eu/emissions_data_and_maps,https://edgar.jrc.ec.europa.eu/,Modeled gap-fill/cross-check versus NIR/GHGRP/city inventories.,Prefer official Canadian sources when available.,High,International modeled
Solid waste disposal,CAN-020,CAN-020-III.1,Climate TRACE inventory,Climate TRACE,Emissions,Asset and urban-area emissions estimates,III.1,Global including Canada,Asset / urban area,modeled_grid,Monthly recent years,Periodic,CSV/API,Open,As stated by Climate TRACE,Yes,https://climatetrace.org/,https://climatetrace.org/,Asset/urban emissions complementary to GHGRP for gap-fill.,Not official; calibrate to NIR/GHGRP.,Medium,International modeled
Biological treatment of waste,CAN-001,CAN-001-III.2,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,III.2,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Biological treatment of waste,CAN-017,CAN-017-III.2,Waste Management Survey / solid waste statistics (StatCan) + landfill reporters in GHGRP,Statistics Canada; ECCC GHGRP landfill reporters,Hybrid,Waste disposed/diverted statistics; large landfill CH4 reporting via GHGRP,III.2,Canada,Province; facility for GHGRP landfills,facility_or_asset,Multi-year survey cycles + annual GHGRP,Periodic survey / annual GHGRP,Tables / GHGRP files,Open,StatCan Open Licence / OGL,Partial,https://www150.statcan.gc.ca/n1/en/type/data?subject_levels=25,https://climate-change.canada.ca/facility-emissions/,National waste statistics plus facility landfill emissions for major sites.,Municipal composition/tonnage still often local; biological treatment detail uneven.,High,Primary official
Incineration & open burning,CAN-001,CAN-001-III.3,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,III.3,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Incineration & open burning,CAN-017,CAN-017-III.3,Waste Management Survey / solid waste statistics (StatCan) + landfill reporters in GHGRP,Statistics Canada; ECCC GHGRP landfill reporters,Hybrid,Waste disposed/diverted statistics; large landfill CH4 reporting via GHGRP,III.3,Canada,Province; facility for GHGRP landfills,facility_or_asset,Multi-year survey cycles + annual GHGRP,Periodic survey / annual GHGRP,Tables / GHGRP files,Open,StatCan Open Licence / OGL,Partial,https://www150.statcan.gc.ca/n1/en/type/data?subject_levels=25,https://climate-change.canada.ca/facility-emissions/,National waste statistics plus facility landfill emissions for major sites.,Municipal composition/tonnage still often local; biological treatment detail uneven.,High,Primary official
Incineration & open burning,CAN-018,CAN-018-III.3,National Pollutant Release Inventory (NPRI),ECCC,Hybrid,Facility pollutant releases/transfers — supporting industrial process & combustion screening (not GHG-complete),III.3,Canada,Facility,facility_or_asset,Annual long series,Annual,CSV / open data,Open,Open Government Licence – Canada,Yes (partial),https://open.canada.ca/data/en/dataset/1fb7d8d4-7713-4ec6-b957-4a882a84fed3,https://www.canada.ca/en/services/environment/pollution-waste-management/national-pollutant-release-inventory.html,Facility environmental releases useful to locate industrial sources alongside GHGRP.,Not a GHG inventory; substance list ≠ GPC gases.,High,Primary official
Wastewater treatment & discharge,CAN-001,CAN-001-III.4,Canada's Official Greenhouse Gas Inventory / National Inventory Report (NIR),Environment and Climate Change Canada (ECCC),Emissions,National and provincial/territorial GHG by IPCC sector; electricity intensity; agriculture/LULUCF tables; emission factors,III.4,Canada,National; province/territory,state_or_province,1990–2024 (latest submission cycle),Annual,XLSX / PDF / open data folders,Open,Open Government Licence – Canada,No,https://data-donnees.az.ec.gc.ca/data/substances/monitor/canada-s-official-greenhouse-gas-inventory/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/inventory.html,Official UNFCCC NIR with downloadable IPCC-sector and electricity tables by province/territory.,Not municipal boundary; city inventories need downscaling or local activity data.,High,Primary official
Wastewater treatment & discharge,CAN-002,CAN-002-III.4,Greenhouse Gas Reporting Program (GHGRP) facility emissions,ECCC,Emissions,"Facility-level GHG (≥10 kt CO2e) including combustion, process, fugitive, on-site transport, waste/wastewater",III.4,Canada (reporting facilities),Facility (city/province searchable),facility_or_asset,Annual (recent overview through 2024),Annual,Web search / open data CSV,Open,Open Government Licence – Canada,No,https://climate-change.canada.ca/facility-emissions/,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/overview-2024.html,Mandatory facility GHG reporting — key city inventory source for large point sources.,Threshold excludes small facilities; methods differ from community GPC Scope 2 accounting.,High,Primary official
Wastewater treatment & discharge,CAN-011,CAN-011-III.4,Toronto Sector-Based Emissions Inventory (SBEI) / community GHG inventory,City of Toronto,Emissions,"GPC-aligned city inventory for stationary energy, transport, waste, IPPU; progress tracking",III.4,City of Toronto,City,city_or_municipality,Multi-year series incl. 2023 SBEI report,Annual/periodic,PDF (+ supporting open data when published),Open,Not identified,No,https://www.toronto.ca/wp-content/uploads/2025/11/99d0-2023-SBEI-Reportfinal-FINAL-ua.pdf,https://www.toronto.ca/services-payments/water-environment/environmentally-friendly-city-initiatives/transformto/,Mature GPC city inventory for Canada’s largest city.,Underlying utility microdata not fully republished; CBEI separate from sector-based.,High,City official
Wastewater treatment & discharge,CAN-012,CAN-012-III.4,Calgary Community-wide GHG Inventory (Open Calgary),City of Calgary,Emissions,Community-wide GHG inventory open dataset for Calgary,III.4,Calgary,City,city_or_municipality,As published on Open Calgary,Periodic,Open data table,Open,As stated on Open Calgary,Yes (Socrata),https://data.calgary.ca/Environment/Community-wide-Greenhouse-Gas-GHG-Inventory/m7gu-3xk5,https://data.calgary.ca/,City GHG inventory published as open data.,Method notes must be read for GPC scope alignment; not all Canadian cities have equivalents.,High,City official
